recency,frequency,monetary
657,3,13.10
657,1,26.46
657,1,10.14
183,12,315.78
657,2,6.98
657,1,15.77
656,1,3.32
656,1,57.99
656,1,12.19
460,13,90.66
623,4,64.20
656,1,24.60
656,1,7.56
656,1,24.88
656,3,25.04
656,1,29.60
656,3,26.35
656,1,3.47
192,11,678.19
656,1,24.62
656,1,25.97
656,1,35.30
206,25,157.82
656,1,10.61
656,1,7.96
656,8,28.75
656,3,13.52
656,1,10.91
595,2,33.81
641,1,6.40
656,2,4.20
656,1,5.83
655,4,21.77
656,2,6.98
656,1,9.62
656,1,10.97
322,3,163.30
656,1,27.42
656,1,12.33
647,2,21.45
656,1,19.22
656,5,39.12
656,1,4.42
656,2,27.47
656,2,30.30
656,1,33.32
656,1,8.53
629,9,58.38
656,2,16.10
617,2,17.91
655,2,28.71
656,2,33.64
532,2,46.41
655,2,16.12
654,3,23.45
655,1,23.12
655,1,21.92
655,2,39.20
655,3,48.16
655,1,9.80
655,2,3.30
655,3,26.22
655,2,17.70
655,1,17.11
651,2,18.27
655,1,6.19
655,1,20.51
655,1,13.96
352,9,79.68
655,2,12.29
655,1,8.95
655,2,6.64
655,3,27.14
655,1,7.47
655,1,1.99
655,1,4.31
335,5,40.69
655,3,35.87
655,2,6.91
655,1,1.98
655,5,19.19
654,1,29.40
655,1,6.28
655,5,89.84
627,3,19.39
655,1,20.80
655,1,20.60
655,2,31.42
642,5,76.72
655,1,18.81
655,1,8.88
655,2,48.83
655,1,13.67
650,2,8.76
655,3,25.57
655,3,21.98
655,1,71.63
505,1,25.97
499,1,16.32
655,1,6.07
361,2,13.28
654,2,15.25
331,2,60.83
513,3,24.33
654,3,16.20
528,2,7.28
654,2,16.34
654,1,10.61
337,11,67.85
654,1,10.61
443,2,46.07
654,3,28.70
654,1,9.58
654,1,4.32
477,4,35.29
654,2,29.41
654,2,37.31
654,1,12.48
654,1,7.47
654,2,13.26
654,3,17.21
654,1,12.95
503,5,30.67
654,9,30.15
654,1,9.81
654,2,16.32
654,1,12.59
654,1,5.04
654,1,15.30
654,2,6.98
654,2,4.41
562,6,111.62
654,2,86.50
654,1,11.83
647,1,3.87
653,1,5.31
653,1,20.80
652,10,14.33
653,1,2.67
653,1,2.63
653,1,14.30
649,1,8.94
653,3,43.62
653,1,16.32
292,1,16.82
653,4,47.89
653,2,26.49
643,2,17.40
653,1,15.90
627,6,38.93
330,4,30.62
651,5,143.20
653,1,9.33
653,1,2.65
653,1,11.33
653,1,22.34
653,1,5.32
589,2,16.58
376,3,16.59
651,1,16.65
651,3,54.96
653,4,42.61
653,1,71.90
653,2,22.10
653,1,34.70
621,5,29.20
511,5,50.19
653,2,13.02
653,1,105.79
653,1,39.89
638,4,17.01
653,1,4.42
653,1,42.49
511,10,87.20
653,2,6.98
653,1,5.81
653,5,41.75
653,3,51.91
653,2,6.22
588,1,18.82
653,2,13.04
653,1,28.35
643,4,34.18
652,10,80.88
652,1,7.96
652,1,49.30
652,1,10.39
652,1,20.15
652,1,17.11
649,2,17.25
652,4,38.01
412,1,-1.16
652,1,115.50
652,1,17.81
340,2,12.22
652,1,7.46
652,2,13.46
652,1,29.40
652,1,34.66
397,5,41.54
307,2,38.85
652,1,5.19
652,1,9.63
652,4,12.51
204,4,19.70
652,1,146.88
652,1,24.90
652,8,69.37
569,8,48.96
652,1,16.66
598,9,95.87
652,1,8.06
633,3,77.41
652,4,18.45
652,2,19.08
652,3,24.00
652,1,7.56
652,3,40.37
652,4,31.46
652,1,2.26
652,1,10.27
206,4,52.27
652,2,12.55
652,1,27.00
309,13,133.78
652,1,25.28
362,6,158.64
646,2,26.16
629,5,24.39
652,2,8.28
652,1,29.61
643,2,117.21
530,15,155.76
547,6,68.67
652,1,50.56
651,3,39.38
651,1,4.28
651,1,20.22
651,3,108.37
651,1,5.31
651,1,4.95
651,1,15.63
638,7,39.55
266,2,37.18
576,2,8.84
274,2,32.05
651,1,4.90
651,1,41.25
548,11,116.04
651,1,26.65
651,2,68.40
651,1,19.97
651,1,15.92
645,1,20.80
621,5,40.01
651,2,12.98
651,2,27.78
520,3,32.41
651,1,14.73
651,1,9.80
647,2,27.53
651,1,13.60
651,1,27.60
651,2,10.60
651,1,24.62
648,9,109.11
651,3,7.11
651,2,19.38
651,3,19.23
651,1,29.40
651,1,5.81
444,14,61.72
438,2,37.87
651,1,8.32
651,1,6.73
639,2,14.36
651,1,4.42
651,1,8.21
594,14,48.77
651,1,89.09
651,1,8.15
651,2,11.66
640,5,33.99
651,3,28.79
651,5,23.31
651,1,20.66
650,2,58.98
651,1,28.30
651,1,6.66
650,1,7.58
650,1,2.78
650,1,21.17
650,2,29.05
650,3,15.53
323,3,34.32
649,3,16.98
650,1,16.84
647,1,9.13
650,5,56.81
649,2,37.12
650,1,19.18
650,1,27.61
650,1,1.91
650,1,8.53
251,11,83.63
650,1,24.98
650,1,12.33
531,2,90.68
650,1,10.81
650,3,26.58
649,1,28.35
650,1,7.72
650,1,12.97
650,1,2.38
650,2,11.47
492,5,24.14
650,1,5.77
650,1,8.94
650,1,17.96
650,3,26.66
650,1,10.43
650,6,17.94
484,3,32.00
649,4,26.54
649,1,29.28
546,1,1.44
649,2,17.26
649,1,59.17
649,2,18.22
645,1,95.83
645,11,49.53
639,6,24.53
649,1,5.46
307,2,9.01
649,3,7.75
649,2,10.18
649,1,27.42
649,2,31.51
649,1,24.30
432,12,103.68
499,5,14.55
649,1,4.95
221,31,293.13
497,2,47.90
649,1,8.53
649,4,7.90
634,7,30.22
320,14,62.33
649,3,23.85
615,6,51.18
649,1,12.90
174,3,16.01
609,9,379.50
647,2,31.17
649,1,6.94
649,1,55.98
649,1,3.32
649,4,23.13
649,3,9.09
439,3,104.19
649,1,5.84
649,1,8.06
649,1,19.18
383,7,85.73
649,2,12.84
649,1,44.00
648,3,38.01
649,1,10.39
648,1,17.98
648,2,18.45
404,16,48.27
204,13,70.11
189,10,121.62
648,1,7.37
648,4,37.81
648,2,15.96
641,2,49.96
538,13,136.79
504,28,96.78
648,4,17.25
234,7,185.08
648,2,32.99
648,3,7.26
648,1,8.06
648,1,8.65
648,1,4.31
648,1,11.17
648,2,24.08
648,1,5.46
648,1,19.99
648,2,13.08
648,2,19.11
648,3,32.85
647,1,146.88
647,1,5.27
508,5,53.55
647,1,5.32
333,3,92.12
647,1,3.95
647,1,11.51
646,2,61.38
647,1,6.82
647,3,14.48
647,1,9.99
647,1,9.52
647,1,6.09
325,1,11.60
646,6,21.22
647,1,19.99
647,1,3.51
647,10,25.01
646,2,23.73
647,1,23.97
647,4,15.90
647,1,18.67
532,7,223.01
647,2,14.96
607,2,14.38
647,1,28.61
647,1,2.63
647,1,12.53
647,1,9.33
275,4,26.57
647,1,9.98
645,1,8.53
314,1,184.89
639,1,7.81
646,1,11.65
646,1,63.71
646,1,10.83
646,1,14.30
646,4,14.36
641,2,18.20
646,1,16.65
646,1,3.31
646,1,10.54
450,1,-2.13
627,1,7.67
646,2,23.62
623,2,13.34
646,4,33.13
239,16,136.06
646,3,11.16
646,1,24.62
646,1,6.84
644,1,67.77
635,1,5.68
646,1,4.31
646,1,68.90
376,5,34.34
646,2,22.16
646,3,18.86
646,2,6.73
646,1,25.28
569,1,11.24
646,10,75.54
644,5,13.36
645,1,5.31
604,3,39.25
645,1,45.67
592,7,72.22
197,52,315.21
645,1,8.53
645,1,22.34
645,2,25.01
637,4,139.80
645,3,66.69
645,2,14.96
645,1,54.39
645,4,19.65
645,1,8.16
645,1,19.61
645,1,3.62
645,2,20.09
645,1,15.30
458,3,42.40
645,1,23.25
645,2,28.50
645,1,3.51
645,3,20.05
540,5,46.06
645,1,6.35
645,1,3.63
645,1,17.10
454,3,16.14
436,6,22.91
645,1,2.16
601,3,33.70
645,3,20.28
645,2,42.16
644,3,87.51
644,1,29.27
644,1,74.96
644,1,8.49
599,2,44.26
171,16,103.20
644,1,14.99
644,3,18.50
644,1,25.85
644,1,14.30
644,3,23.60
644,1,6.61
277,6,42.67
644,4,25.51
644,1,15.95
644,1,24.62
521,8,92.45
644,1,24.98
644,5,28.65
644,2,37.41
644,1,14.98
644,2,48.66
644,1,35.25
644,1,10.39
630,7,45.37
438,9,102.98
644,14,29.88
640,2,173.96
644,1,8.06
644,1,11.99
287,10,77.43
644,1,7.39
644,1,7.59
644,12,53.41
644,1,19.18
644,4,12.09
644,2,34.96
273,2,49.88
644,1,5.53
644,2,22.48
643,4,12.24
644,4,18.43
644,1,26.73
644,2,31.10
643,1,6.12
637,5,72.83
425,24,119.16
643,3,18.14
643,3,20.92
616,4,16.08
643,1,16.66
643,1,17.94
585,6,26.58
643,7,20.36
643,1,8.74
643,1,5.72
643,3,31.54
643,1,17.22
642,2,19.09
643,4,16.08
643,1,16.99
543,1,29.06
643,2,11.73
643,1,13.68
643,1,5.14
643,1,19.58
283,14,164.96
643,2,52.83
643,1,51.32
288,4,34.85
643,2,10.17
643,1,6.14
643,7,29.43
643,1,13.66
636,5,16.20
643,1,1.24
643,4,21.52
643,1,26.66
602,4,20.54
311,34,244.20
643,3,29.96
643,1,30.43
643,1,14.81
301,3,9.82
643,1,7.16
643,2,-3.86
643,4,50.39
643,1,13.44
643,1,9.95
189,17,403.70
571,1,37.65
643,1,-26.63
643,1,17.90
612,2,14.61
643,1,20.88
635,19,139.75
643,1,23.57
643,2,31.51
608,2,46.51
594,5,33.30
281,10,153.31
640,4,33.36
280,3,1.95
643,1,3.47
643,1,21.17
643,1,38.12
643,1,6.73
643,3,13.73
643,1,24.13
643,3,24.75
603,10,184.06
643,3,16.36
643,1,27.25
643,3,23.71
643,1,12.13
643,1,2.03
643,1,4.10
643,1,11.96
529,26,164.10
507,1,29.50
396,6,53.23
631,17,51.92
643,3,8.81
643,1,14.77
642,1,6.91
642,2,4.17
642,1,4.99
305,11,104.09
642,1,38.50
642,3,27.03
529,3,5.46
642,1,7.08
641,1,34.48
642,1,20.26
642,1,15.83
267,12,63.84
642,1,39.07
642,2,27.15
642,1,35.17
642,1,3.92
642,2,22.87
642,2,11.47
642,2,15.43
268,9,68.47
642,1,0.82
642,3,15.38
642,1,-4.58
642,1,12.11
263,5,32.92
642,4,26.29
642,2,9.56
642,1,12.19
429,13,53.33
642,2,15.92
642,1,24.98
642,1,12.49
642,7,53.47
642,1,8.15
293,6,38.05
642,1,5.19
642,1,24.62
642,1,12.49
642,1,21.23
335,1,56.85
642,1,11.06
177,3,75.16
642,1,39.07
637,6,15.48
642,1,38.50
193,8,122.35
642,4,28.09
642,1,7.82
619,2,16.13
642,1,4.74
642,1,9.51
444,6,54.45
230,3,36.47
642,5,18.29
642,7,59.08
642,3,19.94
642,6,27.94
632,1,12.90
402,6,62.38
642,5,6.94
608,2,24.21
642,1,5.30
642,2,27.48
642,4,19.92
642,2,19.98
642,2,15.93
572,2,30.80
499,1,4.94
270,2,20.26
641,1,6.39
641,1,4.90
641,3,31.62
641,1,3.05
641,1,3.69
641,1,9.12
570,23,71.71
641,1,1.29
641,1,17.11
641,1,12.49
641,3,29.49
641,1,34.99
641,2,6.19
641,5,21.34
641,1,19.23
641,1,24.98
639,2,6.34
641,10,98.44
641,1,3.05
635,3,47.66
641,1,5.91
641,2,18.45
641,1,5.13
641,1,6.39
622,1,34.48
641,3,46.62
641,2,21.11
630,2,25.84
641,4,4.91
641,1,23.18
641,4,30.92
626,1,7.50
641,2,45.15
607,2,49.97
641,1,49.25
637,5,19.52
641,1,19.01
641,1,2.84
641,4,14.32
641,1,17.93
573,12,111.38
641,1,4.22
641,5,21.97
641,1,3.64
641,1,57.99
641,1,7.82
622,6,36.93
641,1,3.84
641,1,7.55
641,2,6.00
506,5,128.30
240,3,10.95
641,1,6.91
641,1,6.56
627,2,15.36
292,2,8.16
641,1,5.68
578,2,41.66
641,3,22.19
637,2,33.32
641,1,13.59
282,6,77.45
641,1,9.43
641,2,3.56
504,4,48.47
641,22,43.95
641,2,33.01
641,1,1.73
641,1,2.46
641,2,12.18
641,2,45.06
641,1,3.37
641,2,6.64
641,1,17.49
500,4,52.02
640,1,147.50
640,3,21.66
640,1,13.54
640,2,38.29
640,3,16.09
640,2,20.26
631,6,89.66
413,5,72.44
289,6,28.77
640,1,8.53
631,4,6.02
640,1,18.75
640,2,24.16
640,3,29.29
335,4,39.63
408,2,34.13
324,3,15.13
640,1,8.63
640,1,0.84
640,2,11.38
640,1,58.30
640,2,12.18
640,3,21.12
640,1,42.16
640,1,7.46
640,3,22.02
631,4,20.12
640,1,22.04
640,8,50.95
640,1,3.05
640,1,5.30
640,1,24.99
640,2,39.67
640,1,6.89
640,2,37.48
640,1,3.87
640,3,37.20
279,4,35.90
640,3,10.98
264,3,31.07
640,1,2.55
640,1,2.16
640,2,42.66
640,1,4.93
640,2,37.36
317,2,61.37
640,2,4.17
530,5,86.56
192,18,216.87
360,5,36.98
279,5,42.48
640,7,37.50
640,2,41.38
640,1,4.84
640,2,30.72
640,2,29.50
640,1,10.60
640,3,18.97
640,5,61.54
640,1,6.94
640,4,34.33
281,10,77.73
640,2,9.79
548,3,12.39
640,4,23.74
640,3,23.81
640,1,17.96
501,3,29.54
321,2,21.45
639,1,12.47
639,1,58.75
639,2,86.34
639,1,39.75
639,1,10.27
639,4,17.21
639,1,3.56
639,5,5.00
639,1,34.22
406,3,39.38
304,2,35.50
639,1,5.93
639,1,3.91
639,1,3.36
639,1,17.22
639,1,2.49
639,1,27.40
639,1,9.66
639,1,76.67
184,3,23.87
635,2,22.46
637,1,7.82
639,3,15.63
639,1,39.07
639,1,18.28
639,1,10.87
639,8,50.43
207,6,83.38
639,1,8.22
639,11,24.51
639,1,3.71
639,1,39.07
639,5,53.42
639,1,8.94
639,3,13.09
639,1,28.20
639,1,5.13
639,2,17.44
639,2,32.57
639,1,13.84
639,1,24.13
632,8,73.81
635,4,17.39
639,1,2.66
639,1,22.21
634,7,53.57
639,10,5.88
639,3,13.95
639,1,39.07
639,5,20.15
639,1,3.95
639,1,168.64
639,1,8.34
584,8,29.79
639,3,40.54
287,2,29.51
639,1,3.50
639,1,6.89
639,1,5.99
639,1,7.72
639,6,32.96
639,1,6.14
639,2,25.39
639,1,3.95
639,1,9.39
308,5,31.06
639,2,19.96
639,3,19.25
639,4,30.90
639,4,21.93
639,1,7.79
639,1,12.19
639,1,23.57
639,1,3.03
639,7,118.75
639,3,5.22
639,1,3.23
194,6,99.00
639,2,4.17
629,3,13.72
639,1,14.47
638,2,13.01
638,9,32.55
628,7,24.60
638,1,14.27
638,1,13.35
636,6,24.33
638,1,28.20
638,2,15.75
638,1,11.85
638,1,16.95
638,1,34.99
352,8,87.79
638,1,5.13
638,1,53.78
638,1,16.44
638,1,7.17
638,1,58.75
638,1,8.21
350,5,65.75
623,3,29.05
638,3,7.25
638,2,16.19
638,2,23.48
638,11,56.74
638,2,8.06
638,1,16.24
369,5,95.12
638,1,41.88
638,2,56.48
638,1,22.52
638,1,9.70
638,3,18.01
638,3,47.32
183,14,145.38
385,3,13.11
638,2,18.50
638,1,9.67
638,1,34.33
638,3,16.40
638,2,20.64
638,1,2.58
638,1,12.49
441,6,53.99
638,1,34.99
638,1,58.75
497,8,90.52
638,1,5.13
638,6,56.54
638,1,4.07
638,1,12.49
617,6,38.89
638,1,6.66
638,1,11.90
638,4,16.49
638,2,3.15
638,2,19.69
638,4,69.41
595,2,16.03
638,1,5.68
638,2,15.14
638,2,14.19
638,1,5.91
638,1,9.80
638,3,21.21
638,3,17.34
342,4,37.08
638,2,20.59
637,3,10.47
638,4,23.51
460,5,80.62
279,2,7.08
638,3,8.17
637,2,47.14
621,4,112.24
637,3,20.55
637,1,12.39
637,1,106.99
637,1,17.21
636,1,17.11
637,4,19.87
637,3,23.60
637,2,45.85
637,1,-7.67
637,1,46.52
637,1,19.23
637,2,18.50
525,10,57.24
634,4,81.33
637,1,6.23
637,4,13.56
637,1,14.16
509,4,20.58
624,8,24.20
637,1,12.49
405,28,168.92
623,9,136.66
637,2,27.48
637,1,8.06
632,2,15.04
637,1,2.03
637,1,27.29
637,2,13.32
345,18,203.19
637,4,18.32
327,5,72.37
382,2,22.26
637,1,10.39
637,1,5.83
364,5,43.85
637,2,9.16
637,1,13.13
637,1,10.39
451,5,68.05
637,1,4.76
545,3,22.16
189,21,308.42
637,1,9.99
228,21,60.61
637,4,34.78
637,1,3.31
637,1,16.63
637,3,8.43
637,1,7.17
637,1,3.97
637,2,14.59
637,3,92.10
637,4,12.30
637,1,4.49
637,1,12.49
632,1,15.19
637,1,19.28
454,5,38.43
637,2,49.75
637,3,12.68
637,1,22.47
637,1,27.61
637,1,13.74
637,2,7.95
637,1,5.42
637,1,9.97
637,2,15.16
190,1,12.42
637,2,26.55
637,1,12.39
636,3,62.94
635,2,20.13
621,4,19.98
562,2,20.83
636,4,37.84
636,1,14.98
636,1,17.90
636,2,16.21
495,2,28.28
632,2,12.78
636,1,8.06
611,4,48.38
636,4,55.93
562,7,78.61
356,8,30.43
636,1,17.45
636,2,22.88
636,4,55.78
636,6,16.15
613,4,80.07
636,1,21.61
636,1,14.17
636,1,17.29
636,1,24.98
636,2,35.92
636,1,5.49
636,1,0.90
636,1,8.07
454,9,29.07
636,3,5.26
556,4,60.00
531,4,87.23
633,6,23.23
279,1,43.87
636,1,13.59
636,1,4.98
636,6,55.39
636,1,17.11
636,1,33.97
298,2,30.62
602,2,15.59
636,1,17.64
636,1,17.49
636,2,34.34
636,2,8.63
472,2,38.71
623,3,41.45
457,5,34.79
636,1,46.52
636,1,2.21
636,1,8.96
636,3,20.70
636,1,9.80
450,4,66.08
633,1,19.23
636,2,16.14
636,1,6.27
636,2,11.31
635,18,148.33
308,18,128.63
636,1,34.48
636,3,17.28
636,1,24.94
635,1,11.43
332,80,646.41
582,1,16.65
475,10,77.33
443,2,84.10
635,3,36.09
635,1,2.23
635,4,6.74
469,3,83.27
635,1,8.52
635,1,6.64
635,1,1.40
591,5,60.03
635,1,11.08
384,20,203.21
635,1,9.81
635,2,3.52
635,2,21.43
181,2,17.73
631,2,42.72
635,1,4.98
635,1,8.29
630,2,8.64
422,7,71.78
635,4,10.54
635,2,14.51
634,1,5.93
635,2,6.35
363,1,7.09
635,9,51.39
500,2,51.12
635,1,13.06
624,4,13.66
635,1,25.28
635,1,13.93
635,1,22.47
635,2,74.44
268,4,51.23
635,1,4.44
635,1,7.38
266,2,35.26
635,1,38.12
635,1,26.74
635,1,14.17
633,2,35.35
505,5,42.78
635,2,12.43
635,1,4.07
635,2,29.98
635,1,22.47
635,1,19.61
635,1,3.32
372,11,155.29
499,8,59.08
571,6,44.74
635,3,11.58
635,1,14.87
635,1,7.43
635,1,7.56
635,1,1.63
635,7,31.94
628,1,16.63
635,1,20.66
635,1,0.16
635,1,4.76
635,1,20.66
635,1,4.07
635,1,20.19
635,2,13.02
635,1,2.69
635,2,73.32
278,3,50.76
426,4,27.18
635,1,24.99
635,3,20.91
635,1,9.25
288,20,41.81
635,1,7.46
630,10,41.02
327,5,31.66
634,1,5.83
634,1,26.74
597,17,102.91
244,8,117.55
634,2,11.08
634,1,5.30
616,4,10.14
634,1,19.99
634,2,23.06
634,1,4.99
627,2,14.28
634,1,12.39
634,4,43.47
630,3,25.06
634,3,15.32
634,4,15.29
634,2,9.70
634,1,13.33
633,6,49.33
634,1,17.11
634,1,8.53
634,1,8.97
624,10,46.02
634,1,19.99
217,1,25.06
634,1,11.23
608,2,17.06
634,1,2.84
634,1,17.11
634,1,21.99
634,1,6.66
634,1,27.61
634,1,3.32
634,2,3.51
634,1,4.07
190,16,198.85
634,1,3.54
634,6,21.16
634,1,16.27
316,3,11.09
634,2,20.89
323,5,68.07
634,1,2.16
634,1,13.19
634,2,14.52
634,2,29.76
631,3,33.01
633,4,48.93
634,1,16.66
634,1,34.04
629,2,7.40
633,2,25.37
633,3,31.29
633,2,10.24
633,1,2.63
633,1,8.32
633,2,42.63
633,4,41.52
633,2,19.54
633,1,32.25
633,5,45.74
633,2,11.62
473,2,20.09
632,1,17.49
365,7,36.44
633,2,31.44
633,1,21.65
234,2,62.86
633,2,12.61
500,1,9.16
227,10,82.85
632,1,17.32
633,1,4.58
633,1,36.66
633,1,3.84
633,1,4.99
633,1,22.12
633,2,23.37
633,1,11.76
628,5,23.61
633,1,16.01
633,1,8.96
633,3,31.55
633,1,16.97
633,3,11.06
633,1,77.67
633,4,19.71
633,2,5.11
633,1,14.90
624,2,8.74
344,18,74.30
506,6,110.86
530,5,26.23
633,2,19.45
632,2,16.50
633,3,6.25
633,1,55.98
633,1,46.52
633,3,20.26
630,1,46.52
633,1,14.39
633,1,6.39
633,2,12.84
632,3,49.33
174,8,69.44
633,1,12.54
633,1,6.40
628,2,20.79
633,1,7.49
626,1,8.43
633,1,7.49
633,1,6.00
633,1,9.25
633,2,9.71
633,1,24.13
633,1,12.49
172,6,55.41
633,3,58.66
633,1,13.72
633,3,23.14
427,3,38.59
499,4,53.48
633,4,22.15
632,3,29.16
623,8,66.61
632,1,7.49
628,4,38.05
632,2,9.98
632,1,1.06
632,2,11.05
632,2,18.31
632,5,23.12
632,4,100.57
632,1,8.18
257,2,24.36
632,1,25.28
632,1,22.49
528,1,31.36
632,1,9.13
632,1,25.28
632,2,3.28
554,6,23.17
630,4,33.53
618,4,35.03
378,12,98.97
632,3,21.66
425,7,28.91
632,2,12.19
573,6,39.00
238,41,580.11
632,1,12.49
632,3,78.72
632,1,14.97
629,4,92.13
632,3,8.36
632,1,6.69
632,3,29.62
632,1,3.89
632,3,12.82
632,2,26.64
295,11,150.30
632,1,6.10
632,2,25.53
632,2,31.36
632,1,17.22
632,3,16.89
527,4,23.94
632,3,61.97
632,1,32.76
632,1,13.74
632,2,10.08
632,2,30.28
632,1,7.49
632,1,46.52
632,1,14.31
590,3,47.36
632,3,36.94
632,2,13.41
632,3,19.19
632,1,10.39
631,2,17.66
566,2,43.64
632,2,30.92
287,14,71.98
382,4,60.87
632,2,14.77
632,3,6.01
632,1,13.19
632,2,5.77
632,1,6.03
632,1,6.29
632,1,4.75
632,3,29.21
626,3,39.32
631,1,9.97
631,3,21.08
557,6,103.21
631,1,7.46
605,2,12.53
629,1,18.82
631,4,29.42
631,1,9.23
631,3,33.40
631,14,68.54
631,2,17.11
631,1,3.23
631,6,14.76
603,3,45.58
631,1,15.16
631,1,15.84
418,7,46.60
629,3,38.10
631,1,1.25
631,2,3.04
501,3,44.37
631,5,25.30
631,1,12.39
631,1,7.67
631,2,14.89
631,1,10.28
344,13,49.25
631,1,21.31
631,1,4.50
631,1,82.60
631,1,9.57
309,8,46.23
295,13,194.59
631,1,25.73
631,1,17.94
631,1,21.66
631,1,3.14
231,2,27.80
629,3,13.73
631,1,12.90
525,2,109.76
631,1,2.69
628,4,80.61
631,1,1.40
623,2,14.77
631,1,12.90
631,2,48.90
631,2,32.36
357,14,75.74
631,1,2.49
631,1,23.18
631,3,12.99
617,3,25.77
630,1,5.13
631,1,7.46
602,2,5.90
375,53,337.10
631,2,16.02
211,14,116.49
631,1,19.23
631,1,-1.67
631,1,37.33
631,3,3.60
630,2,17.23
631,1,3.49
416,5,49.46
625,3,11.63
631,2,6.01
550,19,253.08
631,1,13.06
631,1,3.47
189,6,37.13
231,6,47.13
630,1,3.56
627,4,21.15
519,4,52.67
268,2,20.21
630,1,12.90
630,1,11.41
630,1,2.88
199,5,42.73
630,2,4.98
630,1,10.32
627,2,13.02
225,4,60.46
630,3,30.33
429,4,33.42
630,1,11.69
630,1,17.33
630,3,3.36
272,8,63.06
611,1,26.24
292,2,28.76
630,1,5.70
562,5,40.89
630,1,1.88
272,13,96.04
630,2,28.78
303,10,56.36
559,6,35.31
598,1,33.00
630,1,10.39
630,1,16.16
630,1,6.74
630,1,5.70
630,3,11.20
630,4,46.71
630,1,7.46
624,4,57.87
630,1,12.44
630,2,65.52
630,3,8.92
630,1,33.97
630,8,26.62
630,2,6.27
630,1,19.33
630,1,11.30
630,1,8.96
630,2,23.81
627,3,21.49
600,9,51.99
630,1,13.19
630,1,17.48
630,1,24.97
629,1,3.33
596,3,42.50
630,1,34.99
630,25,114.69
176,4,44.42
630,3,31.67
630,2,14.83
624,11,111.58
630,1,36.66
628,2,9.78
630,1,7.24
630,2,29.98
450,1,11.24
630,1,8.07
629,4,58.07
630,1,10.65
617,1,20.98
628,1,1.94
630,2,15.88
629,1,4.99
630,2,15.88
610,6,130.05
404,3,35.41
629,2,25.35
629,1,4.99
629,1,4.47
629,1,3.87
524,3,59.26
629,1,10.49
628,3,26.78
629,13,16.82
629,1,24.45
629,2,9.60
629,1,55.21
629,5,51.38
629,1,12.49
629,2,9.09
629,1,12.03
629,2,7.38
629,1,5.30
629,1,13.33
629,1,10.24
629,1,19.23
629,1,9.80
629,3,16.43
629,2,12.30
329,5,40.07
629,1,7.38
629,1,3.67
629,4,25.84
613,3,50.34
629,1,2.16
629,4,35.14
629,1,17.96
629,1,6.73
629,1,6.16
629,4,15.32
629,4,25.17
629,1,21.84
366,2,29.46
629,1,57.99
628,2,8.96
574,2,48.69
343,4,85.09
465,1,2.78
629,3,16.37
629,1,9.88
629,1,8.15
629,3,17.46
628,3,31.48
629,2,5.72
629,1,8.52
629,1,17.33
629,6,33.99
629,2,12.78
365,14,139.78
629,1,306.00
629,1,21.40
488,13,255.24
629,9,36.02
629,1,6.94
629,1,6.66
629,1,6.89
252,9,52.56
629,1,13.13
629,1,17.33
629,1,19.23
337,2,32.61
367,5,44.55
495,5,25.51
629,3,5.59
629,4,117.00
629,5,70.87
629,2,5.79
621,2,26.39
374,53,224.78
248,3,88.61
286,3,59.17
628,1,13.03
628,1,11.16
627,4,23.31
628,1,11.05
628,1,11.08
628,1,17.96
628,2,9.94
454,1,-4.21
628,2,5.11
209,3,62.39
628,1,6.66
512,1,9.39
320,8,77.86
458,23,371.42
628,2,20.82
628,1,9.80
628,1,17.33
628,1,1.95
628,1,10.68
339,2,17.29
628,1,5.68
628,1,21.99
170,2,40.21
628,1,6.68
506,3,44.02
628,1,7.30
390,2,16.48
548,7,65.67
628,2,14.53
197,10,73.99
628,2,29.35
628,1,8.77
628,4,53.67
628,1,4.70
628,1,5.42
199,4,101.96
628,5,42.91
618,3,26.72
569,8,175.90
628,1,5.30
583,5,38.99
361,17,144.77
626,4,32.79
244,12,108.22
501,4,69.80
628,2,3.23
490,11,48.08
293,14,64.69
628,2,20.63
627,1,13.13
628,1,19.33
628,1,24.98
628,3,53.54
628,1,26.47
628,5,20.16
610,7,110.45
363,5,67.48
628,1,6.66
628,1,6.10
628,3,8.59
628,2,12.11
628,2,2.26
616,4,27.70
628,4,24.51
628,2,9.62
446,8,41.48
552,4,17.46
628,1,5.83
623,1,6.13
626,2,14.75
627,1,5.15
627,1,16.99
627,3,22.94
536,4,61.37
270,15,275.21
627,1,5.91
627,4,21.68
266,9,102.05
627,2,8.53
627,1,8.97
627,1,4.82
627,1,4.33
529,10,91.08
627,1,9.17
627,1,22.52
282,19,142.58
627,1,32.25
627,1,7.49
627,6,8.56
627,1,9.39
627,2,34.50
437,7,75.79
627,2,49.28
627,3,21.20
627,1,24.62
627,4,63.69
627,1,16.67
627,3,11.11
627,1,8.97
627,1,34.48
627,1,2.03
627,5,22.61
627,1,19.60
627,1,14.55
627,7,35.80
627,1,22.49
613,6,36.53
627,1,6.94
627,1,28.82
627,1,11.96
627,2,10.32
627,1,1.94
627,3,13.98
627,4,11.71
627,2,23.08
627,1,2.96
627,1,24.13
358,1,5.75
627,1,8.88
617,3,25.17
627,1,19.23
627,7,20.17
626,3,6.16
627,1,11.30
627,2,42.36
627,1,1.86
626,1,22.49
626,2,55.79
626,1,17.56
626,2,19.95
555,2,28.93
626,1,10.18
625,2,20.03
223,21,183.49
193,12,90.44
626,1,9.88
