recency,frequency,monetary,variety
1022,7,135.55,7
644,28,246.46,24
1462,39,583.46,29
2292,9,158.78,8
435,1,15.99,1
692,7,81.24,6
2639,26,471.09,15
2095,4,40.84,4
2816,4,47.09,4
2388,5,79.85,5
507,15,224.43,14
2456,9,201.99,6
1187,8,57.65,8
1159,7,78.88,6
2578,1,8.31,1
2285,4,100.73,4
669,8,268.30,7
341,24,709.72,13
576,2,27.53,2
296,38,510.16,37
1553,35,260.42,29
656,4,41.94,4
284,77,575.26,53
1988,4,131.51,3
290,62,1122.60,46
664,3,88.95,3
204,280,3576.13,170
1568,9,34.09,8
1019,4,25.15,4
800,21,191.53,21
213,6,86.20,6
2082,3,44.22,3
899,12,78.93,11
258,5,58.35,4
506,2,49.09,2
985,21,292.77,20
1868,1,11.44,1
2857,1,48.38,1
2608,5,59.89,5
174,1,7.79,1
874,15,171.14,15
2835,3,71.63,3
2206,2,18.31,2
2769,2,42.39,2
2549,7,91.77,7
2380,6,128.01,6
938,4,45.45,4
1175,3,20.98,3
2538,1,34.97,1
1079,3,32.27,3
2275,5,59.01,5
1381,3,37.25,3
1988,2,25.21,2
362,7,25.59,6
2738,3,36.59,3
1204,1,36.75,1
327,46,519.41,41
2719,1,13.97,1
1632,4,44.02,3
1241,34,588.50,29
2135,1,16.66,1
2928,3,77.83,3
1757,10,51.05,9
2029,2,66.50,1
814,58,977.45,51
1673,15,298.33,11
311,8,136.02,7
987,10,73.02,9
499,10,387.56,10
534,18,511.52,16
214,11,133.37,10
2446,13,146.36,13
2239,1,20.83,1
1170,14,120.24,14
974,64,620.77,58
2800,1,24.88,1
958,10,113.17,10
2671,5,53.19,5
2641,2,59.55,1
1969,2,19.13,2
1027,10,196.86,10
966,25,1224.14,21
826,2,2.19,2
1084,42,259.05,37
824,3,39.36,3
995,31,654.91,29
814,1,15.33,1
2385,1,52.46,1
1495,13,146.63,10
2785,10,269.54,9
366,44,400.81,36
2395,11,180.43,11
2315,2,97.31,2
942,17,185.03,14
1745,2,42.48,2
662,74,1153.63,62
1291,3,70.65,2
1743,1,6.88,1
237,24,142.33,18
222,3,18.97,3
1127,8,62.82,6
663,50,617.38,42
2725,2,73.30,2
1188,4,68.09,4
1730,64,1361.75,57
876,21,199.60,20
2936,3,60.45,3
1564,16,240.21,12
2102,2,42.07,2
1418,8,222.58,8
2543,3,36.84,3
390,128,996.96,94
504,3,95.79,2
2508,12,204.52,10
2831,2,51.61,2
592,8,29.72,7
2026,7,79.01,7
988,19,139.04,16
2246,17,171.12,17
2901,1,16.63,1
1397,1,8.68,1
172,35,481.33,20
658,20,180.18,18
2746,2,61.42,2
213,148,1985.52,88
1537,10,217.42,10
870,5,103.49,5
577,69,1007.66,61
1189,23,148.10,17
872,3,34.21,3
1755,76,895.22,60
172,41,358.06,41
987,10,72.28,5
2589,1,49.99,1
416,7,107.57,7
440,1,24.80,1
1807,8,90.91,8
764,1,67.77,1
1597,30,286.87,25
1893,15,237.23,13
2725,17,275.95,17
2372,7,166.30,7
2771,9,182.78,8
434,2,17.20,2
1558,5,92.56,5
1621,5,77.80,5
935,4,21.48,4
2816,4,28.53,4
2104,11,245.23,11
532,3,90.84,3
316,136,1514.72,94
763,14,309.97,10
322,36,360.63,32
238,1,9.30,1
2655,1,51.67,1
1233,13,104.90,7
1294,2,31.59,2
1354,24,513.71,23
1658,5,72.53,4
1821,8,22.42,8
2248,7,475.95,6
1776,6,74.44,4
280,20,513.13,18
1318,1,3.99,1
1888,9,228.19,8
872,7,36.04,7
352,118,2041.17,96
568,31,236.22,24
1672,3,51.90,3
2088,3,25.68,3
923,3,92.69,2
659,3,152.63,3
2746,2,63.06,2
1591,20,290.82,20
938,4,33.21,4
2586,2,35.19,2
1776,9,222.09,7
1454,14,200.92,12
346,9,160.14,9
2439,7,211.42,7
2582,2,17.59,2
211,93,1583.39,67
942,1,3.48,1
1732,21,303.89,18
622,6,66.72,6
1192,10,58.27,7
1594,4,66.19,3
219,13,106.99,12
2712,6,98.55,5
1505,23,319.64,14
478,46,518.20,44
832,10,85.65,10
2750,3,119.46,3
1168,16,197.60,15
2563,2,36.64,2
1232,3,14.69,3
2567,7,36.61,7
1178,1,8.24,1
1566,5,225.65,5
2387,1,44.96,1
240,101,956.39,69
2185,5,44.91,5
2662,4,54.23,4
1187,6,70.76,4
241,35,451.32,34
2857,9,280.14,7
1437,5,37.83,5
2914,1,29.96,1
2428,3,33.59,3
2509,1,11.66,1
2025,19,274.55,13
634,28,391.68,28
688,20,171.53,20
2644,8,131.61,6
1119,5,52.16,5
2499,3,42.65,2
817,1,62.26,1
1624,1,8.97,1
2823,2,24.73,2
709,43,250.41,39
2078,1,37.56,1
784,22,239.57,19
924,17,858.19,14
2444,2,11.42,2
944,3,28.39,3
784,109,1027.55,72
1352,3,350.84,2
2544,4,43.75,4
309,23,138.43,18
2565,29,628.43,28
629,2,32.47,2
2116,14,133.41,5
1756,7,239.89,7
1661,1,34.10,1
1844,1,11.09,1
933,21,312.68,15
821,27,110.57,25
280,47,1012.14,40
326,363,3631.64,248
1550,12,92.81,12
839,4,41.94,4
991,80,823.67,73
2518,5,119.25,5
2246,8,83.96,4
2756,2,14.75,2
527,25,182.11,23
2125,25,199.70,22
2722,5,72.05,5
953,7,57.58,6
1726,9,4984.74,6
283,24,179.21,21
2126,7,39.17,7
1715,1,46.26,1
268,22,189.39,14
1020,4,10.46,4
217,94,1501.05,74
413,15,254.35,13
1177,49,801.90,39
501,68,494.70,60
1931,1,36.92,1
2489,1,10.38,1
1497,19,255.64,16
1257,53,1405.36,44
2463,5,57.86,5
2140,3,41.19,3
1921,2,11.69,2
2376,4,181.33,4
2466,4,82.73,4
2393,5,112.39,5
2783,3,43.96,3
1312,11,92.12,11
2236,2,44.41,2
2477,4,29.29,3
228,36,920.22,26
1776,7,341.64,6
204,7,144.07,7
675,3,13.91,3
875,7,141.08,7
2711,1,8.31,1
2729,6,94.53,6
1078,28,429.31,27
2083,1,7.46,1
568,28,630.96,25
2124,18,193.61,17
931,7,66.18,7
568,2,61.88,2
1747,12,129.84,12
951,18,288.14,15
2489,3,62.87,3
245,5,30.63,2
1020,1,23.74,1
1585,1,6.71,1
447,190,1783.19,148
1838,11,79.10,11
2905,1,22.96,1
1804,16,170.43,16
2652,8,92.79,8
1761,5,210.70,4
1891,8,110.44,7
1676,3,48.23,2
1540,11,125.84,9
354,5,25.83,5
2686,1,33.29,1
2568,2,47.22,2
903,9,103.56,7
2777,14,107.42,13
858,5,40.18,5
1146,12,90.70,9
1492,6,49.00,6
518,46,524.82,39
1887,1,42.30,1
590,2,41.60,1
2106,3,192.68,3
416,6,225.87,6
2018,1,41.92,1
2219,7,113.03,7
1631,1,14.99,1
1027,12,281.51,12
1560,26,427.11,25
1582,1,19.93,1
2891,1,62.50,1
2631,10,83.83,9
888,1,14.33,1
2616,8,217.67,8
1161,1,6.28,1
1686,5,46.49,4
302,46,361.23,28
2728,4,68.69,4
2585,14,89.44,11
2444,3,76.08,3
2571,6,64.11,5
1556,5,28.27,5
2395,6,63.59,5
226,5,98.89,5
2903,1,81.67,1
924,2,26.94,2
2293,15,527.60,13
479,47,611.42,42
1552,1,13.28,1
2863,1,41.58,1
1452,6,27.15,6
860,1,5.78,1
1495,6,113.03,4
2148,5,148.78,5
1918,8,33.77,8
867,4,30.74,4
2508,8,75.47,7
2329,2,78.28,2
2653,8,131.97,5
1105,57,639.79,53
1906,5,27.73,5
210,60,628.25,55
2407,23,428.95,19
1642,11,132.93,11
2928,16,370.59,16
2726,8,50.43,8
954,18,118.76,18
1201,5,38.36,5
2690,1,12.46,1
1966,12,316.70,11
1967,4,106.46,4
515,9,165.31,9
2668,2,22.86,2
2029,1,41.63,1
1235,1,35.18,1
1252,1,16.88,1
2092,42,763.64,38
175,10,163.36,10
598,12,206.48,12
2931,4,130.90,4
647,1,34.31,1
548,2,33.94,1
1597,3,17.99,3
503,17,201.32,17
1835,5,42.95,4
2845,4,83.11,4
2314,10,111.53,10
2836,3,41.29,3
459,14,177.75,11
2655,5,81.54,5
2851,2,45.32,2
197,12,89.01,12
195,101,1010.21,74
184,36,524.16,27
577,44,513.66,43
2184,3,115.04,3
1717,5,56.04,5
2290,13,223.69,11
822,15,219.97,13
1760,3,26.16,3
2109,38,757.45,28
2496,6,150.37,6
1724,2,67.22,2
1785,12,144.42,12
584,8,351.60,7
2572,6,83.54,6
2731,8,461.07,8
2371,3,115.47,3
723,16,489.14,16
227,5,17.28,5
438,4,80.22,3
2855,7,41.03,4
1381,19,241.57,19
493,8,96.07,6
2720,1,74.07,1
2794,3,44.17,3
2826,8,91.54,7
2328,6,60.72,6
706,8,79.42,7
497,304,5686.39,180
598,1,8.97,1
307,19,190.28,19
1593,4,35.65,4
434,1,11.31,1
480,180,1980.06,126
2833,6,219.67,6
1502,1,21.83,1
1987,3,60.77,3
1679,2,34.37,2
2490,9,122.61,9
1249,2,26.30,2
2124,50,1050.77,34
1315,13,228.72,13
1756,1,12.93,1
988,46,364.27,37
2602,3,50.39,3
2817,3,41.68,3
2451,6,148.55,6
1460,4,55.48,4
1537,3,31.92,3
1297,29,333.78,25
1553,3,9.06,3
1364,12,202.38,11
1111,9,74.37,9
2335,1,17.21,1
904,5,35.57,5
2524,9,125.31,8
742,1,15.81,1
1835,13,207.99,13
1902,23,431.74,20
697,6,61.10,6
2499,3,64.05,3
1970,3,64.13,3
744,10,36.77,10
933,3,19.59,3
1406,9,62.11,9
496,19,311.74,17
2249,21,433.01,17
407,3,61.89,3
1076,4,44.14,4
1309,2,6.61,2
2718,4,91.41,4
2921,1,108.29,1
306,17,294.75,16
2736,13,121.71,13
1310,2,9.55,2
2654,2,28.47,2
1624,4,87.74,4
2809,2,42.99,2
291,16,151.55,14
1751,6,27.46,6
1168,1,12.81,1
1240,44,724.50,36
2293,16,181.29,14
2809,1,23.73,1
1637,4,36.29,4
819,2,13.00,2
2729,1,44.93,1
2022,7,99.10,7
476,34,431.04,26
2590,2,42.20,2
1622,11,257.14,8
1180,9,270.37,7
410,62,773.89,50
295,3,64.69,3
1923,4,46.74,2
2936,3,116.69,3
641,30,299.17,21
966,5,55.55,5
2081,2,49.98,2
375,14,202.74,13
198,8,158.10,7
2849,2,46.17,2
2934,6,48.79,6
721,32,456.12,28
1434,3,26.82,3
831,34,305.77,34
1604,7,113.82,7
399,38,488.60,30
2745,7,115.48,6
2363,6,101.54,6
1163,2,22.92,2
508,37,661.62,29
1624,4,87.42,3
617,3,25.98,3
1262,3,43.00,3
189,22,259.92,17
1558,10,63.40,8
524,9,100.82,9
172,169,1549.76,111
2468,23,296.67,16
1348,7,71.62,7
1148,15,168.52,13
1922,3,16.06,3
2550,12,149.82,12
1969,4,232.09,4
1556,17,109.57,13
2332,5,194.66,5
481,17,134.15,14
468,3,29.51,3
281,3,20.03,2
2574,1,23.96,1
2508,12,150.56,12
544,78,917.00,71
2122,5,168.11,5
2826,2,55.75,2
1982,3,43.62,3
970,1,22.97,1
453,26,290.84,24
2029,4,41.30,4
1607,21,258.23,19
2672,1,32.18,1
2842,1,14.08,1
1239,6,161.97,6
467,19,91.65,19
1563,31,370.97,24
2926,2,47.50,2
2722,1,36.37,1
461,1,16.94,1
834,1,17.00,1
2620,3,80.30,3
687,22,312.16,21
1015,2,47.07,2
2555,7,107.82,7
1232,5,125.33,4
568,6,111.16,6
2472,1,14.92,1
204,14,81.74,14
1172,20,130.78,18
2218,1,22.46,1
983,4,7.74,3
735,79,1002.00,63
931,1,13.98,1
336,6,126.48,3
1672,44,222.11,37
1657,38,606.72,34
655,3,49.05,3
770,11,188.29,11
2481,5,133.65,5
2119,3,73.25,3
734,40,933.10,34
1019,23,375.19,20
1617,21,181.59,13
1110,4,64.72,4
2277,12,227.99,10
2688,1,20.17,1
1607,9,40.74,9
1192,6,222.55,6
1991,6,109.83,6
788,4,52.88,4
1534,1,16.08,1
1565,1,6.66,1
2863,11,128.87,8
2571,1,10.42,1
2921,3,95.00,3
2830,4,86.96,4
1604,8,71.45,8
2232,2,71.54,2
2117,9,210.90,7
1966,1,29.55,1
1968,5,61.39,5
1922,11,180.16,8
1175,1,13.72,1
1537,3,31.01,3
2292,5,207.59,3
456,19,197.79,18
719,3,39.76,3
1664,18,150.15,12
1709,4,47.97,3
1625,2,48.05,2
2591,1,15.83,1
442,28,641.81,23
2334,9,211.41,8
2938,1,56.63,1
168,27,289.79,21
655,117,1697.97,104
1251,4,121.25,3
2121,4,69.94,4
195,1,22.70,1
2260,4,108.45,4
206,22,390.72,20
1402,1,15.07,1
270,5,110.75,5
230,6,41.84,4
2792,5,216.76,5
1800,3,37.52,3
314,184,2098.56,128
331,2,19.05,2
1177,5,28.62,5
777,1,7.05,1
292,9,83.48,8
911,28,380.96,25
2548,2,23.24,1
2748,2,48.15,2
210,185,4673.73,104
1871,2,19.52,2
753,9,98.07,8
1680,3,40.10,3
272,80,795.42,46
1769,3,49.91,3
933,9,128.87,7
2884,1,43.69,1
2847,3,182.88,3
731,5,31.27,4
872,1,13.33,1
964,4,53.46,4
526,5,103.35,5
2220,17,304.38,11
2931,1,17.35,1
2190,1,70.76,1
2199,3,54.00,3
2123,1,11.69,1
1868,9,158.44,9
1607,15,99.42,12
935,3,68.04,3
1155,17,253.89,16
294,8,222.14,7
326,9,106.51,8
1481,1,8.17,1
2575,2,15.91,2
900,2,29.59,2
1328,128,1243.50,78
2172,1,66.66,1
2837,7,75.48,7
630,2,12.29,2
2764,2,32.33,2
2207,6,40.81,6
2598,4,102.75,4
2382,1,45.00,1
501,1,11.19,1
2641,1,20.81,1
578,1,9.50,1
2585,6,35.04,6
1806,7,95.45,7
1505,23,314.23,21
935,20,202.88,14
1483,13,108.85,12
1904,15,215.23,14
1834,9,109.49,6
2940,2,52.63,2
2808,1,16.46,1
1969,16,147.97,13
2309,2,20.96,2
2935,1,63.68,1
2923,5,50.41,5
1651,18,313.86,13
1337,2,34.38,2
917,36,261.82,26
696,61,1095.42,44
1724,17,192.94,17
2571,5,125.63,5
2921,3,53.61,3
2292,6,72.47,5
2358,13,106.92,12
359,21,309.55,19
1797,16,444.71,12
1626,23,257.26,22
2172,3,43.28,3
1885,3,22.76,3
2292,7,94.45,7
1425,1,22.39,1
387,49,436.33,49
1453,16,80.25,13
2740,4,78.04,4
374,5,107.96,5
2855,4,32.22,4
2559,2,10.29,2
2215,3,53.18,3
2412,1,17.21,1
303,5,22.75,5
2545,6,88.90,6
1102,17,110.68,13
2343,1,44.96,1
368,3,16.64,3
1016,3,53.67,3
2431,1,24.99,1
772,4,17.77,2
2895,1,44.99,1
2595,12,176.75,12
932,3,44.48,3
506,5,135.85,5
1666,3,83.07,3
927,5,80.32,4
2276,1,69.17,1
308,38,373.65,35
2778,3,81.56,3
699,5,158.72,4
2292,30,346.09,28
2297,3,79.38,3
821,5,59.30,4
356,1,9.57,1
1351,3,11.85,3
1593,26,507.34,22
409,3,62.29,3
1379,8,131.56,8
343,26,564.73,24
1748,5,23.06,5
2156,3,170.85,2
2928,1,79.12,1
1459,3,54.67,3
747,6,41.68,6
2412,20,517.22,17
450,32,348.04,26
1611,2,80.49,2
2896,1,96.74,1
825,15,219.31,15
2935,5,192.59,5
1549,8,33.82,8
2293,1,33.32,1
472,21,103.02,20
810,1,17.38,1
1022,9,95.49,8
2114,3,97.39,3
796,14,218.15,14
2189,4,58.63,4
2339,5,48.06,4
422,14,277.13,12
2766,1,59.96,1
655,1,11.99,1
2189,25,412.08,21
713,1,23.33,1
1897,1,12.50,1
233,15,247.27,13
261,2,30.46,2
554,16,135.47,16
275,35,309.90,31
1471,15,263.51,13
2804,16,125.60,16
2710,2,164.31,2
2115,2,38.00,2
1795,2,177.32,2
1986,3,92.95,2
2364,6,302.25,6
2380,2,41.94,2
2170,3,23.51,2
1124,8,112.25,8
1632,2,28.59,2
1933,13,171.49,13
572,41,288.22,32
507,2,5.39,2
2254,3,25.50,3
1633,12,150.25,11
507,28,238.52,25
1994,10,163.07,9
194,32,359.62,32
1745,5,39.11,5
2498,2,50.94,2
875,24,306.19,22
1984,2,43.21,2
1020,5,16.96,5
1314,9,88.22,9
2437,6,58.08,4
2678,9,143.22,9
1162,5,33.46,5
1578,8,79.89,7
2642,2,44.84,1
2643,4,75.08,4
2648,1,29.98,1
720,37,368.36,20
351,8,188.52,8
1115,39,517.18,33
1500,1,2.99,1
2376,4,199.25,4
1294,9,92.01,9
2719,1,75.77,1
1558,10,136.57,10
525,9,146.02,9
757,5,23.55,5
1083,2,32.84,2
2759,6,45.61,5
424,9,106.10,9
2113,10,104.31,9
2448,2,24.67,2
248,21,171.15,20
2886,2,118.88,2
2937,2,35.47,2
2544,5,113.19,5
2419,2,141.60,2
2453,5,95.90,3
1321,3,23.03,2
1568,3,46.62,3
2383,3,35.82,1
2681,1,81.67,1
2873,1,11.58,1
1892,55,322.92,33
1036,20,292.01,20
2770,5,66.60,3
2225,1,66.66,1
1852,5,97.96,4
1951,32,486.72,31
2602,2,61.32,1
2731,3,35.10,3
1692,2,8.49,2
2051,2,43.42,2
366,51,393.56,36
1559,6,37.23,6
1809,6,87.87,6
1463,6,83.67,5
2349,22,330.68,20
2626,4,77.58,4
2451,12,181.54,11
2312,4,85.48,4
2641,3,117.32,3
2501,2,29.89,2
290,106,1187.63,96
2893,3,49.79,3
2451,4,59.81,3
2574,16,276.17,15
2086,11,296.40,10
2624,2,49.14,2
206,32,490.49,29
230,7,160.09,7
429,22,418.31,22
2580,7,169.98,7
1234,2,16.00,2
1722,1,3.56,1
2813,3,33.18,3
1729,1,12.33,1
2065,2,27.12,2
453,99,1335.66,85
1490,8,93.84,8
2386,11,111.94,11
1607,1,59.50,1
1717,4,90.54,3
288,17,375.08,13
1675,3,22.64,2
895,3,24.47,3
444,1,20.90,1
2606,3,74.76,3
914,2,24.13,2
1425,5,26.87,4
2879,4,92.24,4
351,2,21.80,2
381,30,363.27,22
2441,2,72.47,2
1606,11,193.37,11
1606,54,475.27,41
618,17,442.60,12
215,2,39.04,2
1194,17,216.91,17
1447,11,240.45,11
2230,5,99.17,4
2320,10,100.27,9
2694,16,179.08,15
353,47,396.86,38
2596,3,44.48,3
2690,4,29.60,4
372,13,38.30,13
607,1,10.08,1
1607,63,423.18,49
287,190,3074.59,128
1555,3,49.47,2
2763,5,299.60,1
2551,7,179.53,5
434,31,315.83,29
2724,10,183.50,9
2891,1,4.96,1
1159,7,44.77,7
2641,3,51.13,3
2857,3,47.48,3
2720,3,27.25,3
2716,4,138.22,4
2245,1,99.98,1
2194,1,22.24,1
2331,2,110.17,2
1880,53,781.56,45
1761,4,60.53,4
2481,4,121.86,4
1346,31,314.12,31
1391,7,51.60,7
2142,2,29.85,1
1514,4,55.68,4
2694,3,69.04,3
1623,38,502.75,25
1971,1,42.67,1
1547,24,975.74,14
1199,2,220.41,2
2276,2,51.00,2
2086,3,93.86,1
889,14,195.86,14
2307,23,334.53,20
606,1,8.96,1
807,94,1233.02,61
2844,5,42.41,4
2125,5,124.66,5
514,18,200.52,14
1483,1,28.63,1
2939,4,42.76,4
796,9,276.73,9
2020,24,266.65,22
2453,2,65.49,2
658,5,32.46,5
1382,4,19.62,4
309,2,2.15,2
1873,5,115.64,5
2758,4,52.90,4
2525,9,108.46,9
2409,2,26.25,2
2695,7,84.75,7
953,42,364.70,37
239,26,167.41,23
2586,5,74.00,5
2820,2,106.13,2
2649,4,32.40,2
2689,13,293.38,11
1935,12,202.10,11
2458,2,46.61,2
501,6,41.81,6
1924,5,52.13,4
1652,36,520.50,32
2326,4,243.53,4
1160,1,36.66,1
2482,3,202.01,3
252,28,292.59,26
2717,4,72.49,4
1666,13,304.60,9
1695,2,10.56,2
2720,5,21.89,5
1813,1,58.64,1
625,4,24.93,4
1175,18,157.70,18
2080,21,260.39,15
881,11,531.10,7
2499,8,616.84,7
811,3,24.71,3
2619,2,123.70,2
1415,48,575.67,40
512,6,252.27,6
2936,1,63.91,1
2497,26,277.08,21
1807,16,303.59,13
2854,1,92.01,1
1910,22,317.95,17
2779,6,95.88,6
2732,2,187.00,2
1387,25,274.26,17
1383,5,175.36,4
2034,2,79.94,1
192,188,1296.03,124
1113,8,182.75,8
1823,11,161.79,10
1379,1,37.73,1
1220,3,22.48,3
860,69,602.21,51
442,30,487.16,25
2938,2,24.63,2
2049,2,60.38,2
1607,12,71.43,12
201,24,508.67,14
1399,4,99.33,4
555,55,800.95,45
676,7,72.23,7
172,2,46.55,2
2469,7,217.96,6
1099,15,91.78,14
1547,3,21.02,3
2718,2,145.83,2
2087,3,160.87,3
1049,4,87.09,4
518,1,36.88,1
2919,3,11.55,2
235,76,927.51,70
1800,1,7.81,1
1660,70,695.06,63
532,23,352.31,22
203,15,195.18,14
571,31,325.10,29
964,8,48.97,6
1817,2,42.98,2
2513,7,120.91,7
242,72,1352.61,41
1328,3,17.54,3
2123,6,154.47,6
1915,21,344.28,19
1475,5,36.33,5
2658,1,24.49,1
678,58,776.78,53
513,24,190.52,23
1186,8,28.64,6
438,9,92.94,8
391,2,39.75,2
2085,2,38.08,1
456,8,190.47,8
2404,2,53.28,2
1852,7,349.12,6
1960,1,15.30,1
553,1382,9065.36,466
2745,3,52.29,3
569,12,204.06,11
1080,27,422.07,25
1924,1,9.00,1
832,5,111.23,5
187,1,10.22,1
2905,2,27.84,1
650,34,378.44,27
1528,12,153.25,12
2927,18,291.76,17
319,12,101.38,10
472,5,116.00,5
2326,3,76.22,3
216,10,93.02,9
2491,1,31.23,1
874,22,114.81,16
930,2,289.33,2
967,3,37.80,3
2781,10,65.22,10
1419,3,31.94,3
870,4,38.45,3
2831,7,128.34,6
444,19,115.97,15
2291,20,541.91,18
1584,38,434.67,37
1150,1,14.99,1
821,81,613.64,72
2014,1,71.17,1
2399,4,85.10,4
2860,2,55.33,2
1128,5,63.65,5
652,25,161.78,24
2371,8,148.19,7
204,34,763.43,31
2938,3,76.08,3
2645,5,87.10,5
1633,11,105.86,7
1070,1,23.12,1
2914,6,80.79,6
511,22,192.01,18
2892,6,128.71,6
825,49,493.42,44
2493,1,24.63,1
935,11,163.89,11
516,151,1386.36,125
514,1,11.99,1
2900,4,49.28,4
2692,4,36.02,4
2750,2,24.87,2
2287,9,108.42,9
2639,9,103.44,9
2829,1,20.83,1
274,9,281.61,6
757,1,4.89,1
1549,2,19.31,2
2567,9,143.28,9
622,3,8.77,3
1553,1,10.95,1
2218,4,54.70,3
357,87,651.84,68
629,1,4.49,1
228,43,578.01,32
2736,1,21.81,1
2757,3,43.83,3
2531,2,14.63,2
441,71,685.32,70
955,5,86.63,2
2383,17,468.91,15
2519,1,16.66,1
2830,7,88.67,6
2324,10,115.23,8
2233,1,15.30,1
892,1,23.31,1
306,31,265.06,27
2403,16,148.93,14
370,44,239.28,37
2849,3,61.07,3
1139,20,223.09,17
498,23,208.71,21
2197,9,71.33,9
2201,2,119.92,2
2410,12,146.72,12
2303,2,66.19,2
1182,10,36.59,9
762,16,204.49,16
583,2,80.15,1
923,7,304.62,5
1629,8,28.87,8
2533,1,9.98,1
1471,4,51.11,4
631,13,179.42,10
1560,13,177.46,8
2495,13,436.01,12
2327,10,243.12,10
1346,1,7.00,1
466,5,71.25,5
2424,1,33.32,1
2551,6,75.23,5
2781,7,226.66,7
2398,2,30.68,2
897,2,142.93,1
2895,1,10.79,1
228,18,201.33,17
395,25,450.01,24
698,1,12.59,1
2648,1,49.99,1
2369,13,113.39,11
2160,36,374.03,29
2687,10,126.86,10
392,5,48.14,5
543,11,373.62,9
2551,18,435.03,17
1836,1,2.12,1
1022,2,28.68,2
2888,4,98.94,4
1662,6,39.95,4
638,4,36.67,4
891,3,41.93,3
2160,2,45.26,2
2380,4,216.84,3
1693,1,21.23,1
286,289,2996.96,119
2882,3,54.30,3
2029,7,120.95,5
2284,30,423.43,27
2654,37,1443.57,22
1201,8,313.27,8
2934,6,105.89,5
2058,3,117.49,3
2341,24,416.99,23
970,6,36.38,5
1289,25,124.95,25
2450,7,147.45,7
1581,6,392.06,6
1756,49,315.62,45
2263,2,441.00,1
1023,10,39.26,10
1847,19,22.11,11
2850,4,45.87,4
1537,2,16.77,2
1369,32,267.92,24
320,10,123.52,9
1619,37,686.16,30
2767,2,41.45,2
2583,1,16.43,1
1744,2,45.26,2
261,1,6.27,1
2599,1,52.46,1
2803,3,26.84,3
1511,13,153.21,12
1241,8,77.34,8
1910,1,19.00,1
693,13,151.83,12
2066,7,54.28,7
676,1,9.98,1
468,21,249.77,16
638,14,144.30,13
508,1,21.29,1
194,31,549.90,29
1169,14,93.07,10
1675,9,227.42,9
450,6,43.70,6
565,10,81.79,7
1777,6,97.79,4
287,43,426.50,33
259,5,94.23,5
989,3,93.67,3
489,64,765.75,46
470,7,84.39,6
1167,27,285.13,22
1883,13,119.47,12
2245,3,34.64,3
1243,5,49.10,2
1770,11,36.59,3
1815,7,70.69,7
218,11,228.77,11
207,11,137.83,10
544,44,344.35,32
1120,1,17.90,1
1081,3,108.25,3
1971,1,46.01,1
2836,1,20.81,1
174,5,94.08,4
686,38,480.94,27
271,9,82.73,7
1267,3,59.42,2
2085,3,40.52,3
2500,4,42.66,4
1171,1,6.49,1
2106,13,191.65,13
2585,18,141.00,16
2163,2,77.41,2
986,10,252.38,9
1110,27,554.88,26
2152,3,29.29,3
820,45,431.18,35
1191,3,9.53,3
686,5,19.65,3
2530,2,40.98,2
2937,1,120.15,1
1298,3,41.48,3
452,6,78.98,5
2189,2,31.91,2
300,41,651.84,34
2704,3,53.34,3
1355,41,657.45,30
2444,9,107.26,6
381,3,49.66,2
1751,4,35.64,4
2535,6,72.08,6
2076,4,45.34,3
2829,1,60.84,1
916,10,119.41,10
571,14,225.78,13
2718,6,49.71,6
1650,3,20.29,3
2584,1,49.99,1
554,5,99.11,5
2847,2,48.94,2
540,1,25.01,1
2181,7,94.80,7
839,1,23.33,1
1956,21,390.25,21
383,7,126.97,7
509,3,72.59,1
1899,2,8.79,2
2623,4,42.88,4
434,11,140.94,8
1754,28,423.09,23
360,24,178.61,22
522,7,82.11,7
2372,3,62.65,3
2865,10,101.07,8
1027,4,29.18,4
2412,3,91.73,3
1177,2,15.64,2
2225,5,85.75,4
299,14,95.15,12
188,4,33.85,2
1028,109,1143.98,70
2184,3,12.59,3
2095,4,34.90,4
523,7,29.41,6
2011,6,323.20,6
1078,28,200.46,28
1070,10,160.73,8
1428,5,172.35,4
2368,17,188.44,16
1045,53,654.06,48
353,66,531.30,54
2800,1,18.72,1
669,7,186.17,7
2534,11,210.79,11
2705,2,65.79,2
2319,14,247.95,12
2707,2,13.94,2
1035,1,11.03,1
2458,8,234.82,7
2494,2,28.66,2
1272,45,954.79,41
2836,5,249.07,5
2491,3,67.39,3
2448,5,64.49,5
928,1,15.99,1
2206,3,54.30,3
225,21,252.22,21
2481,24,278.76,20
2116,9,236.43,8
1899,5,91.10,5
335,19,82.97,16
1280,2,83.32,2
1988,1,41.63,1
1186,1,23.98,1
1156,19,388.19,17
2577,1,19.84,1
785,8,197.12,6
876,5,219.64,4
1925,3,10.24,3
1453,10,76.14,10
2222,14,113.99,12
2262,4,102.10,4
1241,24,280.49,18
1235,1,19.77,1
2420,2,109.35,2
1967,4,100.09,4
1616,4,51.32,4
584,20,126.42,15
1521,21,246.57,19
555,4,45.56,4
1508,1,17.98,1
2168,5,258.87,5
1775,15,136.25,12
2719,13,126.90,13
2570,6,42.24,5
2903,1,17.64,1
1801,1,26.64,1
1483,12,225.19,10
1848,30,444.82,27
2400,10,155.48,10
180,54,867.23,44
173,451,3651.53,257
2326,3,20.19,3
1728,10,469.46,10
1808,15,938.09,14
628,22,151.76,19
1453,4,15.40,4
2240,10,202.31,9
2014,8,117.05,7
1964,2,145.69,2
