recency,frequency,monetary,variety
1313,3,67.19,3
1308,4,38.89,3
1313,2,16.19,2
1012,3,45.19,3
1313,2,52.38,1
1313,1,17.73,1
1313,3,39.43,3
1313,5,35.76,5
1313,1,7.02,1
841,14,94.56,14
1313,1,9.90,1
1313,1,15.18,1
1313,2,28.26,1
1313,1,22.44,1
1313,1,17.73,1
1312,4,28.90,4
1195,3,25.02,3
1313,1,21.56,1
526,8,59.41,8
1313,3,29.68,3
499,1,26.52,1
1313,3,37.52,3
1313,1,11.27,1
1313,1,15.21,1
1275,1,10.96,1
1313,1,25.88,1
1313,1,12.56,1
1313,1,45.74,1
1313,1,11.08,1
1303,4,112.10,3
353,36,214.19,26
485,4,262.35,4
1312,1,34.44,1
1313,2,68.27,2
1285,4,32.53,3
1254,2,19.54,2
1312,4,24.99,4
1312,1,29.54,1
1312,2,39.26,1
1312,1,67.24,1
1312,3,160.42,2
1312,1,34.73,1
1312,1,11.67,1
1312,1,6.66,1
1312,1,45.74,1
389,6,30.34,5
1031,5,59.49,4
1312,2,13.20,2
949,9,134.38,9
950,2,146.14,1
1104,4,205.88,4
1312,1,12.41,1
1192,4,31.53,4
879,21,87.82,20
976,8,86.47,8
1312,2,15.30,2
1312,1,14.84,1
1312,1,10.36,1
1312,1,27.95,1
1312,2,14.38,2
1312,2,24.96,2
1312,3,42.08,3
757,4,45.49,4
687,6,58.31,6
1312,1,5.82,1
1312,1,64.52,1
1312,1,19.56,1
924,2,54.70,2
1312,2,34.70,1
1308,1,5.38,1
1312,6,-1102.56,6
1311,1,10.36,1
1311,1,9.14,1
1311,3,36.31,3
1223,18,237.83,17
1311,1,6.71,1
1311,1,14.13,1
561,20,397.59,18
1059,6,45.05,6
1311,3,16.49,3
1311,1,73.50,1
430,5,43.91,5
1311,1,20.70,1
871,6,44.24,6
348,12,68.56,11
1311,1,4.33,1
1311,1,21.04,1
735,4,76.30,4
848,2,25.62,2
1311,1,3.78,1
527,5,67.15,5
603,17,188.61,15
963,1,25.01,1
729,4,88.50,4
241,6,80.59,6
569,5,52.27,5
1311,2,52.67,2
1311,1,11.19,1
1311,1,19.60,1
1311,1,11.67,1
1311,6,18.54,6
1311,1,15.21,1
1311,1,2.16,1
1311,1,19.79,1
1311,1,11.43,1
1306,2,21.70,1
1311,3,41.47,3
1311,1,13.36,1
575,6,58.29,6
1289,13,64.41,12
1156,7,83.93,7
1311,2,21.08,2
1289,14,103.64,11
865,3,46.19,3
1297,2,11.21,2
1181,3,26.13,3
1310,1,13.34,1
1310,1,36.66,1
1310,3,13.94,3
1310,1,20.82,1
1310,1,556.83,1
1310,1,20.99,1
871,4,94.86,4
1310,1,21.46,1
823,12,30.99,12
1310,1,19.79,1
1310,2,36.80,1
1310,1,27.72,1
1310,1,11.67,1
1003,3,18.24,3
1310,1,6.43,1
1310,1,12.25,1
1310,1,3.84,1
1310,1,34.04,1
1310,2,8.24,2
1310,2,90.82,2
1296,2,35.32,1
1310,1,24.29,1
1310,1,13.36,1
1310,1,15.56,1
1309,8,34.35,7
1021,5,48.98,5
1310,1,11.89,1
1185,3,33.41,3
288,47,137.64,43
1310,1,23.99,1
417,3,20.95,3
1309,1,12.41,1
1309,1,11.72,1
1309,1,2.34,1
1309,1,2.43,1
1309,1,26.63,1
1309,1,18.68,1
1309,2,23.35,2
1309,1,13.56,1
1241,2,31.58,2
265,3,50.81,3
1183,3,25.09,2
816,33,119.16,23
1309,1,11.20,1
1216,8,126.45,8
1309,1,21.66,1
1309,2,8.17,2
946,4,69.03,4
1094,1,9.33,1
211,4,55.69,3
1145,3,60.44,3
1309,1,7.49,1
1309,1,8.66,1
784,10,51.59,9
1309,1,11.15,1
188,14,162.35,14
1309,2,18.23,2
1304,3,60.04,3
1004,31,138.11,25
1085,2,19.66,2
783,6,117.63,6
1309,1,20.21,1
1308,1,19.79,1
1308,1,9.53,1
1308,1,21.43,1
1303,2,10.60,2
1308,1,23.34,1
619,11,91.92,11
1308,3,45.24,2
966,1,29.60,1
1308,2,25.91,2
1065,1,7.04,1
1308,1,23.07,1
1308,2,28.17,2
1038,6,68.81,5
1308,1,9.72,1
1308,1,1.67,1
1308,1,19.79,1
1308,1,10.18,1
1308,1,8.98,1
583,11,111.85,11
1308,1,8.66,1
882,3,32.36,3
1139,8,89.12,8
1308,1,8.14,1
706,21,113.35,14
1308,2,42.08,2
1308,1,15.56,1
1308,1,11.38,1
262,14,148.29,12
1297,9,27.56,8
1307,8,98.97,6
1307,1,19.56,1
1133,6,57.51,5
369,8,50.79,8
1307,1,11.67,1
1230,3,74.31,3
1307,1,48.63,1
1307,1,17.46,1
1307,2,27.28,2
1307,1,21.44,1
1307,1,20.45,1
664,6,54.03,5
1307,1,8.71,1
1307,1,148.32,1
1194,3,31.66,3
1307,1,12.56,1
441,8,117.45,8
1307,1,9.95,1
1248,6,44.13,5
723,5,46.79,5
547,23,234.74,20
1307,1,17.30,1
1307,2,20.62,2
948,7,67.20,4
1306,1,23.10,1
490,6,148.79,4
1306,1,42.08,1
1306,2,25.24,2
1306,1,495.75,1
1306,1,43.82,1
1306,2,20.93,2
1306,1,36.66,1
1306,3,24.58,3
1305,1,131.83,1
393,19,179.19,19
1306,2,45.59,2
1029,4,73.29,3
1306,10,175.90,10
1306,1,17.16,1
1306,1,22.39,1
502,2,18.97,2
1306,1,10.56,1
1306,1,8.65,1
291,3,41.63,3
1306,1,22.39,1
422,4,19.41,4
926,3,36.81,3
1305,1,12.25,1
976,5,62.76,4
1305,1,9.58,1
570,4,40.67,3
1305,1,11.03,1
1305,1,24.98,1
1305,1,5.73,1
255,5,60.70,5
927,3,40.91,3
1305,1,6.66,1
332,2,15.24,2
1305,1,11.67,1
1305,1,5.38,1
582,1,23.66,1
455,4,21.71,3
957,3,8.67,3
1305,1,13.67,1
1175,24,105.00,20
1303,3,39.04,3
207,154,1088.56,66
1305,3,47.00,3
1305,1,12.45,1
828,6,131.59,6
1305,3,35.75,3
1297,3,36.64,3
1305,1,16.66,1
930,2,28.54,2
1015,5,23.44,4
1305,2,11.37,2
1145,4,29.39,4
1305,1,8.54,1
1182,3,21.26,2
1273,4,44.07,4
1305,1,7.38,1
447,4,63.65,4
1295,3,14.43,3
608,4,167.18,4
1059,3,35.65,3
1305,1,22.39,1
804,2,9.83,2
1305,1,18.98,1
192,1,32.85,1
1304,1,22.39,1
1304,3,16.71,3
1304,2,24.04,2
1304,1,11.67,1
1304,1,9.72,1
1296,3,15.33,3
800,6,97.54,6
812,2,25.81,2
1304,1,8.35,1
1304,1,6.55,1
1028,4,84.79,2
1304,1,17.16,1
1246,1,9.63,1
1082,1,18.09,1
902,4,111.60,4
1304,3,10.28,3
1304,3,35.54,3
376,5,55.71,4
1304,1,16.05,1
391,45,476.68,31
1304,1,14.65,1
1304,2,18.31,2
1304,1,4.99,1
1304,2,5.04,2
1304,1,11.92,1
1304,1,20.05,1
1304,8,20.54,7
1304,3,33.94,3
386,1,18.56,1
1304,1,17.82,1
1304,1,14.17,1
1304,1,19.79,1
1227,8,27.14,6
1304,2,25.34,2
1291,12,63.84,12
876,19,164.69,17
1304,2,13.72,2
1304,1,3.32,1
1304,1,5.54,1
1301,2,53.30,1
1304,2,18.78,2
313,5,84.16,4
435,26,192.87,26
1304,2,27.81,2
1304,1,4.98,1
985,1,20.66,1
261,11,102.79,10
1304,2,15.16,2
1291,5,200.66,5
1304,2,24.67,2
1086,4,18.26,4
525,1,27.27,1
423,2,43.70,2
1304,1,20.63,1
701,30,212.07,26
1304,1,11.67,1
1304,2,24.82,1
1040,3,51.38,3
206,18,210.67,14
1303,1,15.46,1
1290,3,22.48,3
1291,3,32.92,2
1047,2,47.35,2
1303,1,21.91,1
1016,23,109.99,23
1286,4,58.06,4
1303,1,16.23,1
1303,1,11.08,1
660,7,86.93,7
1303,2,32.26,2
1299,2,41.48,1
865,2,26.21,2
1011,1,17.87,1
1285,12,85.58,12
524,1,22.96,1
1062,2,88.38,1
1303,1,0.86,1
1226,3,42.43,3
1301,2,156.04,2
831,3,48.47,2
1303,3,58.58,3
564,3,35.95,3
932,4,67.05,4
641,7,48.79,5
590,16,172.87,15
1303,4,27.35,4
796,3,199.69,3
1050,2,15.69,2
823,1,15.25,1
1303,1,11.67,1
1303,1,4.29,1
1303,1,18.18,1
1303,7,29.91,7
418,5,119.53,4
1303,1,39.29,1
1243,19,259.19,17
1161,10,41.12,10
1001,3,20.22,3
994,4,17.45,3
1300,1,63.54,1
1303,4,70.09,4
1303,1,16.32,1
1037,2,23.90,2
1094,6,30.72,5
245,8,97.56,8
1194,1,48.70,1
1041,25,68.34,21
401,1,25.01,1
1241,1,14.47,1
1302,2,5.29,2
1302,1,28.99,1
506,7,92.86,6
659,5,190.77,4
951,34,80.04,31
318,17,219.47,11
934,3,68.96,3
1162,3,15.06,3
1302,1,16.28,1
1302,4,36.97,4
1088,2,39.98,2
710,3,67.83,3
624,6,70.69,5
1302,1,21.91,1
1302,1,11.13,1
1302,1,9.72,1
1302,2,13.58,2
1020,3,31.44,3
1302,1,18.00,1
939,8,84.38,8
1241,9,25.47,9
367,5,30.57,5
1302,1,20.03,1
1302,1,6.72,1
1302,1,10.97,1
1301,3,62.18,3
1302,1,66.17,1
1302,2,14.11,2
274,8,73.22,8
1170,8,119.54,5
1077,1,29.81,1
1302,1,14.00,1
397,2,16.74,2
1301,1,28.34,1
402,35,188.00,29
1301,1,9.72,1
1301,2,18.35,2
1301,6,35.84,6
1301,1,48.63,1
949,4,50.42,4
217,8,67.04,8
614,4,64.67,4
1142,2,3.26,2
1301,1,8.66,1
1289,10,111.34,10
895,2,28.49,2
1301,1,8.31,1
662,6,34.05,6
1301,1,26.65,1
1301,1,10.92,1
1301,2,23.07,2
1212,6,80.10,6
1001,8,102.08,5
217,19,242.12,17
594,11,38.49,11
988,2,30.99,2
1301,3,114.27,2
1301,1,11.72,1
1301,3,59.07,3
1301,4,30.34,3
1176,11,64.03,8
1301,1,14.65,1
1301,1,6.43,1
1301,1,31.49,1
568,14,174.55,12
1301,2,13.39,2
286,2,21.74,2
1292,2,129.04,1
374,10,148.95,10
1301,1,3.32,1
1149,3,36.98,3
1301,2,3.33,2
1301,1,8.16,1
1301,1,6.48,1
1163,6,37.14,6
937,3,35.99,3
1287,4,26.66,2
1301,1,7.08,1
537,1,40.81,1
944,21,138.81,19
1297,2,8.77,2
354,3,40.48,3
686,12,124.03,10
1300,2,53.91,2
1300,8,60.77,7
1300,1,11.67,1
1300,1,8.99,1
1300,5,31.77,5
1300,1,27.45,1
205,4,96.59,4
872,3,29.53,3
829,4,76.55,3
1300,2,21.73,2
1300,1,9.96,1
1226,3,79.88,2
1300,3,28.97,3
501,6,102.96,6
1293,1,20.20,1
1300,2,28.20,2
1300,3,18.24,1
1093,6,73.65,6
495,5,164.67,5
557,4,45.57,4
714,1,1.28,1
1300,1,7.94,1
206,14,170.89,13
1050,2,-1131.85,2
805,1,18.54,1
1171,2,38.42,2
1299,5,25.95,3
1299,1,7.85,1
1039,8,74.72,8
794,7,21.04,7
321,22,115.46,16
1299,3,32.35,3
1168,6,12.07,6
1297,1,15.83,1
1299,1,14.86,1
1299,1,18.55,1
1081,6,70.30,5
1299,2,15.94,2
475,3,27.85,3
1192,2,21.59,2
1295,1,24.29,1
1299,2,2.10,2
1299,3,40.47,2
1299,1,33.00,1
1297,3,33.06,3
1299,3,21.10,2
1111,6,49.54,6
588,22,126.34,22
374,2,12.60,2
609,10,139.64,9
1284,5,37.89,5
445,7,43.60,5
1299,1,8.96,1
1299,5,86.20,5
205,7,244.82,6
1002,5,15.03,3
1299,4,26.80,4
1299,1,3.33,1
1090,2,54.41,2
1299,1,41.25,1
1271,2,33.16,2
1299,1,3.58,1
1232,5,62.70,4
1299,1,23.04,1
449,4,79.31,4
1299,1,13.65,1
1063,9,94.76,9
1268,3,7.32,3
1299,2,54.61,2
1230,1,5.94,1
454,6,44.05,4
1066,8,51.55,8
1298,3,20.16,3
1060,1,20.70,1
1193,3,7.57,3
1294,2,39.02,1
1298,2,29.77,2
876,2,24.00,2
1298,1,7.46,1
1282,1,21.91,1
1146,2,6.30,1
836,5,28.65,5
382,10,102.45,8
1298,2,22.46,2
1298,1,8.63,1
1298,1,11.67,1
739,15,90.39,14
1298,1,19.29,1
1298,2,16.57,2
1036,5,30.98,5
1130,10,57.34,9
173,2,31.41,1
1298,2,22.93,2
183,3,128.13,2
1298,2,28.67,2
1298,3,17.24,3
730,12,137.15,10
1270,7,83.99,6
1298,1,10.87,1
1298,2,5.78,2
1298,1,17.90,1
1298,8,25.73,8
1298,1,3.32,1
171,21,334.00,19
1241,4,33.02,4
1294,6,50.74,6
1298,1,15.00,1
1120,2,18.38,1
1254,1,26.65,1
1298,2,36.64,2
1298,1,11.67,1
892,4,66.17,3
1137,6,49.77,6
336,14,173.91,12
1298,4,8.06,4
1298,1,24.99,1
1298,2,12.81,2
1183,6,66.46,5
346,5,46.81,5
1298,2,8.68,2
1298,1,11.89,1
1298,1,26.65,1
1298,1,3.70,1
1298,3,39.94,3
1294,5,40.40,5
1298,1,4.63,1
1298,3,28.08,3
1298,1,11.67,1
653,2,17.80,2
1298,6,29.38,6
1298,1,9.72,1
1298,3,31.64,3
408,14,175.90,12
293,46,808.91,28
1298,2,22.46,2
1058,11,136.93,11
1196,3,46.27,3
1298,1,11.67,1
1298,1,5.04,1
1298,2,7.15,2
1298,6,24.42,6
178,4,47.83,3
1298,1,8.44,1
1298,1,39.99,1
1298,1,22.39,1
174,22,273.29,21
1298,5,58.26,5
1298,1,8.16,1
1298,1,46.63,1
1298,1,14.50,1
1298,4,18.26,4
1285,6,57.71,5
919,1,16.93,1
606,3,32.53,2
1297,2,11.52,2
1297,1,16.00,1
1297,1,13.37,1
1297,1,38.28,1
1297,2,12.82,2
1058,1,14.42,1
614,9,62.47,7
1297,3,26.22,3
283,12,80.63,12
1297,1,8.47,1
1296,3,23.56,3
1297,1,10.68,1
1296,1,9.72,1
562,2,16.46,2
461,11,99.35,9
1297,1,33.00,1
1297,1,11.67,1
1297,1,10.70,1
384,8,46.58,8
1297,2,6.14,2
1054,12,157.06,12
577,2,28.42,2
1297,1,28.96,1
1275,4,48.94,2
1297,1,13.51,1
1297,1,7.98,1
1297,4,21.84,4
1297,2,7.05,2
1297,3,15.89,3
1256,7,93.81,7
689,5,58.12,5
363,20,144.20,18
1297,3,10.54,3
1297,1,4.87,1
1297,2,9.85,2
1297,2,16.37,2
1297,8,35.06,8
500,5,66.49,4
1297,2,11.27,2
1149,4,49.92,4
525,4,51.03,3
1297,1,7.85,1
830,16,99.43,16
1297,1,9.47,1
1297,1,38.48,1
1297,4,19.06,4
1165,10,46.46,9
806,5,59.17,4
1297,6,50.46,5
1297,2,14.72,1
1297,1,7.02,1
1175,8,52.31,7
1297,2,24.97,2
428,3,56.26,3
1297,4,31.05,3
1297,1,12.57,1
1297,1,11.67,1
1297,1,11.72,1
616,12,32.57,12
1297,1,21.04,1
1241,7,23.88,7
453,6,23.48,6
1297,2,13.32,2
1297,1,21.04,1
1297,1,16.99,1
1297,5,64.55,3
766,3,35.59,3
1297,3,27.46,3
190,7,108.98,7
1297,1,18.20,1
1297,1,6.43,1
1297,1,19.34,1
1297,5,23.02,5
1297,1,99.83,1
1297,4,29.83,4
1194,1,3.70,1
1297,2,21.79,2
1297,1,13.04,1
1296,1,149.75,1
1297,2,35.85,2
1295,1,7.00,1
1297,5,37.18,3
1296,2,3.04,2
1296,2,24.57,2
1296,1,11.67,1
375,7,58.12,7
1296,2,30.25,2
1296,2,27.58,2
1296,1,7.08,1
1292,3,33.73,3
1233,4,34.42,4
1296,1,19.55,1
1296,6,37.88,6
1296,1,19.48,1
1296,2,17.76,2
1177,6,68.89,6
213,4,20.67,4
1224,3,72.58,3
210,13,169.38,11
1296,2,40.90,2
1004,2,33.82,2
1296,2,31.29,2
808,4,28.08,4
1296,2,27.81,2
1296,2,23.34,1
1296,2,8.58,2
1296,1,10.07,1
1296,1,4.81,1
1296,2,11.16,2
293,6,19.72,4
1136,3,56.65,2
1296,2,25.25,2
1296,2,30.61,2
1282,1,11.67,1
1193,4,58.95,4
932,7,24.49,6
1296,1,33.44,1
1296,1,8.35,1
1296,3,24.15,3
1296,2,5.24,2
551,10,142.57,10
1296,3,23.63,3
1023,3,24.68,3
1296,1,4.59,1
1293,2,63.64,2
808,3,47.69,3
1296,1,17.16,1
1296,3,27.48,1
1295,2,26.51,2
316,12,115.31,12
1286,3,55.87,3
442,3,120.34,2
1252,1,29.79,1
1295,1,5.04,1
1295,1,10.45,1
779,4,55.86,3
1283,6,71.66,6
1295,1,12.41,1
843,2,54.72,2
882,2,36.95,2
299,3,42.76,3
1295,1,10.69,1
1295,1,9.40,1
1295,1,39.98,1
1295,1,19.21,1
1295,2,40.22,2
1295,4,16.95,3
1234,2,49.31,2
1295,1,12.75,1
1294,3,91.50,1
1295,2,21.43,2
1082,8,111.51,7
1257,3,16.41,3
418,5,70.15,5
1295,1,16.50,1
1077,4,12.07,4
1295,4,32.03,4
1295,2,22.66,2
1295,1,11.89,1
1295,1,13.38,1
691,10,125.31,10
1295,2,38.18,2
176,2,21.10,2
1295,5,8.66,5
281,11,199.32,9
519,4,50.15,3
1295,2,23.37,2
546,3,32.44,3
1295,1,20.20,1
1295,1,16.50,1
406,1,12.71,1
1295,1,12.52,1
1295,1,2.74,1
1295,1,9.16,1
198,31,268.06,22
531,2,31.35,2
1295,1,15.30,1
535,4,116.95,4
1295,3,11.86,3
1295,1,19.60,1
264,31,579.97,20
1294,9,33.32,9
1096,2,29.04,2
1294,1,8.16,1
1163,8,65.45,8
1188,2,31.20,2
657,2,26.60,2
1294,1,10.32,1
1294,1,53.67,1
1294,1,4.83,1
1294,1,4.68,1
1176,3,30.60,3
174,158,352.75,92
1294,3,12.52,3
1294,1,20.82,1
935,2,47.51,2
1294,2,59.40,2
1294,1,11.88,1
771,9,92.36,9
352,6,48.90,6
1294,1,14.02,1
241,7,115.71,7
901,4,61.71,4
1294,2,27.64,2
821,16,155.59,13
1290,5,30.39,5
1294,1,11.89,1
1294,1,8.66,1
1294,1,9.72,1
1294,2,1.53,2
734,12,49.02,12
1294,3,21.03,3
1294,1,5.88,1
1294,1,19.79,1
1294,1,5.07,1
1294,3,16.82,3
1294,1,12.46,1
1294,1,16.29,1
1242,11,181.83,8
1294,7,60.89,7
1294,1,11.32,1
1294,3,10.53,3
345,3,35.63,3
386,8,68.91,7
1280,1,3.32,1
1293,1,16.27,1
1293,1,20.73,1
979,2,30.36,2
1293,1,11.67,1
1243,2,16.13,2
1293,1,66.70,1
1293,1,9.16,1
1293,1,20.86,1
1293,1,36.66,1
1293,5,29.90,5
1293,4,13.22,4
1293,1,10.32,1
1293,3,21.27,3
1293,1,17.10,1
1293,1,11.67,1
1014,10,60.92,10
802,6,137.22,5
939,2,29.97,2
1293,1,36.65,1
1293,1,11.62,1
1285,2,17.32,1
1215,1,23.69,1
1293,4,75.75,4
1293,1,20.86,1
1293,1,20.86,1
1227,3,31.53,3
1293,2,38.49,2
1289,6,98.82,6
1292,1,12.25,1
1292,1,20.79,1
686,1,14.98,1
1292,4,19.68,4
1292,2,52.21,2
1292,1,11.67,1
1292,1,20.70,1
1292,5,15.60,1
419,9,121.62,9
1292,1,24.92,1
1292,2,51.52,1
1292,1,5.96,1
1292,2,24.62,2
436,11,128.18,9
1292,1,14.79,1
1292,3,17.96,2
1292,1,9.06,1
1292,1,17.96,1
526,3,35.15,3
208,11,194.90,11
1292,1,4.54,1
769,2,25.36,2
178,14,187.33,11
951,6,51.20,4
1110,4,17.98,3
289,5,64.44,5
1292,1,19.56,1
1292,2,30.72,2
1292,2,7.74,1
1145,3,23.73,3
1292,1,13.34,1
1292,4,37.09,4
454,10,72.29,9
629,11,156.62,11
1292,1,1.49,1
1292,1,1.30,1
961,5,65.65,5
517,9,37.11,4
938,2,115.94,1
1128,1,24.81,1
1292,1,9.54,1
1220,14,68.59,13
1292,3,19.88,3
293,6,97.61,6
1292,1,25.03,1
1253,1,12.99,1
1292,2,9.77,2
1227,1,64.52,1
1291,3,7.86,3
463,6,72.73,4
417,6,79.50,6
1282,1,41.92,1
432,7,58.13,7
1291,4,35.38,4
1122,6,13.70,6
1291,1,10.32,1
643,8,123.06,8
1291,1,11.67,1
692,12,68.01,10
327,9,-15.33,9
870,3,53.77,3
866,1,16.49,1
554,3,32.11,2
1195,2,9.88,2
1291,1,9.87,1
1291,1,35.86,1
306,8,80.28,7
1291,6,47.14,6
1291,1,6.08,1
1291,1,-1135.07,1
499,1,19.80,1
1291,1,26.62,1
1080,1,9.98,1
1275,2,18.04,2
335,3,81.82,3
777,2,11.21,2
1286,2,28.12,1
870,3,15.03,3
1209,5,38.55,5
1291,1,10.83,1
1056,6,112.74,6
1291,4,123.81,4
822,6,74.78,6
1291,1,17.16,1
820,3,25.10,3
512,1,9.21,1
1223,2,44.95,2
1284,2,22.33,2
597,3,27.06,3
706,4,80.56,4
631,5,68.79,4
1191,6,41.90,6
205,2,22.40,2
1227,1,25.88,1
1009,17,111.19,16
569,1,24.98,1
469,3,41.06,3
1291,2,24.20,2
1184,8,37.75,8
1048,1,27.78,1
775,3,22.22,3
1237,1,21.16,1
1290,1,11.67,1
1279,4,34.41,3
531,22,158.56,16
1290,1,39.47,1
1290,1,5.49,1
1290,5,33.63,5
1290,1,14.30,1
952,3,19.88,3
1290,1,15.24,1
1290,4,21.15,4
1290,1,11.67,1
889,11,63.09,11
1290,1,17.96,1
688,1,9.98,1
999,7,163.89,7
785,4,27.18,4
1290,1,11.67,1
339,47,364.94,43
800,44,517.38,40
306,16,62.92,16
805,12,117.93,11
1290,3,57.83,3
1290,1,10.70,1
1290,1,8.66,1
933,5,36.96,5
291,12,58.51,11
1290,2,37.94,1
1283,2,23.34,1
1290,4,35.78,4
1290,1,19.53,1
1290,1,6.97,1
1290,2,8.10,2
1234,5,20.81,5
1009,12,67.73,9
1290,1,39.47,1
1290,2,30.65,2
985,6,56.64,6
1265,6,40.03,6
409,10,70.23,10
945,7,61.79,7
1088,1,5.68,1
1290,1,20.73,1
1290,1,16.29,1
1290,2,13.28,2
1290,6,49.62,6
1254,6,20.49,5
1290,1,21.61,1
1289,1,8.16,1
372,2,28.84,2
315,2,9.80,2
1290,1,66.00,1
1290,1,25.01,1
1267,2,79.85,2
197,1,15.85,1
1290,1,11.72,1
1290,1,18.81,1
1290,1,20.45,1
1290,1,16.23,1
1290,1,6.43,1
1290,1,8.66,1
1290,4,26.33,4
1289,2,13.87,2
1289,1,20.53,1
812,6,234.36,4
1289,2,23.49,2
505,2,45.98,2
1289,1,37.33,1
688,2,4.96,2
1196,25,164.81,22
1289,1,23.20,1
788,8,52.13,8
934,6,27.95,6
1274,6,116.91,6
1289,7,41.64,6
1251,3,11.31,3
800,2,71.50,2
1284,3,45.72,1
1243,3,32.23,3
326,5,60.99,5
1051,2,12.78,1
1289,1,21.04,1
1289,6,11.26,2
1086,7,22.26,6
1289,1,12.48,1
884,3,35.90,3
1240,3,17.23,3
1289,3,6.23,3
1253,6,35.22,6
780,12,82.02,12
1289,2,9.82,2
1289,1,28.63,1
1289,3,62.88,3
1289,3,26.16,3
547,32,153.34,17
1289,1,63.54,1
488,2,20.86,2
1062,9,96.54,8
677,5,43.11,5
1289,1,14.43,1
267,3,45.83,3
939,2,28.42,2
655,5,63.32,5
1289,1,10.90,1
1289,1,17.16,1
345,20,92.65,18
1289,1,17.98,1
1289,1,15.09,1
606,9,139.20,9
1268,1,10.87,1
270,20,279.65,19
1289,5,-1128.45,5
1277,3,18.96,3
1261,2,61.78,2
1289,1,21.46,1
1288,2,14.25,2
1242,2,21.44,1
330,9,100.03,9
1289,2,11.05,2
1242,3,14.79,3
1289,1,9.23,1
563,4,54.55,4
705,14,73.81,12
954,5,20.62,5
1289,2,17.15,2
1289,1,6.95,1
1245,1,27.89,1
1289,1,2.68,1
662,1,6.22,1
1289,2,12.66,2
1289,3,29.00,3
1287,1,13.13,1
1289,1,26.88,1
939,2,20.85,2
961,8,124.19,7
1284,2,18.66,2
507,10,46.14,10
505,19,200.15,18
870,9,45.43,9
1130,9,161.36,8
1288,3,6.63,3
1253,3,20.27,3
1288,2,24.51,2
674,3,35.02,3
1288,1,5.95,1
444,2,30.88,2
871,3,18.01,3
1149,11,82.89,7
276,5,32.04,5
205,2,11.95,2
874,1,11.15,1
190,1,14.18,1
1288,1,30.08,1
1288,1,3.32,1
501,1,19.99,1
914,3,23.99,3
1181,4,32.25,4
1288,2,40.35,2
1288,1,30.14,1
947,1,23.69,1
1288,2,35.10,1
1243,5,63.98,5
1288,1,10.79,1
1216,1,27.95,1
329,12,46.48,11
1288,2,25.69,2
1288,2,14.39,2
1287,1,2.98,1
497,2,27.07,2
300,3,23.14,2
1288,1,3.32,1
1288,3,40.10,3
1288,1,73.50,1
1086,10,85.78,10
1095,11,90.24,10
625,4,106.34,3
1288,17,24.28,12
1288,23,211.18,17
897,3,27.44,3
1288,8,34.15,6
1288,1,20.19,1
1288,1,8.72,1
1175,5,23.53,4
1220,3,48.92,3
1041,6,41.75,5
826,2,3.67,2
1288,2,7.66,1
1013,9,70.20,8
1288,1,40.16,1
749,4,37.97,4
1270,3,37.12,2
1288,2,11.67,2
333,9,79.13,9
538,13,28.02,13
870,5,14.33,5
609,25,238.60,23
1254,1,9.72,1
1274,5,19.47,5
729,5,22.93,5
218,15,89.29,12
1288,2,33.96,1
1286,4,25.37,3
559,1,67.77,1
1232,6,46.83,6
1287,1,8.25,1
1287,2,18.02,2
1089,4,34.70,4
834,9,36.52,9
361,23,195.54,19
1287,1,5.20,1
264,34,361.80,31
1277,4,33.80,4
723,3,26.04,3
1017,2,61.41,1
203,3,64.42,2
1287,1,12.49,1
1286,1,22.48,1
1287,1,17.96,1
365,9,78.60,8
370,45,407.64,38
1283,2,17.57,2
1286,4,9.04,4
1287,1,14.88,1
1284,2,55.48,2
986,4,38.29,4
1157,2,18.33,1
1287,1,16.96,1
1192,7,10.61,5
1287,1,6.46,1
1287,4,34.18,3
1287,2,62.19,1
1278,2,19.52,2
1287,4,14.56,2
890,2,27.28,2
1263,2,36.45,1
1278,3,10.62,1
1287,2,46.33,2
1097,1,23.33,1
1238,1,17.68,1
832,2,61.59,2
1226,2,28.16,2
1287,5,33.04,4
1287,7,52.58,7
1287,1,21.91,1
982,5,29.23,5
337,3,36.69,3
806,28,349.21,23
1109,1,14.21,1
618,6,76.92,5
1287,1,7.49,1
191,11,113.90,10
801,5,31.15,5
722,6,58.50,6
643,2,8.04,2
778,14,100.89,10
1287,1,14.06,1
1287,2,4.61,2
1287,2,27.72,2
1287,7,24.92,5
567,2,4.70,2
1275,2,72.28,2
924,2,10.33,2
499,10,62.93,10
1285,4,30.10,4
352,5,57.00,5
1007,2,26.77,2
1287,6,11.77,6
951,6,50.39,4
509,4,56.75,4
1286,4,63.22,4
1171,7,53.89,4
1286,2,35.67,2
1286,2,38.26,2
662,1,17.21,1
506,4,26.05,4
1022,3,20.79,3
1286,4,53.74,3
1024,1,8.60,1
507,10,70.07,9
522,26,415.92,23
430,1,21.75,1
860,17,77.10,15
1191,4,21.54,3
1282,3,47.26,3
1216,2,58.29,2
1286,1,11.67,1
1279,5,34.19,5
1286,2,5.66,1
460,4,50.06,4
870,13,59.07,13
1286,2,17.31,2
1175,1,4.43,1
1286,2,41.68,2
1065,4,51.45,4
1277,1,62.00,1
388,13,80.62,11
502,2,27.04,1
642,5,43.43,5
1286,1,16.96,1
735,5,61.19,5
1286,1,3.99,1
985,5,24.50,5
1286,1,21.91,1
1286,1,13.97,1
1286,1,21.04,1
1286,4,38.00,4
742,6,41.52,5
175,54,1080.79,35
