recency,frequency,monetary,clusters
1495,8,31.24,0
1495,2,41.2,0
1495,1,12.56,1
273,8,130.67,0
1457,2,23.51,0
1470,2,29.71,0
1494,5,45.65,0
1495,1,95.42,1
400,18,313.85,0
1470,6,23.44,0
174,27,167.36,0
1494,1,36.18,1
727,5,160.2,0
1494,1,12.29,1
1494,1,12.34,1
1472,4,45.55,0
1457,2,31.71,0
1494,3,10.11,0
966,11,125.11,0
1407,3,9.55,0
1494,1,12.19,1
1494,2,4.58,0
1494,6,26.37,0
1494,1,23.75,1
1494,3,44.44,0
1494,2,17.26,0
1494,1,65.33,1
1494,3,19.39,0
357,14,331.03,0
1494,3,129.86,0
1494,1,7.94,1
1494,1,9.41,1
1261,7,81.21,0
1494,1,9.48,1
1494,1,26.85,1
1389,7,27.94,0
1494,1,23.75,1
1005,2,7.9,0
1456,3,53.65,0
1494,2,24.58,0
413,6,8.39,0
1494,1,5.85,1
1494,1,13.76,1
1494,4,11.86,0
1494,1,5.7,1
1494,2,15.09,0
1143,2,36.14,0
998,4,41.76,0
1494,1,21.58,1
1366,20,154.68,0
1494,4,63.38,0
1494,1,30.07,1
1494,3,12.57,0
344,12,107.64,0
1493,2,64.15,0
1494,1,7.42,1
1494,1,34.22,1
1494,7,7.97,0
1396,2,20.45,0
98,6,34.81,0
71,10,65.79,0
1399,3,26.58,0
735,4,129.66,0
1493,2,17.29,0
1076,8,102.65,0
1261,12,104.94,0
1493,3,21.51,0
1384,2,25.2,0
1490,2,49.76,0
400,30,279.82,0
1493,1,16.09,1
1493,3,4.86,0
393,3,78.81,0
1493,1,8.38,1
1373,7,42.24,0
1493,1,22.7,1
167,2,32.89,0
1025,12,92.77,0
1493,1,24.99,1
204,14,106.08,0
1493,1,3.33,1
1493,2,35.78,0
526,9,83.08,0
1493,1,18.22,1
1493,3,35.46,0
1073,4,36.54,0
1493,3,25.11,0
1491,1,27.27,1
1493,3,20.71,0
928,2,15.31,0
1493,6,87.5,0
1493,1,18.8,1
1491,7,24.8,0
1478,2,11.7,0
213,7,85.93,0
1493,1,23.43,1
30,22,158.36,0
1409,6,32.9,0
1281,3,77.06,0
702,10,17.25,0
1493,1,47.13,1
911,9,41.35,0
1483,1,20.75,1
1492,1,8.78,1
1492,1,20.7,1
1456,2,21.71,0
1492,1,8.05,1
1302,11,102.36,0
1353,5,53.92,0
691,3,36.03,0
488,4,44.55,0
1492,2,16.69,0
1492,3,3.81,0
1446,24,88.02,0
1492,2,7.51,0
1492,3,51.83,0
1492,1,15.59,1
1029,3,40.02,0
1404,14,128.71,0
1021,2,19.15,0
1492,4,86.89,0
122,21,180.41,0
1492,1,14.48,1
1222,4,21.83,0
1492,1,63.28,1
1492,1,88.33,1
1492,3,62.44,0
1425,3,52.33,0
1492,1,8.41,1
1492,2,12.15,0
813,3,144.57,0
941,15,102.47,0
1492,1,8.41,1
1483,4,106.47,0
1492,4,18.76,0
1119,4,60.54,0
1491,3,29.54,0
1491,1,107.13,1
1426,1,20.15,1
1491,5,17.69,0
1491,2,23.72,0
1491,1,5.7,1
1491,3,13.71,0
1491,1,18.89,1
495,21,142.25,0
1491,1,13.96,1
1285,21,304.87,0
1491,3,24.67,0
1332,4,37.85,0
276,3,59.72,0
1491,1,22.39,1
1491,1,88.33,1
71,8,81.35,0
1429,2,75.93,0
1302,4,30.68,0
1056,5,15.82,0
1491,2,41.22,0
1491,2,27.8,0
429,3,19.56,0
1491,1,15.67,1
1491,1,15.82,1
1491,2,25.61,0
1491,1,5.29,1
1491,7,23.78,0
1491,4,42.03,0
1407,7,99.54,0
1491,1,10.77,1
1491,1,81.67,1
1477,3,28.42,0
1490,3,18.03,0
1454,1,55.39,1
1458,9,116.03,0
648,6,78.78,0
1490,2,3.76,0
660,5,48.44,0
1490,2,56.25,0
1423,2,19.24,0
1490,4,20.68,0
1486,7,241.12,0
1490,1,14.93,1
1490,1,13.92,1
1490,2,34.56,0
1490,1,13.06,1
1490,1,6.33,1
1071,10,94.85,0
1490,2,71.22,0
1183,6,65.92,0
1490,3,46.59,0
1483,2,43.1,0
134,25,220.21,0
1490,2,5.18,0
1490,1,21.87,1
547,7,52.71,0
1490,7,19.35,0
1430,4,96.15,0
1490,1,17.02,1
1394,4,32.72,0
517,6,153.73,0
42,5,63.57,0
1490,1,18.99,1
1490,1,12.56,1
1490,1,18.56,1
286,3,29.88,0
1122,5,85.21,0
23,11,122.5,0
1490,1,22.46,1
1490,1,78.42,1
1490,3,51.38,0
693,10,52.1,0
860,32,135.93,0
1490,1,53.66,1
945,3,91.5,0
1423,14,144.64,0
952,7,113.48,0
1490,1,18.99,1
1490,6,27.14,0
1490,1,13.25,1
995,5,53.93,0
1489,1,21.11,1
561,42,863.53,0
955,9,66.54,0
1489,6,41.88,0
33,2,32.59,0
1489,1,12.34,1
727,4,72.91,0
699,4,53.57,0
1034,9,119.92,0
1489,1,15.41,1
1489,1,13.29,1
341,5,23.87,0
1489,1,6.33,1
1489,8,147.06,0
74,36,200.62,0
1477,1,34.22,1
1489,1,15.68,1
1092,8,125.91,0
1489,2,22.79,0
1489,1,23.75,1
1489,1,25.44,1
1468,6,31.06,0
1489,1,5.82,1
1489,3,45.72,0
1489,1,19.01,1
1489,2,14.8,0
1489,2,33.08,0
64,9,178.6,0
924,10,73.64,0
1489,1,27.67,1
1489,3,28.35,0
1489,3,22.13,0
920,3,22.42,0
1489,1,9.04,1
1489,1,8.78,1
1487,1,18.99,1
1489,1,21.11,1
1489,1,11.07,1
1489,1,15.43,1
1489,1,21.11,1
1489,3,28.93,0
1489,6,59.83,0
1353,2,99.93,0
1488,2,12.54,0
254,9,145.42,0
1485,1,65.33,1
1488,1,23.74,1
1488,1,30.5,1
1488,1,13.92,1
1488,3,32.24,0
4,12,72.44,0
1488,3,32.5,0
1385,9,47.61,0
1488,2,53.02,0
395,2,49.21,0
1481,1,7.49,1
1439,1,26.3,1
1488,1,19.46,1
1488,1,8.41,1
338,28,238.23,0
1259,2,9.9,0
1419,11,116.11,0
1488,2,42.48,0
1488,1,49.21,1
1488,1,15.43,1
1488,1,14.1,1
162,24,118.3,0
1488,1,49.99,1
1488,1,8.41,1
1485,3,6.72,0
1488,1,20.83,1
1488,2,32.32,0
1488,1,35.58,1
1488,1,16.36,1
1488,1,4.74,1
1488,6,20.61,0
384,23,152.98,0
1488,1,23.75,1
1488,1,12.5,1
1488,1,23.75,1
1459,6,36.22,0
1416,2,7.91,0
1487,2,101.64,0
1479,10,107.65,0
1400,9,115.59,0
1487,1,24.87,1
648,2,12.03,0
1487,1,14.16,1
211,10,76.93,0
1487,2,8.14,0
1487,3,35.17,0
184,15,132.64,0
1487,1,8.41,1
1487,1,26.26,1
1487,1,49.99,1
1487,5,49.24,0
248,2,15.97,0
126,17,127.57,0
975,14,61.75,0
1067,11,62.13,0
1487,1,7.13,1
1487,3,7.64,0
1487,2,20.87,0
1409,2,44.04,0
1487,4,37.48,0
1487,1,3.57,1
1487,1,26.6,1
1487,1,3.23,1
1487,1,21.11,1
1487,1,7.68,1
1487,2,18.77,0
857,10,125.92,0
1487,5,21.21,0
1396,9,57.96,0
1487,1,10.77,1
48,3,36.54,0
1487,1,26.13,1
1487,7,42.37,0
1487,6,81.79,0
1487,6,47.53,0
1487,1,5.52,1
382,5,55.41,0
705,28,143.71,0
1487,1,10.82,1
1487,1,10.77,1
1487,1,14.65,1
396,5,120.47,0
1486,1,49.99,1
1452,9,65.63,0
630,48,290.99,0
1487,2,22.51,0
1487,2,4.1,0
1089,3,22.25,0
1487,2,23.4,0
1487,3,16.9,0
1471,12,375.71,0
1487,6,160.73,0
1487,1,14.25,1
1487,1,6.33,1
1487,1,10.88,1
955,20,172.67,0
1487,1,14.15,1
1487,1,35.72,1
1487,1,7.31,1
101,14,81.18,0
762,4,21.87,0
1487,1,9.58,1
268,32,125.24,0
1487,1,23.28,1
1487,1,8.85,1
1487,1,14.98,1
1485,4,27.2,0
703,15,176.82,0
1484,2,15.7,0
1486,1,2.67,1
502,8,54.09,0
1486,1,19.55,1
1486,1,17.9,1
1486,2,24.05,0
625,5,34.74,0
1394,23,135.51,0
1486,4,55.02,0
1486,1,28.13,1
1274,8,43.3,0
1486,5,28.44,0
1247,6,51.07,0
1486,1,26.85,1
115,13,92.1,0
1486,1,37.33,1
336,6,120.96,0
1486,3,7.51,0
1486,1,35.17,1
1486,2,24.72,0
1486,1,6.66,1
251,5,45.39,0
1486,1,21.55,1
1486,1,14.16,1
1486,1,9.16,1
653,4,3.25,0
1486,1,14.1,1
754,5,38.21,0
1486,3,12.22,0
1486,1,25.61,1
13,8,131.51,0
1486,1,95.42,1
1486,2,24.14,0
1486,3,9.95,0
1393,3,23.34,0
1486,1,65.33,1
1148,2,13.79,0
1486,2,25.92,0
1458,3,36.29,0
1486,4,91.54,0
1486,1,12.99,1
1485,2,40.48,0
363,25,215.22,0
1485,1,19.46,1
1485,5,103.52,0
1437,8,279.72,0
1485,1,24.6,1
525,1,8.97,1
1485,1,22.39,1
1097,8,174.52,0
1485,3,46.76,0
1485,1,8.78,1
331,44,608.68,0
1485,1,14.27,1
335,4,63.06,0
1485,3,21.02,0
1485,2,60.76,0
48,20,279.09,0
1485,1,20.75,1
1484,1,19.05,1
1485,4,24.68,0
1485,1,23.63,1
9,39,272.54,0
1485,1,13.63,1
1485,1,10.07,1
1485,1,13.06,1
1485,1,65.33,1
1485,1,11.98,1
1485,1,13.05,1
1485,2,23.61,0
1148,15,227.98,0
1368,3,158.42,0
1485,1,14.25,1
497,8,86.22,0
1485,2,67.66,0
1484,1,8.63,1
275,3,31.37,0
1421,2,23.04,0
1359,6,48.11,0
1484,3,39.26,0
1484,1,20.51,1
1484,1,8.44,1
1484,2,22.0,0
1484,1,35.18,1
1484,1,10.49,1
1484,4,40.91,0
1484,1,9.63,1
646,14,50.66,0
1484,1,11.7,1
873,10,44.45,0
1484,1,8.83,1
765,27,342.95,0
1484,4,12.49,0
261,3,29.74,0
29,24,142.91,0
1484,2,20.03,0
657,6,88.43,0
1440,4,63.31,0
1484,1,8.41,1
1438,2,14.75,0
1484,1,17.37,1
1379,4,17.52,0
1484,1,4.12,1
703,2,40.12,0
1484,1,3.54,1
1484,1,70.11,1
1479,3,45.34,0
1484,2,10.53,0
40,5,75.57,0
1484,4,35.19,0
1484,1,21.21,1
1484,2,18.01,0
1484,3,20.91,0
1115,7,67.74,0
1484,3,36.1,0
1484,1,2.76,1
1483,3,11.58,0
1483,1,3.44,1
1469,4,47.77,0
1483,1,49.99,1
1483,1,15.39,1
265,2,35.5,0
1483,2,25.4,0
1194,4,38.92,0
1147,1,19.79,1
1483,1,3.36,1
1483,1,20.49,1
1483,2,86.81,0
1459,6,48.12,0
1017,2,21.24,0
1483,2,27.24,0
1482,4,132.36,0
1483,10,15.77,0
1483,6,33.57,0
1483,1,1.28,1
1483,1,21.11,1
1483,1,26.71,1
1343,2,16.42,0
1483,1,13.6,1
1479,3,25.9,0
545,18,58.39,0
1474,6,98.07,0
1483,2,21.08,0
1483,3,10.89,0
1482,7,45.5,0
189,12,90.61,0
478,33,190.75,0
433,5,52.47,0
473,4,51.9,0
504,16,250.53,0
1368,8,70.97,0
1482,1,6.98,1
1482,1,1.73,1
1482,3,19.12,0
104,1,12.33,1
1482,1,6.94,1
1448,1,12.38,1
765,3,36.35,0
1482,1,11.7,1
1482,2,4.29,0
1482,1,1.73,1
1075,9,86.22,0
1457,2,29.91,0
1482,5,20.23,0
783,9,65.42,0
1482,1,26.24,1
1482,3,36.01,0
1482,1,18.74,1
1482,5,29.94,0
1418,2,44.25,0
493,30,228.76,0
1080,17,118.8,0
1191,2,25.19,0
512,2,102.0,0
1335,6,51.43,0
1482,3,14.77,0
1482,2,6.87,0
97,48,654.69,0
1482,2,62.98,0
1482,1,26.71,1
1482,1,23.28,1
971,3,61.61,0
55,105,441.56,0
1481,1,37.33,1
1449,3,49.81,0
1481,1,23.75,1
1481,4,34.08,0
29,3,57.39,0
1074,20,87.82,0
1162,7,64.96,0
1481,1,19.15,1
1061,2,21.67,0
65,30,728.32,0
466,4,43.35,0
1481,1,17.75,1
1481,1,67.46,1
1481,1,7.68,1
1481,2,15.09,0
286,39,402.36,0
588,12,66.86,0
1481,1,20.83,1
1467,5,15.9,0
1395,4,19.81,0
1481,4,17.79,0
1481,1,15.39,1
1481,2,12.79,0
1481,1,17.02,1
1481,3,16.82,0
1481,1,11.7,1
1481,1,9.25,1
1481,1,9.74,1
1481,6,32.74,0
828,8,40.25,0
1481,1,6.59,1
566,47,364.3,0
1481,1,7.28,1
1481,1,49.99,1
1480,7,37.21,0
444,11,183.41,0
1480,2,19.12,0
895,3,43.03,0
247,6,97.54,0
1480,1,8.78,1
1480,2,14.47,0
1480,5,38.78,0
1453,3,21.65,0
1480,2,16.36,0
1480,4,31.83,0
1480,1,37.33,1
1480,3,58.15,0
1402,1,8.93,1
1480,3,17.78,0
1480,2,38.79,0
1480,4,85.86,0
1480,1,25.61,1
877,11,150.56,0
1480,3,25.29,0
74,9,68.89,0
1480,6,13.13,0
1054,9,81.18,0
1222,1,29.84,1
1480,1,7.91,1
1480,1,9.27,1
1480,1,32.05,1
1480,7,39.63,0
1480,2,8.95,0
1480,2,10.79,0
1480,1,14.25,1
1480,1,7.56,1
1480,1,12.04,1
1462,1,7.72,1
1480,3,26.35,0
1041,4,84.8,0
1480,1,26.63,1
1480,3,15.64,0
1395,9,59.63,0
323,12,95.77,0
1480,1,10.98,1
1480,1,19.21,1
1360,4,100.79,0
1480,1,23.53,1
1439,5,10.63,0
1480,2,20.4,0
1479,4,9.03,0
1480,1,6.66,1
1479,1,4.2,1
939,14,50.69,0
1479,2,3.19,0
1479,1,7.49,1
1074,12,101.65,0
1479,6,184.47,0
1479,1,8.41,1
1479,3,14.79,0
1479,3,22.03,0
374,1,15.93,1
1479,1,9.1,1
161,12,184.91,0
1479,1,28.99,1
1479,1,49.99,1
1479,1,10.88,1
1479,5,34.0,0
527,17,276.42,0
1421,2,23.6,0
1288,5,79.5,0
1479,2,29.66,0
1476,1,13.76,1
1479,1,9.74,1
1479,7,22.93,0
811,37,163.79,0
1479,2,18.47,0
1479,4,10.95,0
381,30,229.79,0
543,3,44.09,0
478,7,32.21,0
1448,10,49.62,0
657,10,88.0,0
919,12,75.44,0
1479,2,17.75,0
153,10,108.61,0
1434,3,43.65,0
1434,1,14.25,1
1477,6,16.54,0
1189,9,54.37,0
1109,3,56.56,0
1478,2,21.12,0
1468,2,32.91,0
1478,2,26.41,0
1449,7,92.92,0
1478,1,84.27,1
1224,2,29.4,0
1478,1,12.59,1
1478,1,32.96,1
1478,1,26.24,1
210,21,131.73,0
1467,7,47.93,0
823,3,89.39,0
1462,2,35.72,0
1478,1,34.22,1
1478,2,26.67,0
1478,1,23.43,1
1004,4,60.68,0
29,3,28.63,0
1478,1,9.62,1
1303,2,15.44,0
37,5,14.52,0
1478,1,30.5,1
283,4,76.6,0
1478,2,21.07,0
1478,1,19.01,1
193,2,19.46,0
1478,4,34.87,0
336,7,273.16,0
1478,1,6.46,1
1478,2,29.18,0
1478,1,19.39,1
1440,2,12.67,0
1478,4,37.58,0
1475,2,31.49,0
366,11,80.44,0
1478,2,19.48,0
1478,2,24.27,0
1456,2,11.72,0
1163,11,103.94,0
1186,6,67.84,0
62,513,4126.96,0
349,22,169.01,0
399,8,60.18,0
1478,2,27.89,0
1478,1,10.73,1
1478,12,14.1,0
1478,1,15.43,1
1417,8,39.7,0
614,14,111.21,0
1478,1,3.98,1
1478,1,49.99,1
1477,1,28.99,1
1477,1,9.74,1
1370,2,17.7,0
1351,9,41.56,0
1477,5,30.21,0
1473,4,13.8,0
1341,9,74.22,0
1477,1,6.63,1
1477,1,11.62,1
1477,2,19.63,0
1477,3,27.67,0
490,3,56.63,0
185,10,75.82,0
1471,4,29.74,0
1477,1,6.62,1
848,15,132.04,0
991,5,50.81,0
877,10,116.61,0
1114,4,107.26,0
1477,1,10.18,1
1466,1,4.83,1
1477,1,4.49,1
1476,5,54.77,0
1474,1,83.32,1
647,60,414.95,0
1127,6,86.48,0
659,1,14.88,1
861,4,28.71,0
1464,3,156.48,0
1172,5,32.7,0
1388,1,13.33,1
1476,3,21.9,0
989,9,28.33,0
1386,2,12.43,0
1477,2,12.19,0
1392,6,41.05,0
1471,1,37.49,1
705,21,200.88,0
349,4,22.6,0
1466,3,19.7,0
1477,4,32.11,0
922,99,1344.73,0
1477,2,27.85,0
129,3,49.61,0
452,3,47.87,0
279,2,11.68,0
95,3,25.22,0
1440,1,13.33,1
1240,10,80.74,0
340,2,65.62,0
12,6,102.56,0
1416,1,8.66,1
632,5,13.23,0
1477,1,12.34,1
1465,2,66.64,0
1477,1,12.34,1
1018,8,75.17,0
1476,1,49.99,1
47,18,197.7,0
1477,1,34.65,1
1477,1,49.99,1
1477,4,55.91,0
452,10,51.32,0
1477,3,116.4,0
1476,3,39.94,0
1414,14,42.55,0
1476,2,21.96,0
1476,1,9.74,1
846,12,122.48,0
1476,1,12.34,1
519,6,77.01,0
110,15,175.54,0
706,1,38.92,1
1100,1,18.81,1
563,5,73.13,0
100,78,736.41,0
1075,3,55.2,0
524,3,38.61,0
1459,3,15.49,0
1476,1,34.22,1
1352,7,87.34,0
768,4,73.38,0
1029,2,47.53,0
848,7,63.79,0
93,3,42.92,0
840,1,16.62,1
516,3,43.41,0
1045,3,37.76,0
1458,1,13.54,1
117,8,115.76,0
1459,1,6.49,1
1476,4,92.65,0
1216,1,3.59,1
1476,1,14.53,1
1450,1,2.4,1
1475,1,6.83,1
1475,4,43.05,0
1188,2,86.37,0
1476,1,14.53,1
29,29,259.15,0
1155,8,70.55,0
1474,1,88.33,1
1083,3,25.68,0
1476,2,17.19,0
853,1,5.77,1
199,5,50.97,0
1413,6,125.33,0
317,1,9.4,1
1475,5,16.27,0
544,10,83.68,0
393,1,27.49,1
1475,1,25.61,1
1474,7,75.74,0
1475,1,18.22,1
918,2,47.87,0
695,1,4.91,1
1475,7,52.28,0
385,8,101.46,0
1475,2,9.82,0
1475,3,25.08,0
1475,1,20.83,1
1470,1,14.53,1
795,4,32.39,0
1407,3,57.69,0
462,1,30.33,1
108,1,9.13,1
1475,3,18.22,0
1475,1,15.7,1
1475,1,36.0,1
1082,2,33.39,0
851,3,40.03,0
1471,1,23.75,1
1475,1,5.83,1
1193,1,4.92,1
20,1,23.08,1
1475,1,29.14,1
54,7,109.72,0
1474,2,27.68,0
1051,4,45.67,0
1475,4,39.95,0
1380,11,134.56,0
1475,1,18.29,1
1475,2,27.88,0
47,10,222.68,0
1211,7,92.22,0
1475,1,5.45,1
1475,1,12.34,1
1475,2,38.5,0
146,9,87.92,0
1475,1,21.11,1
1472,1,14.61,1
606,2,2.59,0
1383,5,52.96,0
1475,1,7.72,1
1475,1,65.0,1
1329,4,51.29,0
1475,1,49.99,1
1474,1,12.34,1
1352,3,16.35,0
460,27,134.37,0
1474,2,13.06,0
619,2,65.7,0
147,38,415.93,0
1474,1,4.83,1
1024,1,5.47,1
497,9,112.71,0
1474,5,33.01,0
1474,1,19.2,1
1206,3,20.74,0
1474,1,64.92,1
1474,1,18.22,1
373,1,10.15,1
1241,3,30.79,0
1074,5,40.04,0
930,4,63.46,0
454,9,117.9,0
74,7,67.1,0
1473,1,3.7,1
1474,1,13.93,1
1290,14,89.06,0
1390,1,13.33,1
598,3,26.94,0
1260,9,82.12,0
1470,1,6.36,1
614,7,63.08,0
1474,1,16.8,1
1474,1,6.97,1
1130,12,24.39,0
137,14,145.43,0
1474,1,12.34,1
120,12,106.71,0
1424,5,99.4,0
1437,9,102.29,0
148,2,34.03,0
1474,1,7.35,1
682,32,257.8,0
1474,1,7.49,1
1474,1,7.13,1
1434,1,3.93,1
653,5,33.6,0
288,12,193.98,0
1018,1,14.33,1
1473,1,17.09,1
861,2,29.27,0
749,12,55.57,0
1474,1,14.33,1
1474,2,19.42,0
1473,2,10.98,0
1474,1,12.34,1
1081,5,57.76,0
337,7,186.65,0
1393,8,48.32,0
1383,2,33.7,0
562,25,106.68,0
1471,1,12.34,1
973,9,34.67,0
781,1,51.06,1
1312,2,36.52,0
701,5,32.07,0
1430,2,29.93,0
700,16,98.46,0
1360,3,60.32,0
1012,2,16.9,0
968,5,78.07,0
1466,2,29.06,0
1147,9,66.51,0
1473,2,12.73,0
858,8,65.02,0
1469,3,27.63,0
1410,1,65.33,1
1473,7,46.76,0
1473,4,18.07,0
1060,10,72.45,0
1473,1,6.83,1
1472,4,31.49,0
602,1,5.1,1
1473,1,14.53,1
261,4,73.52,0
1305,16,122.83,0
268,3,43.12,0
393,1,10.98,1
1468,1,12.34,1
267,6,113.82,0
1131,2,20.84,0
1473,1,8.78,1
818,4,104.52,0
1473,1,9.58,1
1449,8,189.25,0
1473,2,7.83,0
1228,2,30.62,0
1470,2,17.27,0
846,6,67.16,0
1210,2,6.92,0
1473,1,12.34,1
1473,5,48.2,0
1423,1,45.3,1
1473,2,14.07,0
1473,1,12.34,1
378,20,131.18,0
1163,3,41.5,0
1356,1,8.57,1
65,3,26.22,0
1181,3,6.58,0
37,17,224.41,0
1312,3,57.25,0
1473,2,11.13,0
1473,2,21.88,0
1222,1,9.36,1
1311,5,84.04,0
768,3,42.53,0
1451,2,40.96,0
1473,1,15.96,1
28,5,51.92,0
1171,7,23.53,0
1473,2,18.8,0
1473,2,64.15,0
1369,1,13.33,1
1473,2,6.75,0
18,4,62.02,0
1403,4,36.69,0
1324,2,24.47,0
1465,2,17.05,0
1473,1,19.57,1
1473,1,7.28,1
1312,3,60.18,0
1473,1,7.68,1
1472,2,15.93,0
1312,2,63.85,0
1041,8,59.52,0
432,1,38.18,1
858,3,46.7,0
1473,1,19.39,1
1420,6,58.56,0
1473,1,14.53,1
1393,11,95.94,0
1423,5,52.89,0
715,2,64.04,0
1249,4,30.83,0
39,5,61.83,0
738,26,226.24,0
1473,3,34.82,0
1432,8,80.67,0
1473,4,11.44,0
1357,11,53.41,0
925,5,58.39,0
1473,1,16.24,1
1473,1,3.7,1
1469,1,12.34,1
279,4,44.97,0
404,6,71.58,0
1473,1,31.49,1
329,13,168.99,0
1439,7,104.49,0
1300,1,13.11,1
1473,1,14.63,1
390,5,55.05,0
1380,16,59.92,0
1473,1,17.17,1
1473,4,20.31,0
263,4,37.85,0
1473,7,70.59,0
1107,1,0.83,1
1347,6,22.09,0
861,5,39.26,0
303,14,111.09,0
1013,4,93.98,0
1473,1,8.78,1
1473,1,14.53,1
1034,7,61.95,0
1218,3,18.14,0
969,1,85.68,1
297,28,115.68,0
1440,4,24.24,0
1064,3,36.08,0
1473,1,11.98,1
1004,4,66.89,0
1473,2,20.7,0
1473,1,15.59,1
1465,5,36.12,0
1473,1,33.7,1
688,2,26.59,0
60,9,19.31,0
1468,4,24.4,0
1473,1,7.72,1
1455,3,46.0,0
1473,1,7.96,1
280,5,89.9,0
1440,2,19.58,0
394,1,7.27,1
928,6,73.43,0
1341,13,76.2,0
1472,5,46.77,0
1472,1,12.34,1
1472,1,6.63,1
198,12,131.7,0
1462,2,54.06,0
751,4,9.9,0
615,2,15.87,0
1472,1,5.49,1
1010,35,303.21,0
590,4,101.92,0
1472,1,34.1,1
1285,4,39.69,0
1472,2,53.31,0
1472,1,21.5,1
1472,1,6.98,1
1472,4,40.78,0
1062,8,123.16,0
1472,1,13.38,1
1348,5,25.83,0
1467,2,9.67,0
1472,2,33.65,0
1470,3,46.47,0
234,28,226.38,0
1472,1,8.74,1
1472,1,10.03,1
903,19,219.6,0
1289,3,47.94,0
728,12,112.32,0
1472,1,8.31,1
1472,3,44.79,0
1472,1,29.98,1
1358,19,71.14,0
1472,2,12.46,0
1472,3,31.57,0
105,2,172.71,0
718,9,115.12,0
1472,1,8.74,1
1440,4,31.89,0
1439,3,16.87,0
1445,3,13.6,0
1472,1,23.74,1
1435,7,48.95,0
1198,13,59.19,0
1472,1,6.74,1
1471,4,50.66,0
1471,3,30.36,0
1472,5,55.36,0
1471,1,20.83,1
1471,3,7.25,0
1471,1,192.67,1
427,3,9.78,0
917,5,26.17,0
1471,3,83.59,0
1471,2,35.97,0
1471,4,33.28,0
833,22,296.22,0
1471,1,9.74,1
1471,1,29.47,1
1471,2,22.7,0
1469,1,43.33,1
1471,5,22.35,0
1017,8,54.96,0
138,5,76.79,0
1471,1,25.48,1
1434,5,40.39,0
1471,1,8.03,1
1471,4,20.48,0
1471,2,22.8,0
1471,1,14.53,1
1457,2,3.98,0
287,3,33.49,0
1469,2,9.77,0
77,26,223.9,0
1045,12,114.03,0
1029,10,50.89,0
1471,5,27.5,0
882,7,65.84,0
1470,2,15.71,0
1471,2,14.32,0
1471,1,13.5,1
1211,7,97.8,0
1471,1,69.67,1
1115,6,39.87,0
230,32,308.16,0
1471,5,43.18,0
782,9,157.05,0
1471,1,21.11,1
1470,1,7.49,1
392,21,170.39,0
1470,1,12.49,1
1470,1,37.33,1
1160,2,25.89,0
1470,1,19.15,1
1000,9,103.64,0
858,13,132.67,0
545,7,198.64,0
1470,1,4.11,1
1470,1,39.98,1
6,19,117.84,0
1470,1,13.33,1
1470,1,8.18,1
1470,1,10.43,1
1470,1,4.11,1
8,1,25.48,1
691,9,82.0,0
1470,2,21.43,0
1015,11,40.49,0
1470,3,33.24,0
706,2,27.85,0
392,4,76.75,0
1470,2,34.87,0
1470,11,39.37,0
1075,3,29.78,0
1470,3,31.36,0
1060,7,30.2,0
1470,4,54.58,0
1100,4,56.92,0
1088,2,43.54,0
1365,15,45.93,0
1470,1,17.05,1
528,6,81.09,0
1036,10,187.27,0
1470,1,64.92,1
1470,1,46.2,1
39,6,77.25,0
1470,1,24.94,1
1470,2,11.6,0
317,13,125.81,0
1444,6,60.56,0
1461,11,42.26,0
1438,8,26.99,0
1470,5,7.26,0
1470,1,102.83,1
721,7,62.53,0
1438,3,33.21,0
1469,2,31.48,0
1469,5,17.69,0
1463,1,19.99,1
1469,1,26.38,1
1469,1,3.33,1
1469,2,23.84,0
1461,23,82.6,0
1469,1,13.25,1
1469,1,11.08,1
1423,2,34.62,0
855,3,29.91,0
1469,2,25.79,0
1427,4,29.97,0
1469,1,15.98,1
1469,1,64.92,1
1469,3,31.1,0
1214,8,30.23,0
1452,1,14.65,1
1469,1,13.33,1
1469,1,25.19,1
1466,1,14.2,1
1469,1,18.89,1
1469,1,8.74,1
1469,2,20.88,0
1404,5,39.32,0
1469,3,27.5,0
1186,2,22.84,0
1469,3,55.67,0
174,22,163.39,0
1463,1,9.89,1
1469,1,17.4,1
1438,1,6.5,1
1469,2,55.37,0
1452,2,9.66,0
1461,4,31.53,0
1469,3,16.58,0
1469,3,45.13,0
1469,1,23.46,1
14,12,85.58,0
1376,14,118.73,0
316,1,10.25,1
1469,2,10.86,0
1465,1,26.71,1
886,3,16.16,0
1275,4,25.4,0
1389,2,26.59,0
1339,4,31.48,0
1336,5,71.49,0
835,8,26.4,0
1449,1,19.06,1
1440,1,9.99,1
112,11,47.31,0
500,2,4.57,0
1468,1,14.53,1
331,2,16.69,0
1106,12,96.38,0
1292,1,2.34,1
1370,4,45.81,0
1259,5,30.12,0
1426,5,46.61,0
873,38,171.66,0
1438,7,89.5,0
1463,1,13.91,1
1246,2,71.33,0
1011,2,21.57,0
565,4,38.97,0
1010,8,103.31,0
1209,7,12.01,0
1468,2,26.87,0
744,1,16.11,1
1468,1,19.15,1
1468,2,19.69,0
1341,6,100.85,0
780,1,23.55,1
1297,5,21.5,0
170,5,45.98,0
1115,1,41.92,1
560,2,13.68,0
1468,1,12.34,1
1188,1,36.64,1
1468,1,14.53,1
392,4,42.76,0
734,5,10.05,0
401,9,66.37,0
1468,2,14.41,0
1467,1,21.11,1
414,8,76.48,0
