recency,frequency,monetary,clusters
505,4,37.19,0
505,1,11.98,1
505,2,10.0,0
505,1,99.67,1
505,1,11.3,1
505,4,5.91,0
88,2,41.35,0
504,1,16.96,1
505,1,23.69,1
505,3,27.22,0
505,1,5.84,1
505,2,5.91,0
505,1,10.4,1
388,18,128.48,0
279,4,20.13,0
505,1,6.07,1
505,2,7.09,0
505,1,5.48,1
379,15,94.08,0
504,4,32.36,0
504,3,93.44,0
504,2,6.94,0
504,1,11.3,1
504,1,25.28,1
504,1,20.7,1
504,1,9.85,1
504,1,12.87,1
504,2,9.8,0
504,3,36.68,0
504,2,26.13,0
361,10,101.61,0
504,1,2.63,1
504,1,6.65,1
192,8,79.08,0
504,3,18.7,0
504,1,42.16,1
266,6,28.47,0
504,1,11.28,1
504,1,6.34,1
499,1,29.25,1
504,3,18.95,0
495,2,8.85,0
504,1,6.87,1
504,1,12.95,1
504,1,6.87,1
504,1,7.43,1
504,6,46.73,0
504,1,23.07,1
504,1,5.84,1
504,1,12.13,1
504,1,8.53,1
503,1,54.39,1
504,1,20.22,1
7,3,20.8,0
504,3,24.39,0
503,2,5.59,0
503,1,9.8,1
214,9,55.06,0
503,1,67.77,1
503,8,44.91,0
437,14,81.25,0
503,5,40.22,0
503,2,5.51,0
342,5,34.56,0
502,6,25.5,0
6,28,296.36,0
503,1,14.98,1
503,2,48.26,0
503,3,18.31,0
503,1,30.8,1
503,1,7.24,1
186,3,53.66,0
287,3,96.77,0
21,3,49.21,0
503,2,20.78,0
503,7,51.06,0
503,1,17.89,1
503,1,4.02,1
503,1,20.66,1
493,7,56.13,0
84,5,121.92,0
503,2,10.98,0
503,1,4.74,1
196,9,38.77,0
503,1,4.28,1
503,1,31.92,1
503,1,0.81,1
389,8,77.55,0
503,1,11.17,1
503,1,28.16,1
502,1,7.49,1
502,2,148.66,0
502,3,15.76,0
502,2,23.18,0
502,1,5.9,1
502,1,8.63,1
502,2,16.44,0
502,1,7.0,1
502,1,7.47,1
502,1,17.54,1
502,1,3.21,1
502,1,46.08,1
502,1,20.7,1
502,1,18.6,1
502,8,53.11,0
502,2,24.59,0
502,5,62.85,0
469,16,130.65,0
502,1,16.65,1
133,10,64.33,0
502,1,10.81,1
502,1,17.04,1
32,2,27.78,0
502,1,14.56,1
429,1,9.99,1
502,2,12.96,0
486,3,37.46,0
502,2,19.58,0
3,2,18.79,0
502,2,12.23,0
454,3,28.32,0
30,12,192.11,0
502,1,4.42,1
502,1,9.3,1
502,1,10.38,1
501,4,26.96,0
501,1,59.35,1
501,1,4.7,1
437,6,65.89,0
501,1,10.41,1
501,1,23.28,1
287,6,60.53,0
501,5,33.8,0
443,1,8.53,1
501,1,10.18,1
446,2,27.54,0
501,1,2.63,1
501,2,9.5,0
501,1,5.84,1
501,9,68.58,0
243,18,247.85,0
501,2,15.7,0
501,1,15.83,1
501,3,24.86,0
501,1,17.98,1
240,1,8.49,1
501,5,41.93,0
501,5,29.76,0
501,1,4.19,1
93,5,66.79,0
500,10,125.44,0
484,2,35.25,0
501,4,7.37,0
501,1,24.3,1
492,1,7.24,1
476,2,28.07,0
501,1,1.88,1
326,20,184.01,0
501,4,71.75,0
501,1,19.99,1
501,1,6.88,1
500,2,43.58,0
482,2,63.03,0
3,12,75.79,0
500,1,6.62,1
492,4,62.12,0
500,1,3.31,1
500,1,15.16,1
283,6,73.04,0
500,5,15.75,0
500,1,19.55,1
500,1,4.9,1
500,1,3.81,1
118,6,72.57,0
500,1,7.72,1
402,1,34.48,1
500,2,7.1,0
500,1,19.16,1
500,1,1.32,1
500,1,9.67,1
500,2,27.02,0
477,4,11.42,0
110,2,26.19,0
491,4,13.59,0
500,1,21.59,1
500,4,15.03,0
1,3,77.01,5
500,1,19.61,1
500,1,19.6,1
275,12,45.63,0
500,1,6.84,1
499,2,11.34,0
500,3,22.01,0
500,1,19.55,1
500,1,13.61,1
133,3,56.05,0
120,8,50.01,0
500,1,8.63,1
500,1,7.47,1
499,1,36.34,1
496,1,3.83,1
186,14,152.48,0
449,4,7.45,0
499,5,54.65,0
383,2,262.24,0
499,1,30.19,1
499,1,8.53,1
499,1,52.51,1
455,3,35.81,0
499,2,34.99,0
499,3,30.45,0
499,1,10.1,1
417,4,107.54,0
69,4,48.23,0
499,5,19.86,0
499,1,5.3,1
499,2,14.92,0
499,3,23.52,0
184,8,45.22,0
499,1,20.6,1
499,2,20.8,0
499,3,37.18,0
499,2,13.01,0
499,2,14.14,0
499,1,12.84,1
499,3,25.64,0
499,1,28.8,1
120,3,14.04,0
499,1,21.59,1
499,1,5.09,1
499,2,17.04,0
499,1,10.63,1
499,1,6.07,1
499,1,11.06,1
427,2,52.56,0
73,5,31.5,0
499,1,13.27,1
499,1,20.77,1
499,2,16.88,0
417,8,53.76,0
499,1,12.95,1
381,3,36.05,0
499,1,8.31,1
499,1,4.42,1
498,1,7.47,1
499,1,23.33,1
499,1,108.33,1
499,1,26.6,1
408,2,28.43,0
499,1,7.56,1
499,1,5.09,1
498,2,10.69,0
62,15,55.75,0
498,1,9.63,1
498,1,9.99,1
498,1,2.02,1
498,1,176.88,1
481,3,39.61,0
498,1,13.06,1
498,1,10.22,1
498,1,29.28,1
498,4,12.12,0
498,1,13.27,1
498,1,5.83,1
497,13,600.71,0
496,4,36.13,0
268,9,29.45,0
498,1,2.69,1
498,2,23.84,0
498,3,17.54,0
498,1,10.75,1
498,8,33.96,0
495,1,29.8,1
498,1,31.92,1
483,2,13.37,0
498,1,12.78,1
498,1,5.01,1
498,1,18.82,1
498,1,12.95,1
498,14,122.99,0
241,4,15.48,0
498,2,19.17,0
498,1,29.27,1
498,5,83.97,0
498,1,4.55,1
498,2,17.2,0
498,1,9.75,1
498,1,16.69,1
498,1,11.38,1
497,1,68.9,1
498,2,6.64,0
10,8,112.68,0
498,1,20.16,1
498,2,4.32,0
498,1,12.94,1
498,1,14.21,1
154,2,17.7,0
498,1,6.09,1
497,2,15.77,0
429,7,46.83,0
393,9,111.16,0
117,16,123.91,0
465,6,79.68,0
185,6,32.26,0
497,3,31.62,0
497,1,6.36,1
484,4,27.89,0
497,1,14.99,1
497,1,10.63,1
120,9,92.44,0
497,2,8.73,0
497,1,20.66,1
497,1,9.58,1
497,1,20.3,1
105,10,80.94,0
497,1,9.99,1
497,2,12.94,0
93,2,8.96,0
497,1,20.66,1
497,1,32.5,1
497,1,19.15,1
497,4,87.06,0
497,1,4.14,1
86,23,136.6,0
497,1,5.31,1
497,6,32.12,0
497,5,52.93,0
497,1,17.22,1
497,1,12.84,1
497,1,5.09,1
152,8,235.05,0
497,1,4.32,1
496,4,21.25,0
497,1,31.84,1
497,1,14.37,1
497,1,2.67,1
497,5,23.15,0
448,4,28.47,0
497,1,8.31,1
497,2,7.36,0
497,1,10.63,1
467,10,38.99,0
497,1,14.99,1
497,1,22.43,1
493,1,6.39,1
497,1,12.19,1
284,10,152.54,0
497,2,36.93,0
497,3,14.55,0
484,3,44.02,0
496,1,11.17,1
187,4,72.61,0
336,3,6.3,0
496,1,4.8,1
496,1,23.25,1
496,1,4.51,1
496,4,52.2,0
496,2,15.47,0
496,3,14.14,0
496,1,25.28,1
86,2,23.6,0
496,1,54.83,1
279,5,66.26,0
496,2,16.95,0
496,7,24.13,0
496,3,13.63,0
496,1,9.73,1
496,2,61.72,0
496,1,101.83,1
496,2,23.65,0
116,9,68.83,0
496,1,29.4,1
496,2,7.32,0
231,6,104.03,0
105,2,148.98,0
496,1,21.17,1
234,5,53.4,0
494,1,11.34,1
496,1,5.32,1
496,1,16.65,1
495,2,20.39,0
495,2,7.54,0
495,1,8.62,1
495,1,16.67,1
495,1,27.61,1
495,1,11.24,1
495,2,58.27,0
495,2,22.59,0
282,12,89.69,0
495,1,10.24,1
495,2,9.92,0
495,1,27.61,1
495,1,7.3,1
495,2,8.18,0
495,1,9.99,1
495,1,10.39,1
495,1,4.91,1
495,1,13.87,1
495,1,9.98,1
495,3,2.8,0
491,15,53.29,0
476,3,6.64,0
340,4,48.05,0
495,1,21.31,1
495,1,2.95,1
495,1,5.99,1
495,5,26.71,0
495,1,21.23,1
495,1,3.21,1
427,3,102.43,0
495,1,7.16,1
495,1,9.22,1
494,1,5.29,1
495,1,20.66,1
495,1,4.98,1
495,1,14.87,1
495,1,2.66,1
276,2,13.61,0
495,1,16.44,1
495,1,15.93,1
494,2,47.89,0
495,1,17.81,1
495,1,14.99,1
495,1,4.68,1
495,1,4.01,1
495,2,15.97,0
495,1,45.04,1
494,1,6.56,1
399,7,71.41,0
495,1,9.2,1
495,1,32.76,1
495,2,17.95,0
495,2,34.14,0
495,2,32.92,0
495,1,5.68,1
495,1,3.47,1
495,1,6.21,1
495,2,19.24,0
495,1,4.46,1
495,1,14.99,1
495,1,10.49,1
495,1,23.74,1
494,4,47.03,0
495,1,4.99,1
495,7,20.23,0
495,2,11.83,0
118,1,8.95,1
494,1,2.63,1
402,6,53.61,0
494,2,18.52,0
494,1,4.24,1
490,10,86.72,0
27,3,42.82,0
494,1,9.33,1
494,1,5.27,1
494,1,12.32,1
493,2,30.2,0
494,1,4.93,1
494,2,7.79,0
492,1,22.81,1
494,1,4.1,1
494,1,4.15,1
494,1,27.61,1
494,1,13.44,1
493,1,17.49,1
494,1,34.31,1
124,2,93.15,0
494,1,8.83,1
451,4,28.65,0
494,1,20.26,1
494,1,15.35,1
494,1,30.23,1
494,1,4.15,1
99,5,23.48,0
494,2,8.55,0
494,3,16.61,0
494,1,7.79,1
494,1,4.47,1
494,1,8.97,1
494,1,2.32,1
494,9,37.14,0
494,1,6.22,1
493,6,28.17,0
494,1,7.79,1
494,2,12.93,0
494,2,9.96,0
494,2,19.22,0
494,1,6.19,1
494,1,7.47,1
493,3,24.11,0
295,11,75.97,0
266,8,71.06,0
494,1,4.92,1
494,1,20.22,1
494,1,9.99,1
208,2,10.44,0
469,1,6.16,1
493,8,92.75,0
493,1,4.01,1
493,2,17.08,0
493,1,17.11,1
99,11,194.05,0
493,2,5.25,0
493,1,12.83,1
493,1,12.94,1
493,4,16.08,0
493,1,9.2,1
493,3,28.25,0
493,9,67.83,0
493,1,48.25,1
493,2,21.79,0
493,1,3.95,1
493,1,12.3,1
493,2,26.02,0
493,1,11.69,1
493,3,12.49,0
493,3,25.86,0
487,6,22.93,0
493,1,19.19,1
493,1,12.02,1
493,1,4.66,1
493,1,3.74,1
493,1,9.81,1
493,1,1.22,1
493,2,6.7,0
493,1,9.61,1
490,1,5.31,1
460,2,14.57,0
493,1,39.07,1
493,1,55.98,1
387,8,53.27,0
493,1,9.8,1
493,4,25.03,0
493,2,36.82,0
196,1,8.95,1
269,3,53.67,0
493,1,8.3,1
493,3,17.15,0
493,1,12.03,1
493,3,15.44,0
493,1,33.25,1
493,1,6.98,1
493,1,15.62,1
493,1,4.07,1
493,7,27.15,0
493,1,19.61,1
493,1,10.32,1
105,2,42.32,0
493,1,7.1,1
493,1,11.99,1
493,3,17.12,0
493,1,14.16,1
493,2,12.17,0
493,1,18.82,1
493,2,11.44,0
493,2,18.7,0
493,1,13.19,1
493,1,38.5,1
493,1,34.99,1
300,6,66.98,0
493,7,66.42,0
493,1,12.44,1
493,1,28.35,1
493,7,48.61,0
458,7,57.67,0
493,1,27.4,1
493,1,6.02,1
291,2,63.22,0
493,1,3.47,1
493,1,19.23,1
459,9,25.54,0
493,1,4.1,1
493,1,13.73,1
5,18,137.02,0
7,33,156.8,0
152,3,14.44,0
493,5,84.51,0
493,1,6.84,1
493,6,112.6,0
491,3,38.8,0
275,7,31.2,0
493,3,15.47,0
492,1,27.61,1
492,2,12.65,0
492,5,52.96,0
492,1,2.65,1
492,2,22.93,0
357,2,65.23,0
287,7,39.32,0
492,2,12.19,0
333,2,16.02,0
492,3,16.71,0
492,2,43.3,0
492,1,17.11,1
492,2,9.22,0
436,2,5.16,0
492,2,22.51,0
492,2,8.98,0
492,3,27.46,0
492,2,9.48,0
491,2,13.02,0
120,2,1.0,0
425,10,184.8,0
492,1,23.97,1
492,2,11.34,0
492,4,17.09,0
455,9,61.0,0
38,4,17.79,0
492,2,27.82,0
492,1,6.53,1
492,1,1.02,1
492,1,15.95,1
183,6,33.17,0
492,1,17.16,1
492,1,20.8,1
10,2,40.05,0
492,1,6.62,1
492,2,19.34,0
492,1,2.95,1
492,1,25.28,1
492,1,10.4,1
492,1,9.01,1
492,1,6.55,1
490,1,51.47,1
491,9,92.75,0
492,4,73.41,0
492,4,47.71,0
492,2,46.26,0
492,3,14.9,0
490,1,28.8,1
491,1,2.41,1
183,31,184.02,0
491,1,10.98,1
487,2,33.0,0
491,1,6.42,1
447,2,38.2,0
491,1,3.23,1
491,1,23.93,1
491,1,24.3,1
491,4,19.14,0
491,1,12.53,1
491,2,25.52,0
491,2,27.12,0
491,1,2.08,1
491,1,25.33,1
491,1,5.75,1
491,4,32.33,0
491,1,33.09,1
491,1,1.22,1
491,1,24.62,1
107,9,49.08,0
78,2,7.69,0
491,1,11.02,1
491,2,24.34,0
490,1,25.97,1
491,2,28.85,0
491,1,82.6,1
491,1,15.51,1
491,1,55.98,1
491,1,6.53,1
491,2,20.09,0
491,1,9.85,1
491,1,1.98,1
491,2,7.25,0
192,10,60.12,0
491,1,27.42,1
490,1,26.75,1
395,6,39.7,0
488,1,6.55,1
447,5,55.63,0
471,2,28.09,0
490,1,5.04,1
490,4,18.61,0
487,1,25.28,1
468,5,36.05,0
490,1,7.72,1
490,1,11.67,1
490,1,29.28,1
490,1,31.92,1
490,2,18.52,0
490,1,33.32,1
490,1,20.66,1
490,1,61.87,1
202,10,94.96,0
490,1,11.23,1
490,1,6.09,1
490,1,30.78,1
490,1,3.32,1
458,7,33.76,0
488,3,21.15,0
490,3,60.72,0
490,2,29.35,0
437,3,27.92,0
490,1,7.47,1
490,1,24.98,1
490,1,39.36,1
460,1,61.0,1
490,1,10.61,1
490,3,22.61,0
490,3,10.53,0
490,1,34.31,1
476,2,9.34,0
357,3,39.14,0
490,1,149.53,1
490,2,8.44,0
470,4,33.86,0
490,1,6.61,1
490,3,13.1,0
490,1,26.46,1
490,1,10.14,1
16,12,315.78,0
490,2,6.98,0
490,1,15.77,1
489,1,3.32,1
489,1,57.99,1
489,1,12.19,1
293,13,90.66,0
456,4,64.2,0
489,1,24.6,1
489,1,7.56,1
489,1,24.88,1
489,3,25.04,0
489,1,29.6,1
489,3,26.35,0
489,1,3.47,1
25,11,678.19,0
489,1,24.62,1
489,1,25.97,1
489,1,35.3,1
39,25,157.82,0
489,1,10.61,1
489,1,7.96,1
489,8,28.75,0
489,3,13.52,0
489,1,10.91,1
428,2,33.81,0
474,1,6.4,1
489,2,4.2,0
489,1,5.83,1
488,4,21.77,0
489,2,6.98,0
489,1,9.62,1
489,1,10.97,1
155,3,163.3,0
489,1,27.42,1
489,1,12.33,1
480,2,21.45,0
489,1,19.22,1
489,5,39.12,0
489,1,4.42,1
489,2,27.47,0
489,2,30.3,0
489,1,33.32,1
489,1,8.53,1
462,9,58.38,0
489,2,16.1,0
450,2,17.91,0
488,2,28.71,0
489,2,33.64,0
365,2,46.41,0
488,2,16.12,0
487,3,23.45,0
488,1,23.12,1
488,1,21.92,1
488,2,39.2,0
488,3,48.16,0
488,1,9.8,1
488,2,3.3,0
488,3,26.22,0
488,2,17.7,0
488,1,17.11,1
484,2,18.27,0
488,1,6.19,1
488,1,20.51,1
488,1,13.96,1
185,9,79.68,0
488,2,12.29,0
488,1,8.95,1
488,2,6.64,0
488,3,27.14,0
488,1,7.47,1
488,1,1.99,1
488,1,4.31,1
168,5,40.69,0
488,3,35.87,0
488,2,6.91,0
488,1,1.98,1
488,5,19.19,0
487,1,29.4,1
488,1,6.28,1
488,5,89.84,0
460,3,19.39,0
488,1,20.8,1
488,1,20.6,1
488,2,31.42,0
475,5,76.72,0
488,1,18.81,1
488,1,8.88,1
488,2,48.83,0
488,1,13.67,1
483,2,8.76,0
488,3,25.57,0
488,3,21.98,0
488,1,71.63,1
338,1,25.97,1
332,1,16.32,1
488,1,6.07,1
194,2,13.28,0
487,2,15.25,0
164,2,60.83,0
346,3,24.33,0
487,3,16.2,0
361,2,7.28,0
487,2,16.34,0
487,1,10.61,1
170,11,67.85,0
487,1,10.61,1
276,2,46.07,0
487,3,28.7,0
487,1,9.58,1
487,1,4.32,1
310,4,35.29,0
487,2,29.41,0
487,2,37.31,0
487,1,12.48,1
487,1,7.47,1
487,2,13.26,0
487,3,17.21,0
487,1,12.95,1
336,5,30.67,0
487,9,30.15,0
487,1,9.81,1
487,2,16.32,0
487,1,12.59,1
487,1,5.04,1
487,1,15.3,1
487,2,6.98,0
487,2,4.41,0
395,6,111.62,0
487,2,86.5,0
487,1,11.83,1
480,1,3.87,1
486,1,5.31,1
486,1,20.8,1
485,10,14.33,0
486,1,2.67,1
486,1,2.63,1
486,1,14.3,1
482,1,8.94,1
486,3,43.62,0
486,1,16.32,1
125,1,16.82,1
486,4,47.89,0
486,2,26.49,0
476,2,17.4,0
486,1,15.9,1
460,6,38.93,0
163,4,30.62,0
484,5,143.2,0
486,1,9.33,1
486,1,2.65,1
486,1,11.33,1
486,1,22.34,1
486,1,5.32,1
422,2,16.58,0
209,3,16.59,0
484,1,16.65,1
484,3,54.96,0
486,4,42.61,0
486,1,71.9,1
486,2,22.1,0
486,1,34.7,1
454,5,29.2,0
344,5,50.19,0
486,2,13.02,0
486,1,105.79,1
486,1,39.89,1
471,4,17.01,0
486,1,4.42,1
486,1,42.49,1
344,10,87.2,0
486,2,6.98,0
486,1,5.81,1
486,5,41.75,0
486,3,51.91,0
486,2,6.22,0
421,1,18.82,1
486,2,13.04,0
486,1,28.35,1
476,4,34.18,0
485,10,80.88,0
485,1,7.96,1
485,1,49.3,1
485,1,10.39,1
485,1,20.15,1
485,1,17.11,1
482,2,17.25,0
485,4,38.01,0
485,1,115.5,1
485,1,17.81,1
173,2,12.22,0
485,1,7.46,1
485,2,13.46,0
485,1,29.4,1
485,1,34.66,1
230,5,41.54,0
140,2,38.85,0
485,1,5.19,1
485,1,9.63,1
485,4,12.51,0
37,4,19.7,0
485,1,146.88,1
485,1,24.9,1
485,8,69.37,0
402,8,48.96,0
485,1,16.66,1
431,9,95.87,0
485,1,8.06,1
466,3,77.41,0
485,4,18.45,0
485,2,19.08,0
485,3,24.0,0
485,1,7.56,1
485,3,40.37,0
485,4,31.46,0
485,1,2.26,1
485,1,10.27,1
39,4,52.27,0
485,2,12.55,0
485,1,27.0,1
142,13,133.78,0
485,1,25.28,1
195,6,158.64,0
479,2,26.16,0
462,5,24.39,0
485,2,8.28,0
485,1,29.61,1
476,2,117.21,0
363,15,155.76,0
380,6,68.67,0
485,1,50.56,1
484,3,39.38,0
484,1,4.28,1
484,1,20.22,1
484,3,108.37,0
484,1,5.31,1
484,1,4.95,1
484,1,15.63,1
471,7,39.55,0
99,2,37.18,0
409,2,8.84,0
107,2,32.05,0
484,1,4.9,1
484,1,41.25,1
381,11,116.04,0
484,1,26.65,1
484,2,68.4,0
484,1,19.97,1
484,1,15.92,1
478,1,20.8,1
454,5,40.01,0
484,2,12.98,0
484,2,27.78,0
353,3,32.41,0
484,1,14.73,1
484,1,9.8,1
480,2,27.53,0
484,1,13.6,1
484,1,27.6,1
484,2,10.6,0
484,1,24.62,1
481,9,109.11,0
484,3,7.11,0
484,2,19.38,0
484,3,19.23,0
484,1,29.4,1
484,1,5.81,1
277,14,61.72,0
271,2,37.87,0
484,1,8.32,1
484,1,6.73,1
472,2,14.36,0
484,1,4.42,1
484,1,8.21,1
427,14,48.77,0
484,1,89.09,1
484,1,8.15,1
484,2,11.66,0
473,5,33.99,0
484,3,28.79,0
484,5,23.31,0
484,1,20.66,1
483,2,58.98,0
484,1,28.3,1
484,1,6.66,1
483,1,7.58,1
483,1,2.78,1
483,1,21.17,1
483,2,29.05,0
483,3,15.53,0
156,3,34.32,0
482,3,16.98,0
483,1,16.84,1
480,1,9.13,1
483,5,56.81,0
482,2,37.12,0
483,1,19.18,1
483,1,27.61,1
483,1,1.91,1
483,1,8.53,1
84,11,83.63,0
483,1,24.98,1
483,1,12.33,1
364,2,90.68,0
483,1,10.81,1
483,3,26.58,0
482,1,28.35,1
483,1,7.72,1
483,1,12.97,1
483,1,2.38,1
483,2,11.47,0
325,5,24.14,0
483,1,5.77,1
483,1,8.94,1
483,1,17.96,1
483,3,26.66,0
483,1,10.43,1
483,6,17.94,0
317,3,32.0,0
482,4,26.54,0
482,1,29.28,1
379,1,1.44,1
482,2,17.26,0
482,1,59.17,1
482,2,18.22,0
478,1,95.83,1
478,11,49.53,0
472,6,24.53,0
482,1,5.46,1
140,2,9.01,0
482,3,7.75,0
482,2,10.18,0
482,1,27.42,1
482,2,31.51,0
482,1,24.3,1
265,12,103.68,0
332,5,14.55,0
482,1,4.95,1
54,31,293.13,0
330,2,47.9,0
482,1,8.53,1
482,4,7.9,0
467,7,30.22,0
153,14,62.33,0
482,3,23.85,0
448,6,51.18,0
482,1,12.9,1
7,3,16.01,0
442,9,379.5,0
480,2,31.17,0
482,1,6.94,1
482,1,55.98,1
482,1,3.32,1
482,4,23.13,0
482,3,9.09,0
272,3,104.19,0
482,1,5.84,1
482,1,8.06,1
482,1,19.18,1
216,7,85.73,0
482,2,12.84,0
482,1,44.0,1
481,3,38.01,0
482,1,10.39,1
481,1,17.98,1
481,2,18.45,0
237,16,48.27,0
37,13,70.11,0
22,10,121.62,0
481,1,7.37,1
481,4,37.81,0
481,2,15.96,0
474,2,49.96,0
371,13,136.79,0
337,28,96.78,0
481,4,17.25,0
67,7,185.08,0
481,2,32.99,0
481,3,7.26,0
481,1,8.06,1
481,1,8.65,1
481,1,4.31,1
481,1,11.17,1
481,2,24.08,0
481,1,5.46,1
481,1,19.99,1
481,2,13.08,0
481,2,19.11,0
481,3,32.85,0
480,1,146.88,1
480,1,5.27,1
341,5,53.55,0
480,1,5.32,1
166,3,92.12,0
480,1,3.95,1
480,1,11.51,1
479,2,61.38,0
480,1,6.82,1
480,3,14.48,0
480,1,9.99,1
480,1,9.52,1
480,1,6.09,1
158,1,11.6,1
479,6,21.22,0
480,1,19.99,1
480,1,3.51,1
480,10,25.01,0
479,2,23.73,0
480,1,23.97,1
480,4,15.9,0
480,1,18.67,1
365,7,223.01,0
480,2,14.96,0
440,2,14.38,0
480,1,28.61,1
480,1,2.63,1
480,1,12.53,1
480,1,9.33,1
108,4,26.57,0
480,1,9.98,1
478,1,8.53,1
147,1,184.89,1
472,1,7.81,1
479,1,11.65,1
479,1,63.71,1
479,1,10.83,1
479,1,14.3,1
479,4,14.36,0
474,2,18.2,0
479,1,16.65,1
479,1,3.31,1
479,1,10.54,1
460,1,7.67,1
479,2,23.62,0
456,2,13.34,0
479,4,33.13,0
72,16,136.06,0
479,3,11.16,0
479,1,24.62,1
479,1,6.84,1
477,1,67.77,1
468,1,5.68,1
479,1,4.31,1
479,1,68.9,1
209,5,34.34,0
479,2,22.16,0
479,3,18.86,0
479,2,6.73,0
479,1,25.28,1
402,1,11.24,1
479,10,75.54,0
477,5,13.36,0
478,1,5.31,1
437,3,39.25,0
478,1,45.67,1
425,7,72.22,0
30,52,315.21,0
478,1,8.53,1
478,1,22.34,1
478,2,25.01,0
470,4,139.8,0
478,3,66.69,0
478,2,14.96,0
478,1,54.39,1
478,4,19.65,0
478,1,8.16,1
478,1,19.61,1
478,1,3.62,1
478,2,20.09,0
478,1,15.3,1
291,3,42.4,0
478,1,23.25,1
478,2,28.5,0
478,1,3.51,1
478,3,20.05,0
373,5,46.06,0
478,1,6.35,1
478,1,3.63,1
478,1,17.1,1
287,3,16.14,0
269,6,22.91,0
478,1,2.16,1
434,3,33.7,0
478,3,20.28,0
478,2,42.16,0
477,3,87.51,0
477,1,29.27,1
477,1,74.96,1
477,1,8.49,1
432,2,44.26,0
4,16,103.2,0
477,1,14.99,1
477,3,18.5,0
477,1,25.85,1
477,1,14.3,1
477,3,23.6,0
477,1,6.61,1
110,6,42.67,0
477,4,25.51,0
477,1,15.95,1
477,1,24.62,1
354,8,92.45,0
477,1,24.98,1
477,5,28.65,0
477,2,37.41,0
477,1,14.98,1
477,2,48.66,0
477,1,35.25,1
477,1,10.39,1
463,7,45.37,0
271,9,102.98,0
477,14,29.88,0
473,2,173.96,0
477,1,8.06,1
477,1,11.99,1
120,10,77.43,0
477,1,7.39,1
477,1,7.59,1
477,12,53.41,0
477,1,19.18,1
477,4,12.09,0
477,2,34.96,0
106,2,49.88,0
477,1,5.53,1
477,2,22.48,0
476,4,12.24,0
477,4,18.43,0
477,1,26.73,1
477,2,31.1,0
476,1,6.12,1
470,5,72.83,0
258,24,119.16,0
476,3,18.14,0
476,3,20.92,0
449,4,16.08,0
476,1,16.66,1
476,1,17.94,1
418,6,26.58,0
476,7,20.36,0
476,1,8.74,1
476,1,5.72,1
476,3,31.54,0
476,1,17.22,1
475,2,19.09,0
476,4,16.08,0
476,1,16.99,1
376,1,29.06,1
476,2,11.73,0
476,1,13.68,1
476,1,5.14,1
476,1,19.58,1
116,14,164.96,0
476,2,52.83,0
476,1,51.32,1
121,4,34.85,0
476,2,10.17,0
476,1,6.14,1
476,7,29.43,0
476,1,13.66,1
469,5,16.2,0
476,1,1.24,1
476,4,21.52,0
476,1,26.66,1
435,4,20.54,0
144,34,244.2,0
476,3,29.96,0
476,1,30.43,1
476,1,14.81,1
134,3,9.82,0
476,1,7.16,1
476,4,50.39,0
476,1,13.44,1
476,1,9.95,1
22,17,403.7,0
404,1,37.65,1
476,1,17.9,1
445,2,14.61,0
476,1,20.88,1
468,19,139.75,0
476,1,23.57,1
476,2,31.51,0
441,2,46.51,0
427,5,33.3,0
114,10,153.31,0
473,4,33.36,0
113,3,1.95,0
476,1,3.47,1
476,1,21.17,1
476,1,38.12,1
476,1,6.73,1
476,3,13.73,0
476,1,24.13,1
476,3,24.75,0
436,10,184.06,0
476,3,16.36,0
476,1,27.25,1
476,3,23.71,0
476,1,12.13,1
476,1,2.03,1
476,1,4.1,1
476,1,11.96,1
362,26,164.1,0
340,1,29.5,1
229,6,53.23,0
464,17,51.92,0
476,3,8.81,0
476,1,14.77,1
475,1,6.91,1
475,2,4.17,0
475,1,4.99,1
138,11,104.09,0
475,1,38.5,1
475,3,27.03,0
362,3,5.46,0
475,1,7.08,1
474,1,34.48,1
475,1,20.26,1
475,1,15.83,1
100,12,63.84,0
475,1,39.07,1
475,2,27.15,0
475,1,35.17,1
475,1,3.92,1
475,2,22.87,0
475,2,11.47,0
475,2,15.43,0
101,9,68.47,0
475,1,0.82,1
475,3,15.38,0
475,1,12.11,1
96,5,32.92,0
475,4,26.29,0
475,2,9.56,0
475,1,12.19,1
262,13,53.33,0
475,2,15.92,0
475,1,24.98,1
475,1,12.49,1
475,7,53.47,0
475,1,8.15,1
126,6,38.05,0
475,1,5.19,1
475,1,24.62,1
475,1,12.49,1
475,1,21.23,1
168,1,56.85,1
475,1,11.06,1
10,3,75.16,0
475,1,39.07,1
470,6,15.48,0
475,1,38.5,1
26,8,122.35,0
475,4,28.09,0
475,1,7.82,1
452,2,16.13,0
475,1,4.74,1
475,1,9.51,1
277,6,54.45,0
63,3,36.47,0
475,5,18.29,0
475,7,59.08,0
475,3,19.94,0
475,6,27.94,0
465,1,12.9,1
235,6,62.38,0
475,5,6.94,0
441,2,24.21,0
475,1,5.3,1
475,2,27.48,0
475,4,19.92,0
475,2,19.98,0
475,2,15.93,0
405,2,30.8,0
332,1,4.94,1
103,2,20.26,0
474,1,6.39,1
474,1,4.9,1
474,3,31.62,0
474,1,3.05,1
474,1,3.69,1
474,1,9.12,1
403,23,71.71,0
474,1,1.29,1
474,1,17.11,1
474,1,12.49,1
474,3,29.49,0
474,1,34.99,1
474,2,6.19,0
