recency,frequency,monetary,variety,clusters,kmeans_cluster
859,0.029411764,8.32,1,1,1
484,0.117647058,18.25,4,0,1
859,0.058823529,14.12,2,0,1
859,0.058823529,27.13,2,0,1
814,0.088235294,27.27,3,0,1
859,0.058823529,21.62,1,1,1
859,0.088235294,19.51,3,0,1
859,0.029411764,12.75,1,1,1
859,0.029411764,17.77,1,1,1
859,0.029411764,14.35,1,1,1
511,0.029411764,60.6,1,1,1
859,0.029411764,22.49,1,1,1
664,0.029411764,38.65,1,1,1
19,0.058823529,37.45,2,0,1
859,0.029411764,17.13,1,1,1
859,0.029411764,4.04,1,1,1
859,0.205882352,40.02,7,0,1
859,0.058823529,6.75,2,0,1
859,0.029411764,5.66,1,1,1
858,0.058823529,6.84,2,0,1
859,0.029411764,28.96,1,1,1
317,0.235294117,99.07,6,0,1
859,0.029411764,3.11,1,1,1
859,0.029411764,1.98,1,1,1
856,0.029411764,8.49,1,1,1
858,0.058823529,8.5,2,0,1
859,0.029411764,8.2,1,1,1
859,0.029411764,1.51,1,1,1
859,0.088235294,29.33,3,0,1
648,0.058823529,21.94,2,0,1
86,0.5,126.02,16,0,1
289,0.617647058,226.85,18,0,3
858,0.029411764,15.35,1,1,1
858,0.029411764,7.15,1,1,1
858,0.117647058,15.38,4,0,1
105,0.264705882,91.27,8,0,1
390,0.558823529,112.29,18,0,3
858,0.029411764,8.32,1,1,1
858,0.029411764,14.53,1,1,1
858,0.029411764,65.33,1,1,1
843,0.147058823,112.83,4,0,1
858,0.029411764,25.49,1,1,1
858,0.029411764,65.33,1,1,1
449,0.264705882,65.02,8,0,1
834,0.058823529,15.52,2,0,1
858,0.058823529,23.36,2,0,1
858,0.029411764,58.75,1,1,1
858,0.058823529,17.56,2,0,1
858,0.029411764,2.07,1,1,1
707,0.117647058,6.26,2,0,1
858,0.029411764,21.32,1,1,1
858,0.029411764,11.06,1,1,1
858,0.029411764,12.88,1,1,1
858,0.029411764,1.45,1,1,1
858,0.029411764,10.66,1,1,1
854,0.029411764,25.49,1,1,1
856,0.117647058,22.57,3,0,1
858,0.029411764,4.37,1,1,1
858,0.058823529,20.63,2,0,1
858,0.088235294,16.98,1,1,1
793,0.058823529,15.46,2,0,1
363,0.264705882,87.9,9,0,1
858,0.029411764,12.88,1,1,1
850,0.088235294,9.08,3,0,1
135,0.088235294,87.25,3,0,1
858,0.029411764,6.63,1,1,1
858,0.058823529,129.76,1,1,1
858,0.088235294,15.52,3,0,1
858,0.117647058,21.68,4,0,1
858,0.058823529,23.35,2,0,1
858,0.117647058,22.13,3,0,1
23,0.529411764,90.31,17,0,1
858,0.029411764,3.11,1,1,1
858,0.029411764,3.69,1,1,1
331,0.44117647,67.08,11,0,1
195,0.029411764,5.34,1,1,1
858,0.029411764,4.88,1,1,1
858,0.147058823,52.71,5,0,1
858,0.029411764,6.22,1,1,1
858,0.058823529,12.75,2,0,1
858,0.029411764,73.58,1,1,1
856,0.294117647,83.51,10,0,1
858,0.029411764,3.32,1,1,1
858,0.147058823,93.58,5,0,1
858,0.029411764,4.9,1,1,1
858,0.029411764,32.78,1,1,1
858,0.029411764,14.06,1,1,1
812,0.147058823,30.36,5,0,1
858,0.088235294,15.77,2,0,1
858,0.088235294,18.55,3,0,1
822,0.058823529,19.05,2,0,1
784,0.088235294,53.11,3,0,1
855,0.235294117,79.04,3,0,1
694,0.117647058,57.9,4,0,1
857,0.029411764,8.98,1,1,1
857,0.029411764,15.33,1,1,1
821,0.235294117,70.36,7,0,1
2,0.058823529,66.58,1,1,1
592,0.205882352,27.92,7,0,1
857,0.029411764,1.45,1,1,1
857,0.029411764,6.97,1,1,1
263,0.411764705,115.36,12,0,1
49,0.058823529,38.92,1,1,1
122,0.029411764,4.66,1,1,1
857,0.029411764,44.9,1,1,1
856,0.029411764,13.38,1,1,1
634,0.029411764,37.49,1,1,1
155,0.205882352,93.81,6,0,1
672,0.352941176,58.8,12,0,1
857,0.088235294,24.75,1,1,1
857,0.029411764,4.1,1,1,1
857,0.029411764,82.6,1,1,1
857,0.088235294,17.67,3,0,1
857,0.088235294,21.15,3,0,1
463,0.470588235,62.63,16,0,1
242,0.264705882,52.6,7,0,1
857,0.029411764,11.24,1,1,1
857,0.029411764,29.45,1,1,1
856,0.088235294,31.55,3,0,1
857,0.176470588,13.51,6,0,1
854,0.029411764,38.53,1,1,1
653,0.117647058,30.46,4,0,1
857,0.058823529,10.22,2,0,1
122,0.5,81.36,13,0,1
857,0.088235294,12.53,3,0,1
857,0.029411764,5.11,1,1,1
857,0.029411764,14.06,1,1,1
857,0.029411764,3.0,1,1,1
857,0.029411764,5.93,1,1,1
857,0.029411764,4.9,1,1,1
86,0.088235294,24.66,3,0,1
476,0.029411764,23.12,1,1,1
856,0.029411764,12.88,1,1,1
857,0.029411764,20.39,1,1,1
857,0.029411764,1.25,1,1,1
857,0.029411764,4.1,1,1,1
857,0.205882352,25.39,6,0,1
719,0.117647058,89.27,4,0,1
857,0.029411764,4.04,1,1,1
857,0.147058823,10.15,5,0,1
857,0.029411764,12.49,1,1,1
857,0.029411764,29.43,1,1,1
566,0.44117647,68.83,15,0,1
858,0.029411764,19.52,1,1,1
857,0.029411764,3.47,1,1,1
848,0.205882352,33.02,7,0,1
857,0.029411764,37.63,1,1,1
857,0.029411764,36.66,1,1,1
857,0.088235294,27.26,3,0,1
857,0.029411764,28.63,1,1,1
857,0.029411764,24.75,1,1,1
857,0.029411764,8.75,1,1,1
857,0.029411764,1.71,1,1,1
857,0.029411764,10.82,1,1,1
648,0.088235294,11.09,3,0,1
857,0.058823529,4.98,1,1,1
857,0.029411764,8.78,1,1,1
857,0.058823529,14.37,2,0,1
857,0.029411764,12.97,1,1,1
857,0.029411764,14.96,1,1,1
742,0.264705882,54.15,8,0,1
857,0.058823529,72.97,2,0,1
857,0.029411764,8.32,1,1,1
524,0.088235294,19.26,3,0,1
857,0.088235294,16.75,3,0,1
857,0.058823529,4.64,2,0,1
25,0.09090909,17.33,3,0,1
856,0.272727272,22.64,9,0,1
856,0.03030303,10.15,1,1,1
856,0.03030303,12.75,1,1,1
181,0.06060606,19.07,2,0,1
856,0.03030303,3.47,1,1,1
856,0.151515151,41.29,4,0,1
536,0.06060606,27.06,2,0,1
856,0.06060606,13.38,2,0,1
856,0.09090909,18.4,2,0,1
401,0.06060606,24.91,2,0,1
856,0.121212121,14.85,3,0,1
856,0.03030303,20.19,1,1,1
856,0.03030303,27.58,1,1,1
856,0.09090909,52.43,3,0,1
856,0.03030303,10.08,1,1,1
412,0.09090909,34.25,3,0,1
372,0.242424242,120.99,7,0,1
856,0.03030303,62.23,1,1,1
856,0.03030303,16.95,1,1,1
856,0.03030303,7.85,1,1,1
704,0.06060606,31.51,2,0,1
620,0.333333333,217.34,10,0,1
856,0.151515151,31.95,5,0,1
856,0.03030303,9.85,1,1,1
856,0.03030303,6.64,1,1,1
396,1.242424242,405.07,34,0,3
856,0.03030303,4.77,1,1,1
103,0.242424242,146.32,5,0,1
8,0.121212121,75.31,4,0,1
856,0.03030303,26.79,1,1,1
270,0.303030303,99.86,8,0,1
856,0.121212121,16.11,4,0,1
638,0.06060606,5.55,2,0,1
856,0.03030303,12.46,1,1,1
855,0.121212121,14.31,3,0,1
856,0.03030303,20.66,1,1,1
856,0.03030303,4.12,1,1,1
761,0.09090909,20.9,2,0,1
856,0.03030303,1.5,1,1,1
856,0.03030303,7.3,1,1,1
852,0.212121212,23.59,5,0,1
379,0.03030303,23.85,1,1,1
856,0.06060606,7.17,2,0,1
856,0.06060606,15.1,2,0,1
856,0.121212121,22.24,4,0,1
856,0.03030303,10.87,1,1,1
856,0.03030303,25.82,1,1,1
856,0.06060606,16.5,2,0,1
856,0.03030303,10.64,1,1,1
856,0.06060606,7.69,2,0,1
856,0.03030303,13.02,1,1,1
856,0.181818181,24.64,6,0,1
643,0.121212121,25.6,4,0,1
856,0.03030303,30.84,1,1,1
856,0.09090909,15.38,3,0,1
856,0.06060606,3.45,2,0,1
856,0.212121212,37.77,4,0,1
856,0.03030303,10.32,1,1,1
851,0.09090909,40.67,3,0,1
704,0.06060606,12.29,2,0,1
403,0.121212121,60.14,4,0,1
856,0.03030303,20.66,1,1,1
856,0.09090909,25.27,3,0,1
856,0.121212121,14.32,4,0,1
856,0.03030303,34.99,1,1,1
89,0.151515151,33.33,5,0,1
352,0.333333333,101.24,10,0,1
738,0.181818181,51.1,3,0,1
846,0.212121212,23.87,6,0,1
856,0.03030303,5.16,1,1,1
856,0.03030303,12.49,1,1,1
856,0.03030303,11.65,1,1,1
847,0.03030303,33.07,1,1,1
856,0.03030303,14.98,1,1,1
856,0.03030303,2.63,1,1,1
757,0.333333333,98.88,9,0,1
856,0.03030303,8.52,1,1,1
856,0.03030303,18.88,1,1,1
856,0.09090909,26.85,3,0,1
697,0.09090909,16.81,3,0,1
856,0.03030303,7.23,1,1,1
856,0.03030303,20.82,1,1,1
856,0.06060606,8.57,2,0,1
856,0.09090909,23.1,2,0,1
856,0.06060606,21.03,2,0,1
335,0.303030303,60.27,8,0,1
703,0.181818181,115.61,6,0,1
96,0.121212121,58.46,4,0,1
676,0.03030303,10.29,1,1,1
855,0.181818181,15.94,6,0,1
760,0.06060606,16.47,2,0,1
855,0.03030303,14.06,1,1,1
855,0.03030303,3.43,1,1,1
855,0.03030303,7.64,1,1,1
855,0.03030303,16.4,1,1,1
856,0.03030303,31.64,1,1,1
852,0.151515151,14.35,5,0,1
855,0.03030303,7.85,1,1,1
832,0.03030303,8.32,1,1,1
854,0.212121212,44.38,5,0,1
121,0.575757575,199.42,16,0,3
855,0.03030303,27.48,1,1,1
184,0.212121212,23.36,7,0,1
105,0.09090909,38.2,3,0,1
855,0.181818181,14.94,6,0,1
855,0.03030303,9.14,1,1,1
855,0.03030303,14.06,1,1,1
855,0.09090909,12.79,3,0,1
855,0.03030303,24.98,1,1,1
855,0.03030303,7.23,1,1,1
855,0.03030303,4.91,1,1,1
407,0.09090909,33.2,3,0,1
855,0.09090909,17.47,3,0,1
855,0.03030303,12.49,1,1,1
855,0.03030303,4.24,1,1,1
855,0.03030303,14.57,1,1,1
855,0.03030303,9.31,1,1,1
855,0.03030303,17.48,1,1,1
855,0.06060606,7.58,2,0,1
147,0.121212121,8.86,4,0,1
855,0.03030303,6.63,1,1,1
854,0.06060606,12.67,2,0,1
89,0.06060606,33.27,2,0,1
805,0.121212121,87.12,3,0,1
853,0.242424242,46.83,8,0,1
122,0.181818181,88.92,6,0,1
855,0.03030303,3.47,1,1,1
855,0.06060606,19.69,2,0,1
855,0.03030303,9.98,1,1,1
641,0.03030303,37.93,1,1,1
854,0.03030303,4.52,1,1,1
631,0.06060606,34.45,1,1,1
855,0.151515151,16.42,4,0,1
855,0.03030303,2.23,1,1,1
855,0.09090909,10.29,1,1,1
852,0.181818181,36.46,6,0,1
855,0.09090909,6.52,3,0,1
855,0.03030303,12.48,1,1,1
855,0.09090909,20.37,3,0,1
499,0.06060606,120.47,2,0,1
855,0.03030303,23.78,1,1,1
855,0.06060606,13.28,1,1,1
855,0.03030303,4.99,1,1,1
855,0.121212121,3.35,4,0,1
855,0.03030303,6.86,1,1,1
855,0.03030303,38.94,1,1,1
854,0.03030303,20.66,1,1,1
855,0.151515151,13.81,5,0,1
653,0.393939393,91.06,13,0,1
855,0.03030303,5.08,1,1,1
855,0.03030303,1.1,1,1,1
855,0.09090909,24.95,2,0,1
855,0.03030303,3.0,1,1,1
855,0.03030303,6.24,1,1,1
855,0.03030303,58.61,1,1,1
855,0.06060606,23.22,2,0,1
125,0.212121212,48.82,7,0,1
855,0.03030303,4.75,1,1,1
855,0.06060606,24.31,2,0,1
855,0.03030303,37.87,1,1,1
436,0.06060606,16.23,1,1,1
855,0.06060606,27.96,1,1,1
855,0.181818181,30.44,6,0,1
855,0.03030303,17.45,1,1,1
855,0.06060606,9.85,2,0,1
821,0.121212121,25.94,4,0,1
855,0.09090909,41.5,3,0,1
855,0.09090909,17.66,3,0,1
854,0.03030303,17.67,1,1,1
854,0.03030303,14.38,1,1,1
228,0.303030303,217.47,9,0,1
847,0.121212121,28.91,3,0,1
854,0.03030303,20.45,1,1,1
403,0.454545454,78.92,14,0,1
855,0.03030303,24.98,1,1,1
854,0.06060606,3.24,2,0,1
854,0.06060606,32.2,2,0,1
854,0.151515151,21.95,4,0,1
854,0.06060606,10.63,2,0,1
833,0.212121212,55.83,4,0,1
854,0.06060606,16.94,2,0,1
854,0.03030303,165.32,1,1,1
439,0.151515151,47.89,5,0,1
119,0.333333333,211.75,11,0,1
42,0.151515151,205.5,4,0,1
854,0.06060606,6.02,2,0,1
854,0.09090909,16.79,3,0,1
851,0.151515151,43.75,4,0,1
854,0.03030303,59.5,1,1,1
854,0.03030303,16.56,1,1,1
854,0.09090909,9.8,3,0,1
854,0.09090909,5.53,3,0,1
854,0.09090909,30.55,3,0,1
854,0.03030303,14.25,1,1,1
854,0.06060606,21.53,2,0,1
854,0.09090909,12.33,3,0,1
854,0.03030303,6.31,1,1,1
828,0.181818181,34.18,4,0,1
519,0.09090909,42.0,3,0,1
854,0.06060606,23.3,1,1,1
854,0.03030303,7.55,1,1,1
854,0.03030303,14.38,1,1,1
854,0.03030303,10.14,1,1,1
393,0.303030303,64.47,9,0,1
854,0.03030303,12.38,1,1,1
854,0.151515151,28.02,5,0,1
543,0.09090909,30.1,3,0,1
822,0.06060606,13.95,2,0,1
854,0.03030303,14.55,1,1,1
851,0.03030303,10.14,1,1,1
854,0.03030303,2.41,1,1,1
854,0.03030303,1.51,1,1,1
431,0.09090909,30.35,3,0,1
461,0.181818181,27.84,6,0,1
853,0.03030303,15.03,1,1,1
854,0.212121212,34.52,7,0,1
447,0.181818181,41.03,4,0,1
854,0.03030303,20.39,1,1,1
854,0.03030303,6.24,1,1,1
304,0.484848484,169.46,16,0,1
854,0.09090909,21.17,2,0,1
211,0.181818181,90.24,6,0,1
854,0.06060606,21.78,2,0,1
854,0.03030303,5.77,1,1,1
845,0.06060606,17.39,2,0,1
854,0.06060606,11.58,2,0,1
501,0.151515151,38.4,4,0,1
854,0.06060606,19.27,2,0,1
854,0.03030303,18.11,1,1,1
836,0.121212121,18.39,3,0,1
854,0.151515151,16.89,5,0,1
854,0.03030303,10.19,1,1,1
843,0.06060606,8.62,2,0,1
854,0.03030303,8.11,1,1,1
854,0.03030303,5.13,1,1,1
282,0.06060606,32.69,2,0,1
853,0.03030303,21.24,1,1,1
543,0.272727272,53.96,7,0,1
854,0.03030303,5.11,1,1,1
93,0.06060606,19.93,2,0,1
854,0.151515151,18.98,5,0,1
852,0.03030303,20.3,1,1,1
854,0.03030303,8.63,1,1,1
703,0.151515151,203.65,4,0,1
854,0.09090909,33.41,3,0,1
853,0.242424242,51.73,8,0,1
853,0.03030303,9.17,1,1,1
853,0.03030303,11.24,1,1,1
853,0.03030303,6.65,1,1,1
853,0.09090909,3.66,1,1,1
333,0.272727272,123.46,8,0,1
853,0.03030303,17.91,1,1,1
34,0.06060606,28.93,2,0,1
262,0.545454545,133.79,15,0,1
853,0.09090909,23.95,3,0,1
850,0.03030303,9.13,1,1,1
853,0.03030303,6.88,1,1,1
853,0.03030303,3.64,1,1,1
176,0.303030303,34.78,10,0,1
853,0.03030303,9.81,1,1,1
421,0.757575757,138.12,15,0,3
396,0.121212121,35.61,4,0,1
213,0.181818181,69.13,6,0,1
853,0.06060606,11.65,2,0,1
853,0.03030303,10.87,1,1,1
853,0.03030303,12.88,1,1,1
442,0.06060606,13.02,2,0,1
853,0.03030303,13.58,1,1,1
853,0.09090909,8.94,3,0,1
852,0.181818181,27.93,6,0,1
853,0.03030303,8.75,1,1,1
842,0.06060606,19.32,2,0,1
145,0.181818181,42.56,5,0,1
853,0.03030303,4.48,1,1,1
853,0.03030303,10.14,1,1,1
851,0.242424242,28.5,7,0,1
839,0.151515151,21.03,5,0,1
853,0.121212121,10.39,4,0,1
853,0.03030303,3.11,1,1,1
247,0.06060606,29.08,2,0,1
853,0.03030303,16.9,1,1,1
852,0.06060606,47.07,2,0,1
853,0.121212121,33.72,4,0,1
853,0.03030303,11.64,1,1,1
440,0.151515151,155.22,3,0,1
638,0.03030303,9.86,1,1,1
853,0.03030303,9.32,1,1,1
853,0.151515151,16.0,4,0,1
853,0.03030303,5.97,1,1,1
853,0.03030303,34.99,1,1,1
853,0.03030303,21.0,1,1,1
853,0.03030303,1.98,1,1,1
296,0.121212121,69.04,4,0,1
845,0.09090909,16.56,2,0,1
853,0.03030303,14.44,1,1,1
509,0.454545454,268.78,14,0,3
4,0.545454545,118.0,18,0,3
291,0.121212121,34.28,4,0,1
853,0.03030303,1.8,1,1,1
853,0.03030303,25.49,1,1,1
853,0.03030303,9.85,1,1,1
853,0.272727272,129.05,9,0,1
853,0.03030303,30.68,1,1,1
853,0.121212121,37.82,4,0,1
806,0.242424242,32.52,8,0,1
853,0.03030303,11.56,1,1,1
853,0.03030303,29.15,1,1,1
853,0.03030303,4.05,1,1,1
665,0.06060606,47.17,2,0,1
449,0.121212121,74.63,4,0,1
853,0.03030303,36.23,1,1,1
853,0.181818181,70.29,4,0,1
853,0.03030303,13.52,1,1,1
853,0.03030303,4.39,1,1,1
133,0.454545454,72.69,14,0,1
852,0.03030303,10.14,1,1,1
696,0.121212121,43.34,4,0,1
638,0.212121212,55.79,7,0,1
852,0.03030303,9.32,1,1,1
852,0.06060606,6.35,2,0,1
852,0.03030303,25.5,1,1,1
777,0.09090909,36.86,3,0,1
852,0.121212121,61.5,2,0,1
852,0.06060606,33.72,2,0,1
852,0.06060606,12.05,2,0,1
392,0.181818181,41.46,5,0,1
852,0.03030303,12.05,1,1,1
852,0.03030303,7.23,1,1,1
661,0.121212121,56.8,4,0,1
852,0.03030303,3.16,1,1,1
852,0.03030303,1.83,1,1,1
827,0.03030303,6.86,1,1,1
326,0.636363636,202.56,20,0,3
706,0.03030303,14.57,1,1,1
846,0.272727272,28.6,7,0,1
852,0.09090909,24.8,2,0,1
852,0.06060606,14.84,2,0,1
852,0.03030303,9.98,1,1,1
805,0.151515151,41.59,5,0,1
532,0.03030303,11.75,1,1,1
852,0.03030303,6.94,1,1,1
852,0.06060606,16.98,2,0,1
32,0.363636363,263.72,6,0,1
852,0.06060606,19.31,2,0,1
852,0.03030303,3.3,1,1,1
852,0.03030303,5.72,1,1,1
796,0.06060606,20.51,2,0,1
851,0.151515151,30.19,5,0,1
852,0.03030303,31.87,1,1,1
852,0.03030303,12.88,1,1,1
852,0.03030303,3.79,1,1,1
852,0.06060606,6.3,1,1,1
224,0.454545454,116.7,14,0,1
852,0.03030303,15.38,1,1,1
692,0.09090909,31.17,3,0,1
852,0.03030303,5.79,1,1,1
852,0.06060606,8.45,2,0,1
852,0.03030303,6.63,1,1,1
852,0.181818181,19.15,6,0,1
852,0.09090909,34.71,3,0,1
852,0.03030303,24.98,1,1,1
347,0.09090909,53.6,2,0,1
852,0.06060606,8.6,2,0,1
852,0.06060606,19.96,1,1,1
802,0.575757575,77.36,19,0,3
852,0.03030303,17.91,1,1,1
851,0.03030303,12.48,1,1,1
851,0.03030303,9.14,1,1,1
848,0.06060606,40.78,1,1,1
751,0.09090909,48.74,3,0,1
693,0.03030303,20.4,1,1,1
383,0.272727272,179.58,9,0,1
851,0.393939393,27.6,9,0,1
704,0.303030303,67.37,9,0,1
851,0.06060606,15.56,1,1,1
516,0.545454545,65.41,18,0,3
851,0.09090909,14.82,3,0,1
851,0.06060606,22.94,1,1,1
851,0.03030303,14.48,1,1,1
851,0.06060606,23.53,2,0,1
640,0.181818181,33.44,5,0,1
851,0.06060606,22.04,2,0,1
851,0.121212121,32.03,4,0,1
722,0.666666666,110.42,21,0,3
851,0.03030303,17.91,1,1,1
839,0.242424242,45.77,7,0,1
851,0.03030303,20.39,1,1,1
123,0.575757575,197.52,12,0,3
851,0.06060606,23.53,2,0,1
851,0.09090909,32.11,3,0,1
726,0.03030303,19.8,1,1,1
851,0.03030303,12.75,1,1,1
851,0.03030303,4.64,1,1,1
851,0.06060606,8.2,2,0,1
851,0.06060606,27.53,2,0,1
851,0.06060606,11.72,1,1,1
851,0.03030303,11.09,1,1,1
851,0.03030303,14.39,1,1,1
850,0.03030303,9.99,1,1,1
851,0.03030303,12.54,1,1,1
748,0.09090909,75.62,3,0,1
851,0.151515151,21.37,5,0,1
851,0.121212121,18.13,4,0,1
851,0.03030303,18.31,1,1,1
754,0.121212121,90.24,4,0,1
851,0.06060606,3.8,2,0,1
851,0.06060606,4.94,2,0,1
746,0.06060606,16.64,1,1,1
851,0.121212121,13.63,4,0,1
851,0.06060606,8.58,2,0,1
427,0.151515151,51.02,5,0,1
851,0.06060606,5.71,2,0,1
470,0.121212121,22.21,4,0,1
445,0.272727272,99.18,8,0,1
851,0.03030303,9.06,1,1,1
851,0.09090909,53.43,3,0,1
851,0.06060606,14.7,2,0,1
851,0.03030303,7.23,1,1,1
851,0.03030303,21.24,1,1,1
851,0.06060606,11.93,1,1,1
850,0.03030303,9.99,1,1,1
840,0.03030303,12.37,1,1,1
850,0.303030303,39.22,7,0,1
837,0.03030303,4.91,1,1,1
850,0.03030303,3.17,1,1,1
850,0.03030303,27.88,1,1,1
488,0.212121212,53.54,6,0,1
850,0.06060606,12.16,2,0,1
850,0.03030303,1.08,1,1,1
328,0.303030303,69.51,9,0,1
656,0.09090909,54.92,1,1,1
850,0.03030303,8.2,1,1,1
850,0.03030303,9.98,1,1,1
850,0.121212121,28.74,4,0,1
640,0.242424242,105.52,6,0,1
850,0.06060606,7.22,1,1,1
577,0.242424242,45.41,8,0,1
850,0.03030303,13.63,1,1,1
374,0.03030303,8.2,1,1,1
850,0.06060606,14.06,2,0,1
850,0.03030303,3.49,1,1,1
849,0.181818181,24.19,6,0,1
850,0.03030303,41.02,1,1,1
676,0.06060606,8.79,2,0,1
850,0.03030303,18.75,1,1,1
850,0.03030303,8.16,1,1,1
850,0.09090909,11.37,2,0,1
829,0.181818181,25.63,5,0,1
644,0.363636363,51.0,12,0,1
834,0.151515151,25.67,3,0,1
850,0.03030303,12.48,1,1,1
332,0.363636363,81.22,12,0,1
836,0.272727272,55.15,9,0,1
850,0.03030303,8.4,1,1,1
850,0.03030303,7.57,1,1,1
850,0.03030303,8.16,1,1,1
850,0.03030303,11.71,1,1,1
850,0.09090909,7.47,1,1,1
850,0.03030303,5.99,1,1,1
850,0.03030303,4.52,1,1,1
850,0.03030303,23.31,1,1,1
828,0.06060606,30.06,2,0,1
850,0.06060606,19.42,2,0,1
850,0.03030303,2.14,1,1,1
850,0.03030303,2.39,1,1,1
850,0.121212121,41.21,4,0,1
841,0.06060606,62.48,2,0,1
850,0.181818181,43.43,6,0,1
850,0.06060606,8.9,1,1,1
545,0.212121212,57.24,7,0,1
842,0.121212121,21.86,4,0,1
717,0.09090909,61.33,3,0,1
489,0.151515151,23.7,5,0,1
850,0.03030303,17.91,1,1,1
850,0.03030303,4.01,1,1,1
850,0.121212121,17.84,4,0,1
327,0.272727272,90.3,9,0,1
774,0.09090909,8.16,1,1,1
850,0.03030303,7.1,1,1,1
850,0.03030303,37.47,1,1,1
850,0.06060606,25.8,1,1,1
850,0.03030303,18.88,1,1,1
794,0.151515151,48.27,5,0,1
421,0.151515151,31.93,5,0,1
850,0.151515151,11.15,4,0,1
850,0.121212121,13.02,4,0,1
849,0.09090909,13.43,3,0,1
847,0.03030303,5.11,1,1,1
850,0.121212121,17.35,4,0,1
850,0.03030303,15.85,1,1,1
849,0.03030303,9.14,1,1,1
849,0.09090909,8.67,2,0,1
849,0.03030303,14.06,1,1,1
730,0.333333333,96.06,9,0,1
849,0.03030303,10.77,1,1,1
452,0.09090909,20.59,3,0,1
847,0.03030303,4.33,1,1,1
771,0.09090909,36.26,3,0,1
849,0.06060606,16.31,2,0,1
849,0.212121212,107.24,6,0,1
849,0.03030303,5.42,1,1,1
783,0.393939393,101.22,10,0,1
849,0.03030303,8.34,1,1,1
849,0.151515151,13.66,5,0,1
849,0.03030303,40.23,1,1,1
779,0.03030303,20.45,1,1,1
849,0.03030303,3.64,1,1,1
849,0.03030303,20.39,1,1,1
223,0.272727272,128.48,7,0,1
849,0.06060606,17.2,2,0,1
849,0.303030303,32.34,10,0,1
462,0.06060606,18.58,2,0,1
849,0.09090909,11.91,3,0,1
849,0.06060606,63.18,2,0,1
849,0.03030303,13.06,1,1,1
849,0.09090909,12.92,2,0,1
245,0.515151515,418.99,13,0,3
849,0.06060606,60.03,2,0,1
849,0.03030303,15.69,1,1,1
104,0.212121212,19.63,7,0,1
849,0.03030303,124.52,1,1,1
171,0.06060606,47.5,2,0,1
849,0.03030303,18.88,1,1,1
578,0.545454545,115.88,18,0,3
849,0.03030303,13.98,1,1,1
778,0.09090909,108.33,1,1,1
849,0.09090909,29.03,3,0,1
849,0.09090909,5.92,3,0,1
849,0.09090909,26.82,3,0,1
849,0.03030303,8.32,1,1,1
849,0.181818181,14.27,6,0,1
848,0.575757575,150.15,18,0,3
849,0.03030303,30.68,1,1,1
6,0.09090909,49.12,3,0,1
705,0.06060606,13.99,2,0,1
849,0.03030303,10.85,1,1,1
849,0.09090909,17.08,3,0,1
849,0.121212121,20.45,4,0,1
849,0.03030303,3.99,1,1,1
841,0.09090909,21.66,3,0,1
849,0.09090909,8.38,3,0,1
849,0.03030303,25.64,1,1,1
849,0.03030303,8.86,1,1,1
849,0.03030303,6.09,1,1,1
849,0.121212121,67.33,3,0,1
849,0.03030303,1.83,1,1,1
847,0.06060606,20.82,2,0,1
849,0.03030303,2.34,1,1,1
463,0.363636363,50.24,11,0,1
849,0.03030303,8.32,1,1,1
6,0.181818181,148.97,6,0,1
820,0.181818181,43.83,6,0,1
682,0.121212121,34.83,4,0,1
849,0.06060606,22.67,2,0,1
849,0.03030303,34.94,1,1,1
31,0.303030303,79.76,10,0,1
849,0.121212121,18.53,4,0,1
849,0.03030303,2.88,1,1,1
820,0.212121212,28.99,7,0,1
2,0.121212121,31.4,4,0,1
828,0.212121212,24.69,7,0,1
849,0.03030303,7.78,1,1,1
849,0.03030303,18.75,1,1,1
849,0.03030303,6.22,1,1,1
849,0.03030303,11.02,1,1,1
832,0.06060606,19.43,1,1,1
849,0.03030303,15.96,1,1,1
848,0.06060606,7.02,2,0,1
654,0.121212121,28.64,4,0,1
704,0.03030303,17.96,1,1,1
135,0.181818181,43.89,6,0,1
848,0.03030303,16.66,1,1,1
848,0.03030303,41.11,1,1,1
848,0.06060606,28.46,2,0,1
848,0.03030303,19.13,1,1,1
848,0.06060606,18.67,2,0,1
848,0.03030303,34.5,1,1,1
848,0.06060606,6.08,1,1,1
847,0.03030303,2.63,1,1,1
848,0.03030303,5.94,1,1,1
848,0.03030303,36.66,1,1,1
848,0.03030303,5.11,1,1,1
848,0.03030303,32.78,1,1,1
848,0.06060606,10.61,2,0,1
848,0.03030303,3.21,1,1,1
115,0.151515151,75.59,3,0,1
846,0.03030303,9.63,1,1,1
848,0.03030303,68.18,1,1,1
848,0.03030303,41.11,1,1,1
848,0.03030303,14.14,1,1,1
848,0.03030303,21.63,1,1,1
848,0.06060606,28.67,2,0,1
848,0.09090909,26.25,3,0,1
848,0.03030303,1.83,1,1,1
848,0.06060606,30.94,2,0,1
848,0.06060606,47.61,2,0,1
847,0.121212121,21.58,4,0,1
848,0.03030303,57.42,1,1,1
403,0.151515151,23.95,5,0,1
848,0.03030303,4.09,1,1,1
848,0.03030303,30.84,1,1,1
259,0.393939393,111.12,10,0,1
830,0.03030303,34.99,1,1,1
848,0.09090909,12.78,3,0,1
552,0.181818181,16.16,4,0,1
332,0.181818181,90.02,6,0,1
2,1.06060606,377.16,28,0,3
480,0.333333333,160.73,10,0,1
848,0.333333333,64.28,8,0,1
