recency,frequency,monetary,variety,clusters,kmeans_cluster
1821,0.03076923,42.01,2,0,0
1020,0.015384615,43.66,1,1,1
330,0.046153846,47.64,3,0,1
1821,0.015384615,44.96,1,1,0
1821,0.015384615,25.35,1,1,0
2,0.03076923,113.78,2,0,1
101,0.184615384,156.17,9,0,1
909,0.2,159.43,13,0,1
1706,0.03076923,25.4,2,0,0
1821,0.015384615,8.31,1,1,0
37,0.092307692,67.34,5,0,1
243,0.43076923,174.53,25,0,3
1821,0.015384615,21.18,1,1,0
1821,0.015384615,58.94,1,1,0
233,0.03076923,74.53,2,0,1
1820,0.138461538,123.1,8,0,0
700,0.169230769,202.69,11,0,1
1217,0.169230769,149.0,10,0,1
647,0.076923076,61.47,5,0,1
1814,0.076923076,110.14,5,0,0
1821,0.015384615,58.43,1,1,0
1821,0.03076923,10.92,2,0,0
1497,0.138461538,126.36,9,0,0
1821,0.03076923,14.15,2,0,0
1821,0.03076923,41.58,2,0,0
470,0.03076923,43.53,2,0,1
1821,0.015384615,66.66,1,1,0
178,0.292307692,372.94,18,0,3
1820,0.046153846,45.73,3,0,0
1820,0.015384615,20.79,1,1,0
1820,0.03076923,30.0,1,1,0
1820,0.015384615,33.67,1,1,0
26,0.538461538,300.33,32,0,3
109,0.061538461,93.07,4,0,1
1820,0.076923076,171.94,4,0,0
919,0.015384615,11.1,1,1,1
1819,0.046153846,53.79,3,0,0
1820,0.015384615,46.68,1,1,0
573,0.292307692,278.39,18,0,1
1756,0.061538461,19.69,4,0,0
1820,0.015384615,29.55,1,1,0
1213,0.046153846,22.95,3,0,1
1820,0.061538461,98.48,4,0,0
1820,0.015384615,54.13,1,1,0
545,0.2,176.99,12,0,1
1820,0.061538461,41.99,4,0,0
1820,0.046153846,43.71,2,0,0
1820,0.015384615,9.75,1,1,0
1820,0.015384615,47.18,1,1,0
1241,0.123076923,78.12,5,0,1
1820,0.015384615,33.29,1,1,0
1804,0.061538461,104.59,3,0,0
7,0.169230769,93.24,8,0,1
1820,0.046153846,44.92,3,0,0
1737,0.076923076,32.68,5,0,0
803,0.03076923,39.24,1,1,1
1820,0.015384615,122.26,1,1,0
1791,0.03076923,129.7,2,0,0
1820,0.015384615,48.0,1,1,0
1819,0.046153846,73.28,3,0,0
1312,0.076923076,57.92,5,0,0
660,0.03076923,65.78,2,0,1
785,0.061538461,63.96,4,0,1
677,0.03076923,41.48,2,0,1
1655,0.046153846,33.5,3,0,0
1820,0.015384615,45.83,1,1,0
1820,0.015384615,65.25,1,1,0
1814,0.03076923,91.28,2,0,0
1497,0.03076923,17.9,2,0,0
1820,0.015384615,41.92,1,1,0
1820,0.015384615,17.18,1,1,0
1820,0.015384615,53.26,1,1,0
1820,0.03076923,36.05,2,0,0
504,0.107692307,85.7,6,0,1
1586,0.323076923,106.44,18,0,0
1820,0.015384615,41.18,1,1,0
694,0.369230769,143.34,21,0,1
1820,0.03076923,44.89,2,0,0
209,0.092307692,41.11,6,0,1
1075,0.046153846,64.68,3,0,1
813,0.123076923,98.27,8,0,1
1224,0.138461538,74.22,8,0,1
1126,0.046153846,68.01,3,0,1
630,0.03076923,89.58,2,0,1
1746,0.03076923,26.57,2,0,0
1820,0.015384615,52.46,1,1,0
1820,0.03076923,35.97,2,0,0
1011,0.092307692,93.01,5,0,1
539,0.369230769,355.92,19,0,3
1784,0.138461538,97.9,8,0,0
1384,0.307692307,160.63,20,0,1
1819,0.046153846,82.4,3,0,0
1814,0.046153846,41.12,2,0,0
1430,0.123076923,68.66,8,0,0
491,0.261538461,166.93,17,0,1
179,0.353846153,279.79,17,0,1
1081,0.2,148.45,11,0,1
1819,0.03076923,51.6,2,0,0
1802,0.03076923,45.86,2,0,0
1819,0.015384615,255.0,1,1,0
1796,0.061538461,108.28,4,0,0
917,0.215384615,209.27,12,0,1
1819,0.03076923,72.5,2,0,0
1819,0.061538461,68.16,3,0,0
62,0.092307692,198.89,6,0,1
787,0.123076923,14.8,6,0,1
1811,0.015384615,292.13,1,1,0
1819,0.015384615,12.49,1,1,0
189,0.046153846,79.35,3,0,1
1819,0.03076923,70.56,2,0,0
1312,0.107692307,189.06,7,0,0
1657,0.092307692,37.94,6,0,0
1819,0.015384615,73.5,1,1,0
1630,0.2,60.06,13,0,0
1132,0.076923076,99.56,5,0,1
1819,0.015384615,41.92,1,1,0
1819,0.015384615,17.21,1,1,0
1754,0.03076923,98.82,2,0,0
1819,0.015384615,65.25,1,1,0
1805,0.03076923,89.86,1,1,0
1599,0.046153846,29.6,3,0,0
1744,0.092307692,450.92,6,0,0
1722,0.046153846,29.64,3,0,0
1819,0.015384615,41.63,1,1,0
178,0.615384615,298.6,30,0,3
219,0.138461538,106.42,9,0,1
1819,0.076923076,76.35,4,0,0
1819,0.015384615,82.42,1,1,0
1392,0.23076923,192.6,15,0,0
1819,0.03076923,59.08,2,0,0
1804,0.092307692,66.27,6,0,0
850,0.169230769,51.15,11,0,1
1818,0.015384615,233.33,1,1,0
1620,0.076923076,153.28,5,0,0
1718,0.138461538,148.39,8,0,0
1704,0.03076923,48.08,2,0,0
1818,0.03076923,45.36,2,0,0
1431,0.015384615,30.02,1,1,0
1818,0.046153846,20.02,3,0,0
1818,0.015384615,43.43,1,1,0
1818,0.03076923,18.76,2,0,0
380,0.061538461,17.02,4,0,1
902,0.415384615,521.72,20,0,3
1818,0.061538461,93.67,3,0,0
1803,0.03076923,96.18,2,0,0
1818,0.03076923,58.42,2,0,0
1802,0.076923076,921.29,4,0,0
1818,0.015384615,44.96,1,1,0
705,0.107692307,94.09,7,0,1
1818,0.015384615,14.92,1,1,0
1459,0.03076923,43.01,2,0,0
1818,0.015384615,9.75,1,1,0
615,0.123076923,100.09,6,0,1
1818,0.015384615,28.26,1,1,0
1808,0.076923076,129.94,5,0,0
1818,0.015384615,50.85,1,1,0
1273,0.015384615,2.02,1,1,0
1818,0.015384615,50.75,1,1,0
1818,0.015384615,56.18,1,1,0
1818,0.015384615,44.92,1,1,0
1818,0.015384615,202.49,1,1,0
23,0.092307692,70.77,6,0,1
515,0.169230769,215.38,11,0,1
1818,0.015384615,31.5,1,1,0
888,0.061538461,112.53,4,0,1
273,0.2,149.47,11,0,1
346,0.2,162.0,10,0,1
1029,0.169230769,76.52,11,0,1
1818,0.015384615,60.75,1,1,0
612,0.046153846,41.67,2,0,1
1705,0.015384615,5.82,1,1,0
1814,0.03076923,36.39,2,0,0
535,0.446153846,364.66,22,0,3
1807,0.107692307,90.5,7,0,0
621,0.076923076,120.51,4,0,1
458,0.307692307,128.26,19,0,1
1818,0.015384615,24.96,1,1,0
661,0.276923076,506.07,15,0,3
1818,0.015384615,89.25,1,1,0
1818,0.076923076,44.03,5,0,0
1818,0.092307692,102.85,4,0,0
1770,0.061538461,35.98,4,0,0
416,0.246153846,180.45,15,0,1
357,0.015384615,11.88,1,1,1
1805,0.092307692,141.92,6,0,0
476,0.2,227.46,12,0,1
1817,0.015384615,89.25,1,1,0
1818,0.03076923,82.06,2,0,0
1818,0.015384615,16.63,1,1,0
1818,0.015384615,33.33,1,1,0
815,0.03076923,7.65,2,0,1
1818,0.076923076,47.58,4,0,0
1818,0.015384615,33.33,1,1,0
1640,0.2,212.67,13,0,0
216,0.646153846,316.14,37,0,3
563,0.169230769,45.43,10,0,1
1817,0.015384615,17.21,1,1,0
297,0.061538461,239.28,3,0,1
1817,0.046153846,100.62,3,0,0
1732,0.061538461,37.58,4,0,0
710,0.061538461,70.82,3,0,1
1817,0.015384615,58.94,1,1,0
290,0.076923076,84.74,4,0,1
1284,0.076923076,66.74,5,0,0
1774,0.061538461,50.56,4,0,0
36,0.092307692,106.0,6,0,1
302,0.061538461,69.14,4,0,1
1817,0.03076923,58.39,2,0,0
1817,0.03076923,18.96,2,0,0
269,0.476923076,261.03,26,0,3
1817,0.015384615,27.75,1,1,0
1817,0.015384615,31.84,1,1,0
1601,0.061538461,83.85,3,0,0
64,0.092307692,153.88,6,0,1
1817,0.015384615,16.62,1,1,0
1817,0.03076923,60.74,2,0,0
1817,0.015384615,50.0,1,1,0
1817,0.015384615,22.46,1,1,0
1817,0.015384615,39.92,1,1,0
1802,0.061538461,28.87,4,0,0
1223,0.446153846,123.51,24,0,3
1817,0.015384615,568.75,1,1,0
1817,0.076923076,45.53,5,0,0
1817,0.03076923,15.81,1,1,0
856,0.03076923,10.93,2,0,1
1817,0.015384615,82.42,1,1,0
37,0.153846153,220.56,8,0,1
1802,0.046153846,82.8,3,0,0
1817,0.015384615,14.92,1,1,0
1817,0.015384615,39.71,1,1,0
1310,0.046153846,63.72,3,0,0
992,0.43076923,358.32,22,0,3
1817,0.015384615,26.58,1,1,0
1175,0.138461538,62.86,9,0,1
1817,0.015384615,33.29,1,1,0
1803,0.076923076,82.55,4,0,0
978,0.23076923,271.49,14,0,1
707,0.046153846,62.34,2,0,1
1494,0.046153846,99.24,2,0,0
1817,0.015384615,36.63,1,1,0
1560,0.03076923,49.13,2,0,0
1817,0.03076923,49.88,2,0,0
1817,0.015384615,26.63,1,1,0
1817,0.015384615,48.71,1,1,0
1817,0.015384615,25.35,1,1,0
1817,0.03076923,434.08,2,0,0
1570,0.03076923,28.34,2,0,0
1817,0.015384615,26.63,1,1,0
1817,0.015384615,16.63,1,1,0
885,0.276923076,125.86,17,0,1
1817,0.046153846,42.71,3,0,0
1817,0.015384615,68.85,1,1,0
1817,0.03076923,59.89,2,0,0
277,0.63076923,440.62,34,0,3
1817,0.015384615,12.49,1,1,0
1817,0.015384615,20.82,1,1,0
1817,0.03076923,47.41,2,0,0
1817,0.015384615,25.35,1,1,0
444,0.23076923,107.44,15,0,1
1272,0.076923076,73.22,5,0,0
1817,0.015384615,44.96,1,1,0
1817,0.015384615,13.64,1,1,0
1817,0.015384615,33.31,1,1,0
1788,0.092307692,113.89,6,0,0
38,0.507692307,348.89,32,0,3
1817,0.015384615,67.46,1,1,0
1804,0.061538461,43.34,4,0,0
1816,0.046153846,57.97,3,0,0
486,0.123076923,108.15,8,0,1
1466,0.046153846,139.05,3,0,0
1816,0.046153846,120.55,3,0,0
1816,0.015384615,20.79,1,1,0
1096,0.215384615,218.87,14,0,1
1816,0.03076923,14.98,1,1,0
1782,0.015384615,15.04,1,1,0
1589,0.076923076,43.05,5,0,0
1816,0.015384615,44.93,1,1,0
1816,0.015384615,55.28,1,1,0
1816,0.015384615,24.68,1,1,0
1816,0.03076923,12.0,1,1,0
333,0.092307692,70.42,6,0,1
1809,0.076923076,138.46,4,0,0
1816,0.015384615,21.3,1,1,0
1132,0.03076923,25.27,2,0,1
1816,0.03076923,41.58,1,1,0
1816,0.015384615,49.17,1,1,0
1816,0.046153846,42.72,3,0,0
1816,0.015384615,3.3,1,1,0
1816,0.015384615,82.42,1,1,0
650,0.092307692,55.39,6,0,1
1816,0.03076923,35.86,1,1,0
1815,0.015384615,17.93,1,1,0
1816,0.03076923,46.62,2,0,0
1816,0.015384615,45.82,1,1,0
37,0.092307692,75.86,6,0,1
1816,0.015384615,18.71,1,1,0
1816,0.046153846,105.5,3,0,0
1816,0.03076923,61.4,2,0,0
1816,0.076923076,64.82,5,0,0
607,0.123076923,101.61,8,0,1
1816,0.015384615,29.55,1,1,0
1816,0.015384615,24.76,1,1,0
1171,0.153846153,88.39,9,0,1
1519,0.092307692,15.68,6,0,0
1816,0.015384615,16.63,1,1,0
1816,0.015384615,46.42,1,1,0
1640,0.061538461,78.28,4,0,0
1780,0.03076923,44.31,2,0,0
1816,0.061538461,90.81,4,0,0
1816,0.015384615,37.44,1,1,0
884,0.046153846,81.17,3,0,1
1816,0.015384615,40.79,1,1,0
1799,0.061538461,82.64,4,0,0
1140,0.123076923,135.9,7,0,1
1733,0.076923076,126.65,5,0,0
1393,0.03076923,45.53,2,0,0
1816,0.015384615,20.21,1,1,0
1816,0.015384615,22.46,1,1,0
1816,0.015384615,22.46,1,1,0
1816,0.015384615,17.93,1,1,0
1816,0.015384615,33.24,1,1,0
1480,0.03076923,65.38,2,0,0
1816,0.03076923,44.17,2,0,0
1816,0.03076923,36.09,2,0,0
1816,0.015384615,16.66,1,1,0
1421,0.092307692,393.49,6,0,0
1816,0.015384615,199.5,1,1,0
1254,0.015384615,22.39,1,1,0
1393,0.061538461,121.05,4,0,0
1027,0.123076923,124.81,7,0,1
1816,0.076923076,221.86,4,0,0
1578,0.092307692,48.03,6,0,0
1816,0.015384615,127.38,1,1,0
1816,0.015384615,41.63,1,1,0
1816,0.015384615,41.63,1,1,0
328,0.353846153,251.64,19,0,3
1816,0.015384615,74.96,1,1,0
553,0.2,239.64,9,0,1
1816,0.015384615,12.9,1,1,0
1048,0.03076923,67.91,2,0,1
1440,0.046153846,70.27,3,0,0
1815,0.015384615,20.79,1,1,0
923,0.046153846,10.61,3,0,1
1329,0.261538461,241.23,16,0,1
58,0.092307692,105.26,6,0,1
1578,0.046153846,15.24,3,0,0
1815,0.015384615,41.92,1,1,0
1552,0.03076923,59.94,2,0,0
1815,0.015384615,11.62,1,1,0
1815,0.015384615,26.85,1,1,0
3,0.03076923,61.19,2,0,1
1815,0.015384615,19.4,1,1,0
1815,0.015384615,11.63,1,1,0
1815,0.015384615,48.71,1,1,0
1356,0.553846153,350.61,26,0,3
1815,0.015384615,24.96,1,1,0
1815,0.03076923,66.93,2,0,0
1641,0.076923076,11.67,5,0,0
1805,0.092307692,125.6,3,0,0
1791,0.046153846,71.79,2,0,0
873,0.092307692,88.85,5,0,1
1814,0.03076923,48.29,2,0,0
1815,0.015384615,18.98,1,1,0
1211,0.03076923,61.41,2,0,1
1815,0.015384615,67.46,1,1,0
1815,0.015384615,41.92,1,1,0
1815,0.015384615,74.93,1,1,0
1815,0.015384615,16.63,1,1,0
1815,0.015384615,39.97,1,1,0
1323,0.184615384,55.78,10,0,1
1736,0.061538461,45.66,4,0,0
1798,0.092307692,166.11,6,0,0
661,0.523076923,234.22,30,0,3
1815,0.015384615,63.71,1,1,0
329,0.692307692,389.62,39,0,3
1814,0.015384615,57.46,1,1,0
1803,0.046153846,74.5,3,0,0
1815,0.015384615,58.94,1,1,0
1815,0.015384615,104.96,1,1,0
1815,0.015384615,20.79,1,1,0
1808,0.03076923,37.42,2,0,0
1027,0.092307692,146.23,6,0,1
1814,0.015384615,81.75,1,1,0
823,0.246153846,465.32,15,0,3
1786,0.076923076,12.6,4,0,0
1814,0.046153846,50.71,3,0,0
1814,0.046153846,52.34,3,0,0
1814,0.015384615,16.62,1,1,0
1814,0.015384615,5.92,1,1,0
475,0.353846153,361.63,23,0,3
1814,0.015384615,6.65,1,1,0
1805,0.061538461,90.39,4,0,0
1814,0.015384615,29.55,1,1,0
568,0.2,48.95,13,0,1
14,0.43076923,235.33,26,0,3
1513,0.107692307,92.82,7,0,0
122,0.276923076,300.99,16,0,1
1814,0.03076923,18.8,2,0,0
1742,0.23076923,68.78,14,0,0
221,0.046153846,86.79,3,0,1
1814,0.015384615,45.82,1,1,0
1128,0.076923076,104.52,4,0,1
1814,0.046153846,67.53,3,0,0
1814,0.015384615,82.46,1,1,0
1814,0.015384615,134.96,1,1,0
1738,0.076923076,24.82,5,0,0
1418,0.03076923,40.27,2,0,0
1814,0.03076923,67.59,2,0,0
1494,0.03076923,61.58,2,0,0
1563,0.153846153,110.62,10,0,0
274,0.169230769,86.96,10,0,1
1814,0.015384615,89.25,1,1,0
1812,0.046153846,52.26,2,0,0
191,0.138461538,181.04,9,0,1
1814,0.015384615,20.79,1,1,0
1443,0.046153846,99.34,3,0,0
1428,0.553846153,214.97,34,0,3
1814,0.03076923,32.41,2,0,0
379,0.123076923,79.45,8,0,1
1814,0.107692307,152.68,7,0,0
1814,0.015384615,20.79,1,1,0
1701,0.061538461,70.09,4,0,0
1804,0.107692307,31.1,7,0,0
1814,0.015384615,19.95,1,1,0
1813,0.015384615,31.5,1,1,0
1814,0.015384615,11.33,1,1,0
811,0.184615384,242.55,9,0,1
997,0.123076923,65.32,7,0,1
1540,0.061538461,589.77,4,0,0
1814,0.015384615,44.93,1,1,0
1814,0.015384615,199.5,1,1,0
1814,0.046153846,26.09,3,0,0
332,0.076923076,353.66,5,0,1
1814,0.015384615,71.21,1,1,0
1814,0.015384615,19.92,1,1,0
1814,0.015384615,33.71,1,1,0
1074,0.215384615,174.08,14,0,1
1814,0.015384615,63.71,1,1,0
1580,0.153846153,137.29,10,0,0
1219,0.046153846,42.74,3,0,1
1751,0.03076923,108.99,2,0,0
717,0.061538461,114.11,3,0,1
1482,0.061538461,52.81,4,0,0
1813,0.015384615,44.93,1,1,0
1813,0.015384615,50.4,1,1,0
1813,0.015384615,243.75,1,1,0
1784,0.03076923,542.88,2,0,0
113,0.107692307,35.92,6,0,1
1073,0.169230769,218.23,11,0,1
1813,0.015384615,48.0,1,1,0
1813,0.046153846,43.79,3,0,0
1813,0.076923076,100.04,5,0,0
1813,0.046153846,81.74,3,0,0
645,0.046153846,93.63,3,0,1
982,0.184615384,191.83,12,0,1
1813,0.015384615,31.63,1,1,0
1791,0.061538461,78.75,4,0,0
1631,0.046153846,87.25,3,0,0
186,0.43076923,305.21,26,0,3
1356,0.046153846,27.03,2,0,0
99,0.107692307,182.44,7,0,1
1813,0.015384615,66.59,1,1,0
737,0.107692307,76.87,7,0,1
1813,0.03076923,76.73,2,0,0
1813,0.03076923,57.89,2,0,0
1000,0.03076923,85.05,2,0,1
1813,0.03076923,119.92,2,0,0
1800,0.046153846,74.23,3,0,0
1813,0.015384615,66.66,1,1,0
1813,0.015384615,29.93,1,1,0
221,0.03076923,87.19,2,0,1
1440,0.123076923,215.78,8,0,0
227,0.246153846,277.98,16,0,1
1330,0.092307692,37.37,3,0,0
1813,0.03076923,51.33,2,0,0
101,3.061538461,1672.94,128,0,2
664,0.138461538,144.0,8,0,1
1813,0.046153846,79.08,3,0,0
1622,0.03076923,36.12,2,0,0
533,0.092307692,63.2,6,0,1
1813,0.061538461,68.76,4,0,0
1059,0.046153846,68.86,3,0,1
814,0.061538461,197.01,4,0,1
1812,0.092307692,39.47,5,0,0
1100,0.015384615,26.65,1,1,1
1641,0.138461538,162.5,7,0,0
1813,0.015384615,56.21,1,1,0
520,0.676923076,317.89,35,0,3
1256,0.138461538,127.48,9,0,1
1812,0.076923076,88.39,5,0,0
1812,0.015384615,22.43,1,1,0
1002,0.092307692,23.02,6,0,1
1807,0.092307692,111.22,4,0,0
1812,0.03076923,277.42,2,0,0
1580,0.076923076,36.56,5,0,0
1730,0.061538461,62.84,4,0,0
1569,0.061538461,98.38,4,0,0
1798,0.03076923,101.86,2,0,0
1572,0.123076923,69.85,6,0,0
1812,0.046153846,50.97,3,0,0
1812,0.015384615,86.35,1,1,0
1812,0.061538461,172.62,4,0,0
27,0.476923076,442.51,31,0,3
1812,0.015384615,58.46,1,1,0
1812,0.015384615,20.79,1,1,0
1812,0.015384615,66.59,1,1,0
1020,0.046153846,75.03,3,0,1
1812,0.015384615,24.96,1,1,0
1549,0.015384615,10.44,1,1,0
1718,0.061538461,20.42,4,0,0
1812,0.015384615,41.58,1,1,0
1812,0.03076923,76.68,2,0,0
1812,0.03076923,83.42,2,0,0
1812,0.015384615,63.68,1,1,0
1799,0.015384615,16.66,1,1,0
1812,0.015384615,19.13,1,1,0
1800,0.015384615,64.46,1,1,0
1812,0.015384615,11.96,1,1,0
1812,0.03076923,68.7,2,0,0
1811,0.046153846,89.92,3,0,0
1424,0.215384615,58.06,9,0,0
1812,0.015384615,20.79,1,1,0
700,0.015384615,23.12,1,1,1
1812,0.061538461,35.68,4,0,0
1812,0.046153846,21.67,3,0,0
1010,0.092307692,63.53,5,0,1
298,0.369230769,325.84,17,0,3
402,0.061538461,38.7,4,0,1
1812,0.03076923,67.42,2,0,0
1810,0.015384615,12.5,1,1,0
208,0.138461538,97.06,9,0,1
1811,0.015384615,21.6,1,1,0
1811,0.015384615,71.21,1,1,0
1811,0.015384615,40.79,1,1,0
1811,0.03076923,52.34,2,0,0
412,0.03076923,47.92,1,1,1
1811,0.046153846,67.43,3,0,0
1798,0.015384615,39.54,1,1,0
76,0.323076923,193.96,18,0,1
1811,0.015384615,529.5,1,1,0
1076,0.184615384,91.8,12,0,1
302,0.03076923,50.7,2,0,1
1811,0.03076923,52.38,2,0,0
344,0.015384615,17.25,1,1,1
1589,0.107692307,99.86,7,0,0
1451,0.03076923,41.58,1,1,0
1552,0.03076923,21.07,2,0,0
1433,0.076923076,48.1,5,0,0
1811,0.03076923,50.62,2,0,0
1811,0.015384615,41.64,1,1,0
1185,0.138461538,76.71,9,0,1
1811,0.015384615,68.85,1,1,0
1718,0.03076923,50.45,2,0,0
1312,0.076923076,101.27,4,0,0
1570,0.153846153,731.43,9,0,0
1008,0.138461538,41.26,6,0,1
1811,0.015384615,87.77,1,1,0
1780,0.03076923,56.01,2,0,0
1810,0.015384615,27.05,1,1,0
492,0.076923076,88.84,5,0,1
1739,0.015384615,17.04,1,1,0
1810,0.015384615,52.43,1,1,0
1809,0.015384615,41.62,1,1,0
1801,0.4,339.49,23,0,3
1570,0.107692307,107.62,7,0,0
1810,0.015384615,137.49,1,1,0
1810,0.03076923,44.93,2,0,0
1515,0.046153846,101.98,3,0,0
1810,0.015384615,43.43,1,1,0
1494,0.076923076,49.61,2,0,0
1810,0.015384615,54.13,1,1,0
38,0.353846153,168.2,23,0,3
327,0.03076923,135.54,1,1,1
1810,0.03076923,122.33,2,0,0
1810,0.015384615,16.66,1,1,0
647,0.03076923,64.25,2,0,1
1553,0.03076923,7.64,2,0,0
1810,0.061538461,44.42,2,0,0
1780,0.046153846,541.66,3,0,0
1810,0.015384615,164.25,1,1,0
1808,0.015384615,38.93,1,1,0
1800,0.03076923,16.66,1,1,0
1810,0.061538461,83.39,4,0,0
1810,0.03076923,96.81,2,0,0
6,0.907692307,576.79,48,0,3
1005,0.092307692,102.38,6,0,1
1810,0.015384615,68.85,1,1,0
1229,0.153846153,62.02,9,0,1
1755,0.046153846,174.68,3,0,0
1810,0.015384615,51.0,1,1,0
252,0.015384615,29.1,1,1,1
1810,0.03076923,47.67,2,0,0
1810,0.015384615,20.79,1,1,0
1463,0.03076923,28.28,2,0,0
657,0.03076923,9.33,2,0,1
1810,0.015384615,12.47,1,1,0
1810,0.015384615,17.21,1,1,0
1810,0.015384615,37.46,1,1,0
1015,0.246153846,120.07,14,0,1
1333,0.046153846,30.59,3,0,0
1809,0.015384615,65.25,1,1,0
1088,0.138461538,77.55,8,0,1
136,0.015384615,3.99,1,1,1
649,0.046153846,53.42,3,0,1
1801,0.015384615,186.63,1,1,0
1809,0.061538461,152.7,4,0,0
1809,0.015384615,29.96,1,1,0
1809,0.015384615,20.79,1,1,0
1608,0.123076923,87.88,8,0,0
1768,0.03076923,22.43,2,0,0
481,0.615384615,292.03,32,0,3
1284,0.046153846,201.09,3,0,0
1809,0.015384615,41.92,1,1,0
1809,0.015384615,25.46,1,1,0
1809,0.015384615,33.32,1,1,0
1694,0.03076923,44.61,2,0,0
1809,0.03076923,50.78,2,0,0
1200,0.123076923,80.33,8,0,1
1809,0.03076923,45.95,2,0,0
1809,0.061538461,90.77,4,0,0
1809,0.015384615,56.2,1,1,0
1809,0.061538461,112.13,4,0,0
1809,0.046153846,145.59,3,0,0
1809,0.015384615,48.0,1,1,0
1809,0.015384615,37.48,1,1,0
1809,0.015384615,70.83,1,1,0
1029,0.123076923,82.68,5,0,1
1440,0.184615384,113.46,8,0,0
141,0.076923076,80.5,5,0,1
1074,0.169230769,75.33,11,0,1
1809,0.015384615,134.25,1,1,0
1809,0.015384615,20.79,1,1,0
1589,0.03076923,59.93,2,0,0
1809,0.015384615,336.0,1,1,0
1763,0.061538461,53.06,4,0,0
1809,0.015384615,17.93,1,1,0
1789,0.046153846,94.33,3,0,0
1809,0.015384615,7.44,1,1,0
1809,0.03076923,46.6,2,0,0
1809,0.03076923,31.09,2,0,0
1809,0.03076923,52.67,2,0,0
1809,0.015384615,162.5,1,1,0
1809,0.015384615,16.62,1,1,0
1809,0.015384615,24.63,1,1,0
1417,0.03076923,24.69,2,0,0
1809,0.03076923,39.84,1,1,0
1808,0.015384615,73.5,1,1,0
448,1.03076923,738.32,62,0,3
1809,0.015384615,82.42,1,1,0
1648,0.046153846,90.68,3,0,0
1809,0.015384615,12.37,1,1,0
1809,0.061538461,60.94,4,0,0
548,0.138461538,82.84,9,0,1
334,0.215384615,319.97,14,0,1
1809,0.015384615,12.5,1,1,0
1809,0.015384615,30.48,1,1,0
1605,0.061538461,40.42,4,0,0
1808,0.015384615,18.98,1,1,0
1295,0.092307692,91.49,6,0,0
1789,0.138461538,244.62,7,0,0
1073,0.015384615,6.02,1,1,1
1809,0.015384615,56.18,1,1,0
1809,0.015384615,30.48,1,1,0
1809,0.03076923,111.29,2,0,0
1809,0.03076923,79.39,2,0,0
1808,0.015384615,71.17,1,1,0
1808,0.015384615,16.66,1,1,0
1807,0.03076923,41.62,2,0,0
1808,0.107692307,82.16,6,0,0
1808,0.015384615,71.21,1,1,0
1801,0.153846153,297.21,10,0,0
1808,0.015384615,42.46,1,1,0
1085,0.046153846,68.09,3,0,1
1316,0.015384615,38.98,1,1,0
364,0.276923076,154.02,17,0,1
1578,0.03076923,143.81,2,0,0
1808,0.076923076,117.22,4,0,0
547,0.215384615,255.44,9,0,1
1808,0.015384615,49.17,1,1,0
1772,0.076923076,84.51,4,0,0
542,0.123076923,66.2,8,0,1
1066,0.307692307,356.5,14,0,1
1808,0.03076923,99.94,1,1,0
1808,0.015384615,59.92,1,1,0
1337,0.046153846,11.15,3,0,0
1099,0.061538461,247.13,4,0,1
1808,0.015384615,36.75,1,1,0
446,0.138461538,148.81,9,0,1
1808,0.03076923,11.17,2,0,0
1808,0.015384615,54.13,1,1,0
1808,0.015384615,58.19,1,1,0
1808,0.046153846,50.74,3,0,0
1808,0.046153846,79.76,3,0,0
1051,0.092307692,265.66,6,0,1
1762,0.03076923,74.25,2,0,0
1808,0.046153846,11.88,3,0,0
1808,0.015384615,29.96,1,1,0
1808,0.015384615,36.75,1,1,0
1808,0.03076923,43.43,2,0,0
1801,0.03076923,77.22,1,1,0
924,0.076923076,83.15,5,0,1
1808,0.03076923,29.98,2,0,0
200,1.169230769,387.09,49,0,3
1018,0.076923076,62.1,5,0,1
1808,0.107692307,42.88,7,0,0
1497,0.092307692,78.72,5,0,0
1808,0.061538461,17.45,3,0,0
1808,0.015384615,22.46,1,1,0
1806,0.153846153,172.56,8,0,0
1808,0.015384615,52.46,1,1,0
1808,0.015384615,30.84,1,1,0
1808,0.03076923,53.67,2,0,0
1027,0.015384615,11.14,1,1,1
1808,0.046153846,55.61,3,0,0
1808,0.015384615,416.62,1,1,0
1796,0.015384615,18.75,1,1,0
1808,0.015384615,10.0,1,1,0
1808,0.015384615,16.63,1,1,0
1808,0.061538461,24.24,4,0,0
1808,0.03076923,42.87,2,0,0
1807,0.015384615,33.26,1,1,0
1807,0.015384615,20.82,1,1,0
1807,0.015384615,66.62,1,1,0
1064,0.076923076,243.63,4,0,1
1804,0.092307692,112.42,6,0,0
1807,0.015384615,65.85,1,1,0
1021,0.061538461,40.44,3,0,1
1807,0.061538461,42.38,4,0,0
1076,0.184615384,145.82,10,0,1
1807,0.015384615,40.79,1,1,0
1807,0.015384615,33.33,1,1,0
1807,0.03076923,37.46,1,1,0
1805,0.015384615,20.83,1,1,0
1733,0.03076923,17.32,1,1,0
423,0.676923076,250.58,42,0,3
1375,0.107692307,87.78,7,0,0
1709,0.461538461,221.03,16,0,0
1807,0.015384615,20.79,1,1,0
1806,0.123076923,142.93,6,0,0
1807,0.03076923,434.91,2,0,0
1385,0.153846153,163.24,7,0,0
1104,0.015384615,18.38,1,1,1
1288,0.107692307,67.21,7,0,0
988,0.569230769,173.47,35,0,3
