recency,frequency,monetary,variety,kmeans_cluster
2245,6,104.96,6,1
2423,4,25.91,3,1
2423,6,46.51,6,1
2423,1,58.25,1,1
2010,3,130.75,3,1
2422,6,33.18,6,1
2423,3,109.34,3,1
2378,12,92.81,12,1
2423,1,27.71,1,1
2423,2,43.5,2,1
2423,1,166.6,1,1
2422,2,40.54,2,1
2422,2,73.95,2,1
880,2,96.3,2,0
2422,1,9.63,1,1
2338,2,18.33,2,1
1808,2,58.41,2,1
2422,1,22.9,1,1
736,6,63.81,6,0
2422,1,133.3,1,1
1455,10,112.3,10,1
2422,3,38.15,3,1
866,8,121.01,6,0
1407,14,169.03,13,0
2032,9,159.03,8,1
2422,2,49.16,2,1
2422,3,32.38,3,1
2422,4,61.57,3,1
2024,2,57.67,2,1
2083,2,50.78,2,1
2313,7,124.81,7,1
2327,4,63.22,4,1
2422,2,56.62,2,1
1623,7,113.82,7,1
409,27,277.24,21,0
2422,2,87.48,2,1
2422,3,49.04,3,1
2422,6,38.07,6,1
2422,1,8.12,1,1
376,10,241.56,9,0
630,96,1306.49,88,3
2421,3,81.25,2,1
2421,1,18.71,1,1
2421,1,37.47,1,1
2421,2,48.63,2,1
2416,1,25.43,1,1
1402,4,24.21,4,0
2421,2,19.42,2,1
2421,1,186.75,1,1
1615,18,387.72,18,1
1676,14,186.01,14,1
2159,19,611.66,19,1
2421,2,46.64,1,1
2421,1,26.17,1,1
1511,13,84.75,13,1
2421,1,50.0,1,1
2130,5,168.28,5,1
2421,1,11.96,1,1
1612,18,146.19,4,1
2418,8,358.63,8,1
1140,13,765.22,9,0
2421,1,48.71,1,1
870,11,185.55,11,0
2181,9,112.98,9,1
2421,1,8.75,1,1
1990,15,126.87,15,1
2421,2,89.93,2,1
2421,5,50.56,5,1
2421,2,23.15,2,1
1463,11,190.59,10,1
2352,14,236.32,12,1
2173,4,111.4,4,1
2016,3,57.38,3,1
2421,1,19.42,1,1
2420,5,49.9,1,1
2414,2,267.12,1,1
538,3,56.54,3,0
2025,12,277.14,12,1
2420,1,24.99,1,1
2420,2,125.89,2,1
2420,1,49.99,1,1
319,11,156.06,10,0
1100,17,236.98,16,0
2413,2,36.58,1,1
2420,7,121.15,7,1
2405,24,274.78,23,1
2420,1,61.43,1,1
1860,1,5.3,1,1
2420,1,10.75,1,1
2032,2,30.38,2,1
2188,3,17.21,2,1
2360,6,150.43,6,1
1893,5,101.74,5,1
2288,3,95.6,3,1
2418,9,86.84,4,1
534,12,204.56,12,0
2420,2,44.92,2,1
2420,2,33.31,2,1
2194,2,24.95,2,1
2418,2,11.92,1,1
1618,40,769.0,38,3
1412,6,73.24,6,0
2420,1,46.2,1,1
2420,7,49.08,7,1
1499,4,53.04,4,1
1895,15,257.35,14,1
1792,42,309.81,37,3
2401,2,525.0,1,1
1204,8,176.27,7,0
1900,4,23.77,4,1
2419,2,18.38,2,1
2419,2,20.36,2,1
2415,7,122.44,5,1
634,11,79.7,9,0
2419,1,29.14,1,1
2419,4,57.53,4,1
1024,10,250.78,10,0
2419,1,7.0,1,1
2419,1,16.66,1,1
2069,13,101.19,13,1
2419,5,405.67,5,1
2419,2,8.9,1,1
2419,2,24.98,2,1
2419,2,18.74,2,1
693,8,215.92,8,0
2080,12,233.44,12,1
2419,1,36.97,1,1
2419,8,354.62,8,1
2415,1,101.18,1,1
2417,1,230.42,1,1
768,19,253.04,18,0
1111,25,195.57,23,0
2419,4,64.4,4,1
2418,2,39.88,2,1
2418,1,8.24,1,1
643,2,90.1,2,0
2418,1,34.43,1,1
2418,2,49.96,2,1
2418,1,17.96,1,1
2418,5,63.28,5,1
2418,1,25.8,1,1
567,15,547.85,13,0
2418,2,54.13,2,1
2369,2,41.64,2,1
2418,2,47.41,2,1
1680,7,50.66,7,1
2416,5,78.92,3,1
2418,2,17.09,2,1
2418,1,44.96,1,1
2418,4,40.57,4,1
2389,9,100.87,9,1
2418,1,74.25,1,1
2418,1,8.33,1,1
2418,7,23.24,7,1
869,5,154.04,5,0
1989,7,172.49,7,1
978,2,6.66,2,0
828,1,4.99,1,0
368,19,66.07,15,0
2417,1,62.5,1,1
2404,6,95.81,6,1
2418,2,50.34,2,1
992,27,228.31,21,0
2418,4,53.08,4,1
2418,3,42.59,3,1
1550,7,72.72,5,1
2418,1,14.92,1,1
1408,13,179.46,11,0
1944,19,265.63,17,1
2417,5,74.27,5,1
2417,1,129.0,1,1
2417,1,49.99,1,1
1037,25,228.87,17,0
2417,2,35.41,2,1
2192,6,419.04,6,1
2417,1,10.62,1,1
1823,10,87.45,10,1
2417,2,74.02,2,1
2417,1,44.96,1,1
1450,10,120.05,10,1
2417,1,48.71,1,1
2417,1,15.69,1,1
1150,7,103.16,7,0
2417,2,43.11,2,1
1607,4,111.16,4,1
2417,1,8.31,1,1
2417,2,41.61,2,1
2417,1,12.49,1,1
2015,10,152.69,10,1
1612,3,106.04,3,1
2417,7,42.96,5,1
2225,8,92.26,7,1
2417,3,147.44,3,1
2417,1,25.0,1,1
1640,10,232.91,10,1
2417,1,29.16,1,1
2417,1,24.99,1,1
2417,1,124.99,1,1
1548,4,31.06,4,1
2417,2,41.11,2,1
2417,3,116.36,3,1
2417,1,3.22,1,1
1579,7,118.15,7,1
2416,2,51.65,2,1
1800,3,222.92,1,1
2416,4,103.18,4,1
2030,6,87.94,4,1
982,29,416.79,28,3
2416,1,49.99,1,1
1015,9,156.35,5,0
2416,1,46.13,1,1
851,8,224.13,8,0
2416,1,70.75,1,1
2370,3,96.5,2,1
831,10,153.12,9,0
2394,2,126.27,1,1
1959,14,258.42,14,1
2121,4,70.93,3,1
2416,1,54.71,1,1
2416,1,4.16,1,1
1568,12,142.08,12,1
534,3,61.6,3,0
2416,3,63.6,3,1
2414,4,34.27,4,1
2416,1,20.67,1,1
2416,1,4.74,1,1
242,64,660.94,52,3
1555,7,80.2,5,1
1465,5,132.34,5,1
2416,3,43.1,3,1
499,6,203.34,6,0
2270,17,408.46,15,1
2416,1,23.63,1,1
2416,2,71.17,2,1
179,22,101.43,22,0
1607,5,71.42,5,1
2416,1,9.89,1,1
310,16,267.94,15,0
2416,1,111.75,1,1
503,3,80.77,3,0
2416,3,14.74,3,1
1170,24,361.39,19,0
217,16,201.52,7,0
2415,2,46.51,2,1
2413,5,171.5,4,1
2026,6,106.25,6,1
1607,11,264.96,10,1
2415,1,12.49,1,1
2380,3,108.29,2,1
2415,3,74.52,3,1
2212,9,143.08,9,1
2415,1,26.65,1,1
2327,4,102.6,4,1
2415,2,14.57,2,1
2415,1,94.5,1,1
1048,10,302.88,10,0
2415,3,17.92,3,1
2415,6,76.31,6,1
1646,3,53.67,3,1
1733,19,503.84,17,1
2415,1,52.46,1,1
1473,2,87.64,2,1
1716,9,105.94,9,1
2415,1,32.21,1,1
2414,1,16.66,1,1
2415,1,108.33,1,1
2415,1,104.94,1,1
2312,3,417.08,2,1
2415,3,45.34,3,1
2415,1,29.55,1,1
2415,1,41.18,1,1
2403,2,70.59,2,1
1602,10,158.05,5,1
1041,43,288.67,41,3
2415,1,8.3,1,1
2410,27,736.5,26,3
267,7,140.16,7,0
2342,14,154.11,14,1
2402,3,199.24,2,1
2414,1,13.75,1,1
2414,1,24.99,1,1
2414,1,56.21,1,1
2388,5,36.84,5,1
855,12,219.94,10,0
2414,1,66.16,1,1
553,19,147.79,13,0
815,5,95.66,5,0
2365,5,71.62,5,1
2414,3,32.28,3,1
528,11,119.59,11,0
2414,1,22.43,1,1
2414,1,5.21,1,1
2414,3,21.45,3,1
2414,1,29.16,1,1
2414,1,69.0,1,1
2414,5,44.05,5,1
2291,11,372.31,11,1
2325,9,299.35,9,1
2414,1,22.88,1,1
2414,1,69.0,1,1
1427,6,83.85,4,1
2414,1,20.83,1,1
2414,3,14.36,3,1
2414,1,108.33,1,1
2414,1,41.65,1,1
2138,6,171.58,6,1
2414,1,46.13,1,1
2414,1,37.47,1,1
2414,1,24.63,1,1
1966,6,47.65,6,1
854,3,36.96,3,0
2413,2,52.31,2,1
2413,2,58.26,1,1
2100,23,344.53,20,1
2413,4,497.19,4,1
409,19,163.1,15,0
1217,3,65.5,3,0
836,22,155.31,19,0
2413,1,33.32,1,1
2413,5,304.45,5,1
2396,6,79.46,5,1
318,15,265.79,15,0
2413,3,20.53,3,1
2413,1,24.92,1,1
2413,3,42.77,3,1
2380,2,39.94,2,1
2413,1,14.96,1,1
2026,2,37.38,1,1
981,8,57.28,8,0
2413,3,169.1,3,1
1886,4,35.17,4,1
1900,2,44.88,2,1
2413,1,24.71,1,1
2400,8,74.34,8,1
2392,2,48.67,2,1
888,14,184.32,11,0
2010,1,243.75,1,1
2413,1,24.99,1,1
2388,5,43.86,5,1
2365,3,41.58,2,1
1991,13,169.79,12,1
2179,27,489.86,24,3
1823,19,94.47,17,1
2328,7,32.56,7,1
170,37,711.11,32,3
800,9,109.34,8,0
1550,15,91.03,15,1
2365,1,19.97,1,1
2412,2,33.32,1,1
2407,23,156.25,19,1
680,11,477.37,11,0
2408,1,92.89,1,1
1442,2,92.38,2,1
1607,4,45.58,4,1
1897,17,125.73,16,1
1915,4,62.18,4,1
292,19,225.66,18,0
442,17,79.37,15,0
2384,2,51.22,2,1
2412,1,26.66,1,1
2412,4,124.48,4,1
2412,1,12.49,1,1
2405,3,81.36,3,1
974,10,513.13,9,0
2412,3,79.95,3,1
2412,1,22.9,1,1
690,19,366.67,19,0
421,8,159.22,8,0
1920,21,160.41,21,1
1604,7,167.15,7,1
2412,1,18.29,1,1
2412,1,40.77,1,1
1339,15,95.07,14,0
2412,1,46.42,1,1
2412,4,36.79,4,1
2156,12,125.18,11,1
2412,4,14.52,3,1
2412,2,144.67,2,1
2265,6,226.12,6,1
2392,12,247.25,9,1
2412,6,24.94,6,1
2412,2,52.86,2,1
567,4,45.19,4,0
282,237,2182.37,180,2
173,36,298.39,36,3
237,12,255.52,8,0
440,27,146.72,22,0
2411,3,64.04,3,1
611,4,81.8,3,0
1191,9,33.15,9,0
357,25,185.04,22,0
2411,2,49.98,1,1
2411,1,10.42,1,1
1857,8,121.64,8,1
2411,1,22.07,1,1
2411,1,33.71,1,1
2411,4,42.3,4,1
506,75,270.3,55,3
2411,1,16.35,1,1
1542,5,62.57,2,1
2274,2,74.67,2,1
2411,1,22.5,1,1
2411,3,66.15,3,1
2410,5,45.5,3,1
2411,3,74.51,3,1
2411,1,15.63,1,1
2411,2,69.64,2,1
955,6,165.25,5,0
1756,19,248.06,19,1
1001,20,180.45,12,0
2411,2,28.38,2,1
2411,1,23.28,1,1
2411,4,64.93,4,1
1665,2,109.64,2,1
476,30,305.52,24,3
2101,1,24.76,1,1
2411,1,33.2,1,1
2122,4,32.66,4,1
620,25,435.21,20,3
2411,1,18.67,1,1
423,14,293.27,11,0
2407,3,55.45,3,1
2411,3,31.87,3,1
941,21,200.16,19,0
1914,8,192.55,8,1
871,13,186.2,13,0
955,3,28.47,3,0
2411,5,80.22,4,1
2411,3,16.64,2,1
2410,2,34.42,2,1
2272,4,93.58,4,1
2075,8,158.67,8,1
1658,5,127.56,4,1
2411,3,45.92,3,1
530,25,346.57,23,3
2298,4,97.26,4,1
2293,6,199.3,6,1
2410,1,16.66,1,1
2291,5,22.68,5,1
1923,13,459.26,13,1
2102,11,74.34,11,1
1996,2,83.29,2,1
2408,3,26.87,3,1
1046,17,298.62,15,0
1481,5,89.59,5,1
1031,12,129.05,11,0
617,18,183.43,14,0
2410,1,49.99,1,1
2410,3,48.23,3,1
1019,7,34.47,6,0
2398,2,54.15,2,1
1964,6,271.56,6,1
528,37,315.16,27,3
1887,2,26.1,2,1
708,17,179.75,14,0
1280,14,292.45,14,0
2410,1,32.21,1,1
2410,1,49.99,1,1
1953,5,118.69,4,1
2292,4,56.62,4,1
2410,2,49.74,1,1
504,1,19.34,1,0
1651,17,101.8,15,1
2410,2,30.34,2,1
432,4,128.03,3,0
2410,2,84.92,2,1
2410,1,24.92,1,1
2410,4,44.2,4,1
1080,6,56.96,6,0
2379,4,43.33,4,1
2410,1,20.83,1,1
606,22,281.1,20,0
829,18,289.26,12,0
671,3,26.76,3,0
1003,8,230.66,6,0
2208,5,108.27,4,1
2410,1,67.46,1,1
1850,5,119.13,5,1
2226,2,165.86,2,1
1531,20,151.5,18,1
828,22,338.26,20,0
196,4,141.16,4,0
2031,17,291.15,17,1
1905,15,207.93,15,1
1497,18,2342.65,11,3
2276,3,66.5,2,1
2410,3,70.08,3,1
2093,3,51.4,3,1
2410,2,87.05,2,1
230,27,334.08,25,3
2410,2,61.17,2,1
1607,15,281.49,12,1
171,84,1133.29,63,3
2410,3,59.53,3,1
2410,4,42.31,4,1
2410,7,42.17,6,1
2360,2,76.62,2,1
2410,1,16.66,1,1
1594,17,378.71,14,1
1842,37,508.98,30,3
339,27,427.93,24,3
2410,1,8.5,1,1
1708,7,158.27,7,1
1161,40,306.12,31,3
2266,20,335.25,19,1
2409,1,284.25,1,1
2071,14,461.69,9,1
2409,2,90.25,2,1
873,13,232.87,9,0
2409,1,18.29,1,1
169,2,219.85,2,0
2293,8,265.58,8,1
2409,2,24.05,2,1
1331,4,76.27,3,0
2107,4,30.79,3,1
2409,1,97.43,1,1
1241,10,88.85,9,0
1153,2,134.97,2,0
2339,4,167.41,3,1
2409,3,70.59,3,1
502,8,181.05,8,0
1453,5,48.94,4,1
1009,2,6.27,2,0
776,2,29.97,2,0
2396,3,57.27,3,1
1866,4,60.61,4,1
2409,1,22.46,1,1
1978,4,125.31,4,1
1560,6,66.96,6,1
2284,4,109.04,4,1
1192,6,13.65,6,0
2409,1,31.97,1,1
2315,2,51.67,2,1
2409,5,176.11,5,1
2097,2,8.86,2,1
2265,3,199.72,3,1
2409,2,52.13,2,1
2409,2,13.17,2,1
2408,6,71.57,6,1
2090,9,127.93,7,1
2375,1,55.93,1,1
2409,1,9.08,1,1
2409,1,11.63,1,1
2385,8,122.7,8,1
337,42,348.89,40,3
1947,7,194.89,7,1
2409,6,24.55,6,1
2409,1,22.46,1,1
2193,5,29.62,5,1
2275,3,29.45,3,1
1318,6,66.28,6,0
2239,2,79.15,2,1
2408,1,97.43,1,1
1092,2,48.54,2,0
397,2,24.97,2,0
1720,9,918.3,5,1
175,9,133.42,6,0
2294,10,88.92,5,1
422,30,541.11,25,3
2408,1,48.71,1,1
2292,3,48.76,3,1
1923,8,146.3,6,1
1415,5,21.89,5,0
2148,7,269.6,6,1
2408,1,11.58,1,1
1245,2,44.09,2,0
1051,2,156.91,2,0
2408,1,49.97,1,1
475,66,681.55,62,3
2406,5,99.41,5,1
2408,2,45.78,2,1
700,4,302.75,4,0
1243,9,524.73,7,0
2353,2,20.37,2,1
2408,1,17.96,1,1
2408,1,27.71,1,1
386,11,124.75,11,0
2408,4,89.9,4,1
170,10,249.66,9,0
1449,11,199.16,11,1
478,27,238.45,26,3
2408,1,21.64,1,1
1679,8,60.94,8,1
2408,1,8.33,1,1
741,7,92.21,7,0
1843,9,145.31,9,1
2228,14,198.09,14,1
1556,5,68.51,5,1
2263,12,196.93,11,1
2408,3,47.41,3,1
2176,10,172.97,8,1
2407,1,37.47,1,1
1643,2,13.7,2,1
627,45,519.38,38,3
196,37,519.58,37,3
2407,1,48.0,1,1
1521,4,101.54,4,1
2407,3,139.46,2,1
2407,1,17.21,1,1
2407,2,79.95,2,1
2407,1,53.26,1,1
2407,1,12.46,1,1
2105,1,51.67,1,1
2407,1,91.62,1,1
1349,3,34.04,3,0
2407,5,85.56,5,1
1725,15,169.31,13,1
2302,2,66.57,2,1
922,4,98.44,4,0
1887,10,149.15,10,1
2407,1,36.75,1,1
1788,10,98.02,10,1
2407,1,91.62,1,1
1162,11,63.71,10,0
571,4,227.05,3,0
2407,5,17.98,5,1
2407,6,41.83,5,1
2407,1,41.18,1,1
2198,8,174.09,8,1
2407,1,44.96,1,1
2407,5,74.42,5,1
2407,1,7.08,1,1
2407,1,49.99,1,1
2346,7,97.28,7,1
982,10,196.43,8,0
2249,8,121.04,6,1
2405,4,99.94,4,1
2406,3,36.94,3,1
2406,2,45.73,2,1
1622,10,145.1,8,1
2406,1,124.37,1,1
1657,7,34.12,2,1
2120,17,147.57,13,1
2406,4,48.42,4,1
2405,1,104.94,1,1
2406,1,29.13,1,1
2406,1,8.75,1,1
2406,1,5.21,1,1
2406,1,24.71,1,1
1159,77,628.08,56,3
1891,8,228.98,7,1
366,4,15.53,4,0
2406,3,16.57,2,1
2087,2,66.0,1,1
2406,2,53.53,2,1
1627,6,159.87,6,1
2406,1,61.43,1,1
2406,1,20.82,1,1
2044,7,179.0,3,1
2114,81,688.82,57,3
2406,6,54.07,6,1
2406,1,48.0,1,1
2376,1,12.46,1,1
2406,2,91.5,2,1
1366,18,121.44,17,0
2406,1,129.0,1,1
2406,1,29.16,1,1
2406,1,24.99,1,1
2406,1,56.18,1,1
2325,3,56.3,2,1
2024,6,509.64,1,1
2402,6,58.67,5,1
2406,1,71.17,1,1
1633,3,105.42,3,1
1478,1,30.33,1,1
2382,10,71.55,8,1
2249,14,478.51,13,1
2405,1,67.46,1,1
2405,3,66.58,3,1
2137,8,61.88,7,1
2405,2,63.87,2,1
2405,7,44.34,7,1
236,46,909.96,41,3
2390,1,8.33,1,1
1971,2,33.28,2,1
2227,18,819.65,17,3
2405,1,14.92,1,1
1739,2,55.62,2,1
872,2,12.4,2,0
2251,15,630.83,11,1
2405,2,14.97,2,1
2405,2,33.09,2,1
1836,1,11.98,1,1
2402,8,82.36,7,1
1877,10,198.54,9,1
469,19,326.13,18,0
2403,5,42.24,5,1
2253,6,127.21,6,1
2405,4,96.88,4,1
2317,2,26.3,1,1
1013,2,9.18,2,0
2405,1,29.96,1,1
2405,1,14.92,1,1
1993,66,1433.77,62,3
2405,1,49.92,1,1
385,4,69.68,4,0
2328,2,54.15,2,1
2102,5,29.84,5,1
937,4,57.55,4,0
1893,12,134.96,9,1
1464,7,190.03,7,1
2405,1,13.15,1,1
1022,6,87.5,5,0
1867,3,24.86,3,1
1857,4,26.13,3,1
1607,3,58.11,3,1
2404,6,169.53,4,1
2404,1,44.96,1,1
2302,3,62.88,3,1
1970,3,98.7,3,1
2404,1,104.94,1,1
2389,4,138.42,4,1
990,3,219.71,3,0
2228,3,58.75,3,1
2005,3,58.23,2,1
861,16,130.24,15,0
1012,12,299.9,12,0
2404,1,4.42,1,1
2404,1,19.98,1,1
2404,1,15.71,1,1
2397,5,34.63,5,1
1321,18,266.3,14,0
2404,1,14.6,1,1
1663,12,225.81,11,1
2322,7,157.57,7,1
2116,1,112.55,1,1
545,2,54.78,2,0
2404,1,70.75,1,1
658,7,173.31,7,0
2404,1,33.32,1,1
1324,3,91.07,3,0
2404,1,22.2,1,1
2084,2,131.63,2,1
2404,2,52.79,2,1
534,31,406.01,28,3
2335,1,24.92,1,1
2404,1,54.71,1,1
1521,7,102.08,7,1
2011,15,295.03,15,1
2404,1,11.64,1,1
1542,1,12.49,1,1
628,5,45.74,4,0
278,7,74.33,6,0
2103,7,40.73,7,1
1151,3,37.86,3,0
2404,1,18.29,1,1
343,12,108.19,12,0
2397,1,24.99,1,1
288,12,122.42,12,0
2404,1,48.0,1,1
2404,1,62.42,1,1
2404,1,20.67,1,1
2389,2,124.8,2,1
1015,2,146.2,2,0
2403,2,140.75,2,1
1441,20,180.29,19,0
2351,2,28.3,2,1
2403,1,46.13,1,1
2211,9,85.51,9,1
1703,4,42.51,4,1
2400,5,158.86,5,1
1181,1,19.12,1,0
1899,7,91.74,7,1
1584,10,59.42,10,1
837,10,143.16,10,0
2401,3,53.69,2,1
2344,2,194.86,1,1
2403,3,70.55,3,1
2403,2,22.74,2,1
1644,2,46.64,2,1
1162,1,21.32,1,0
2391,5,46.17,5,1
1988,30,372.78,25,3
1866,12,226.48,9,1
2403,4,106.33,3,1
1716,8,151.73,8,1
1157,22,174.86,20,0
2403,1,49.99,1,1
2403,4,112.47,4,1
2389,4,24.7,3,1
2403,1,16.66,1,1
2403,1,59.92,1,1
2000,11,151.56,11,1
2403,7,159.42,7,1
1259,11,62.89,9,0
2403,6,369.74,6,1
498,5,147.23,4,0
2403,16,865.85,13,1
2382,4,137.05,4,1
2341,17,145.17,15,1
2398,2,129.35,1,1
1334,18,337.25,18,0
892,5,53.02,5,0
2400,2,29.96,1,1
2403,7,90.65,7,1
1571,23,591.24,13,1
714,13,154.53,8,0
2091,10,190.5,10,1
2020,7,247.32,7,1
2403,1,1.56,1,1
2402,2,61.39,2,1
967,74,508.66,62,3
2401,3,53.29,3,1
2402,2,43.12,2,1
2029,44,620.04,30,3
2402,1,44.93,1,1
2402,2,41.61,2,1
2402,1,149.25,1,1
2402,1,93.68,1,1
2159,11,226.81,10,1
2402,4,91.18,4,1
1910,4,69.76,4,1
2278,3,78.99,2,1
1818,8,187.56,7,1
2402,1,55.13,1,1
2393,2,33.25,2,1
2402,5,76.04,5,1
2017,10,154.95,9,1
2402,6,101.99,6,1
379,7,43.5,7,0
2397,5,119.0,5,1
2402,1,107.79,1,1
2402,1,35.92,1,1
912,49,344.02,48,3
804,5,24.93,4,0
866,23,357.02,20,0
2290,9,249.01,9,1
2402,1,20.79,1,1
955,1,17.66,1,0
1022,7,72.79,7,0
1304,1,17.09,1,0
2326,4,316.6,4,1
2203,14,415.71,9,1
1960,5,206.73,5,1
2402,1,10.75,1,1
2340,17,250.4,16,1
1394,19,325.81,19,0
640,7,107.19,7,0
2402,1,22.9,1,1
2402,1,22.5,1,1
1898,2,63.31,2,1
2120,4,94.77,3,1
1264,12,463.29,11,0
2402,1,135.75,1,1
2397,1,49.99,1,1
417,6,71.23,5,0
2402,3,57.17,3,1
2401,2,27.46,1,1
1193,9,29.86,8,0
2401,2,74.89,2,1
1702,17,384.08,17,1
864,8,63.8,8,0
464,11,22.89,7,0
2401,4,28.9,4,1
283,17,137.5,16,0
1678,15,238.69,15,1
2401,7,55.58,7,1
2401,1,8.32,1,1
2325,2,74.02,2,1
2401,4,56.61,3,1
2401,4,45.82,4,1
2375,9,188.98,5,1
2388,7,42.87,5,1
2401,1,74.96,1,1
2401,1,20.82,1,1
860,6,125.55,5,0
803,9,97.97,9,0
642,25,231.86,23,0
2401,3,73.96,2,1
2401,1,11.0,1,1
2401,1,46.13,1,1
870,6,66.87,6,0
2324,3,46.08,3,1
2401,7,76.11,6,1
2401,1,166.6,1,1
2400,1,49.99,1,1
2350,16,90.86,16,1
2247,4,97.25,4,1
893,44,335.27,43,3
2401,4,48.79,4,1
2401,1,22.46,1,1
1093,47,394.55,46,3
2077,12,137.41,10,1
2005,4,92.82,3,1
2400,4,15.54,3,1
2400,2,87.48,2,1
2400,1,8.96,1,1
1971,12,699.51,11,1
1453,11,202.18,7,1
567,3,67.84,3,0
2400,2,43.16,2,1
1129,8,99.72,8,0
1191,1,22.39,1,0
432,5,59.07,4,0
2400,12,73.29,12,1
2400,3,42.79,3,1
866,6,92.23,6,0
320,12,190.3,12,0
1193,10,81.46,9,0
2400,2,53.39,2,1
2386,1,19.65,1,1
1816,12,248.51,12,1
2333,8,85.89,7,1
1509,2,36.42,2,1
620,4,68.36,4,0
2346,4,35.27,4,1
2400,1,6.29,1,1
1976,3,100.72,3,1
2400,1,18.29,1,1
983,10,178.52,6,0
2138,1,51.46,1,1
2400,1,29.14,1,1
2322,4,79.1,4,1
2305,4,87.47,4,1
2022,3,103.1,2,1
2400,2,111.73,2,1
2400,1,24.99,1,1
2400,1,23.67,1,1
2393,2,73.2,1,1
2009,3,31.52,3,1
2400,1,31.59,1,1
871,4,123.07,4,0
2400,1,57.75,1,1
2400,2,17.98,2,1
469,54,433.08,47,3
2364,2,58.25,2,1
2062,2,65.77,2,1
2399,4,40.5,4,1
2389,2,102.37,2,1
1981,163,1686.74,92,2
2400,5,52.39,4,1
2400,2,16.6,1,1
679,10,104.35,10,0
1992,1,37.46,1,1
2399,1,27.9,1,1
1521,13,148.36,12,1
1206,31,287.31,19,0
1869,6,81.99,5,1
2399,2,25.22,2,1
2399,1,19.4,1,1
2399,2,45.79,2,1
438,18,232.28,18,0
1584,2,106.37,2,1
2399,1,24.99,1,1
683,35,511.51,28,3
2396,4,311.58,4,1
1080,3,100.0,3,0
373,46,432.94,35,3
2399,5,207.11,5,1
1970,2,42.65,2,1
2399,1,17.49,1,1
2399,1,6.8,1,1
567,4,54.77,4,0
1143,1,20.63,1,0
1755,34,553.59,31,3
2399,1,38.53,1,1
2399,2,17.88,2,1
2399,2,218.31,2,1
1152,10,253.78,8,0
1865,3,38.08,3,1
296,201,1594.55,129,2
2398,1,20.81,1,1
874,3,324.57,3,0
438,14,86.57,14,0
2398,1,50.0,1,1
2139,2,77.88,2,1
2398,2,48.42,2,1
2393,8,115.53,8,1
2334,1,33.33,1,1
2164,1,58.25,1,1
1874,11,207.18,9,1
2228,6,62.32,6,1
2398,1,25.17,1,1
173,1,13.79,1,0
1384,8,128.04,7,0
2398,3,87.42,3,1
1755,1,21.0,1,1
182,16,142.21,13,0
1386,16,527.81,15,0
1989,10,255.84,8,1
2261,3,144.6,3,1
2398,1,27.71,1,1
2398,1,45.79,1,1
2398,2,129.68,1,1
2071,61,695.43,46,3
638,1,14.98,1,0
539,17,75.35,14,0
1964,7,161.66,7,1
2398,1,29.96,1,1
2398,1,5.96,1,1
2398,8,126.79,8,1
707,36,278.88,34,3
1244,10,205.45,10,0
2398,1,29.95,1,1
2398,1,32.58,1,1
603,11,121.27,10,0
2397,1,22.43,1,1
1697,4,102.66,4,1
1599,1,7.83,1,1
823,6,37.0,6,0
2397,2,49.88,2,1
545,12,270.33,11,0
809,5,85.51,5,0
1528,4,42.02,4,1
2397,1,27.71,1,1
2195,3,92.0,3,1
1690,18,75.0,16,1
175,4,53.11,4,0
2397,3,52.43,3,1
2397,4,51.14,4,1
2397,4,124.88,4,1
2397,1,20.82,1,1
1695,2,61.89,1,1
1549,13,263.79,13,1
1997,5,240.04,4,1
1899,9,108.87,8,1
2397,1,3.32,1,1
2397,1,47.42,1,1
2397,1,52.46,1,1
446,22,162.13,17,0
1233,4,18.16,4,0
2343,3,75.98,2,1
2397,1,51.42,1,1
2282,7,183.46,7,1
1577,9,109.82,8,1
2397,3,91.01,3,1
173,1,39.97,1,0
1000,10,211.44,10,0
668,3,37.36,3,0
2397,3,63.05,3,1
449,12,293.7,12,0
2360,18,169.6,16,1
1700,25,178.72,23,1
1620,5,68.15,5,1
1685,19,821.78,15,3
2396,1,49.84,1,1
2396,2,37.98,2,1
408,9,82.23,9,0
867,16,69.37,13,0
399,4,45.63,4,0
2396,3,24.79,3,1
1376,9,220.3,9,0
1752,3,49.9,3,1
2396,5,85.01,5,1
2390,3,34.95,3,1
2396,2,34.51,2,1
2396,1,2.25,1,1
2010,2,11.96,2,1
987,21,633.15,20,3
2219,2,18.15,2,1
2396,1,165.0,1,1
2116,8,141.41,7,1
2359,6,32.88,6,1
2394,19,399.21,19,1
2018,10,410.36,10,1
1283,9,125.9,7,0
2396,1,17.49,1,1
1504,7,60.96,7,1
801,1,12.54,1,0
1924,2,42.47,2,1
2009,10,85.57,10,1
1550,7,146.47,7,1
1877,4,70.16,4,1
1511,8,93.38,8,1
2396,1,67.46,1,1
2127,5,44.09,5,1
1194,2,20.16,1,0
2396,2,37.05,2,1
1454,13,90.02,13,1
746,6,70.19,6,0
924,31,200.44,29,3
2396,1,55.34,1,1
2256,17,1615.38,11,3
2395,3,25.38,3,1
2392,3,77.28,2,1
881,16,163.23,14,0
2395,1,44.96,1,1
2395,1,322.5,1,1
619,3,19.14,3,0
566,19,659.7,19,3
2395,3,636.24,2,1
2392,3,62.42,3,1
2278,2,39.67,2,1
2393,2,27.3,2,1
626,16,115.6,16,0
2395,1,52.46,1,1
2395,1,46.13,1,1
